date,title,source,link
2026-08-12 13:42:45,台灣大砸291億收購精誠股權，持股將逾半-財經焦點情報站 - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/forumnews-b341aa93-9653-11f1-9729-a0d59715f1f0
2026-08-12 14:12:42,台灣大擬斥資近三百億收購精誠，取得過半股權-財經焦點情報站 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/forumnews-e2091e96-9657-11f1-a72f-15171ad63a03
2026-08-12 14:12:42,台灣大擬斥資近三百億收購精誠，取得過半股權-財經焦點情報站 - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/forumnews-e2091e96-9657-11f1-a72f-15171ad63a03
2026-08-13 01:30:00,台灣大捧291億喊買！精誠漲停鎖死　爆逾37萬張排隊搶購 - ETtoday財經雲,ETtoday財經雲,https://finance.ettoday.net/news/3218391
2026-08-13 01:30:00,台灣大捧291億喊買！精誠漲停鎖死　爆逾37萬張排隊搶購 - finance.ettoday.net,finance.ettoday.net,https://finance.ettoday.net/news/3218391
2026-08-13 01:31:51,台灣大溢價三成收購精誠資訊(6214)，小股東有機會參與嗎？ - abmedia.io,abmedia.io,https://abmedia.io/taiwan-mobile-systex-acquisition-stock-holder-participation
2026-08-13 01:31:51,台灣大溢價三成收購精誠資訊(6214)，小股東有機會參與嗎？ - 鏈新聞 ABMedia,鏈新聞 ABMedia,https://abmedia.io/taiwan-mobile-systex-acquisition-stock-holder-participation
2026-08-13 01:32:00,個股：台灣大溢價約30%加大收購，精誠(6214)股價跳空漲停，委買量衝破30萬張 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2407580002&PU=1002
2026-08-13 01:54:53,台灣大砸291億收購精誠資訊！溢價近三成，林之晨揭三大綜效搶攻AI商機｜股市話題｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/hotstock/%E5%8F%B0%E7%81%A3%E5%A4%A7%E7%A0%B8291%E5%84%84%E6%94%B6%E8%B3%BC%E7%B2%BE%E8%AA%A0%E8%B3%87%E8%A8%8A-%E6%BA%A2%E5%83%B9%E8%BF%91%E4%B8%89%E6%88%90-%E6%9E%97%E4%B9%8B%E6%99%A8%E6%8F%AD%E4%B8%89%E5%A4%A7%E7%B6%9C%E6%95%88%E6%90%B6%E6%94%BBAI%E5%95%86%E6%A9%9F-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-6a7d1a5cf0b79c0ba49619fd
2026-08-13 02:24:14,【10:23 即時新聞】精誠(6214)亮燈漲停156.5元，受公開收購高溢價激勵＋突破區間壓力吸引短線資金卡位 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-13cb319f-96be-11f1-beb1-2aebc1e81c7b
2026-08-13 03:04:07,【即時新聞】台灣大砸291億收購精誠！這「4檔概念股」買盤強勢點火？ - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/newsyoudeservetoknow-a5fed95e-96c3-11f1-8af3-9d91d8548181
2026-08-13 03:05:00,個股：台灣大溢價約30%加大收購，精誠(6214)股價跳空漲停，委買量衝破30萬張 - fnc.ebc.net.tw,fnc.ebc.net.tw,https://fnc.ebc.net.tw/fncnews/stock/216302
2026-08-13 03:05:00,個股：台灣大溢價約30%加大收購，精誠(6214)股價跳空漲停，委買量衝破30萬張 - 東森電視,東森電視,https://fnc.ebc.net.tw/fncnews/stock/216302
2026-08-13 03:16:20,焦點股》精誠：台灣大公開收購 跳空鎖漲停 - ec.ltn.com.tw,ec.ltn.com.tw,https://ec.ltn.com.tw/amp/article/breakingnews/5538278
2026-08-13 03:16:20,焦點股》精誠：台灣大公開收購 跳空鎖漲停 - 自由財經,自由財經,https://ec.ltn.com.tw/amp/article/breakingnews/5538278
2026-08-13 03:28:09,焦點股》精誠：台灣大公開收購 跳空鎖漲停 - 自由時報,自由時報,https://stock.ltn.com.tw/article/cfw1uj0nh6te
2026-08-13 03:41:36,焦點股》精誠：台灣大公開收購 跳空鎖漲停 - 自由時報,自由時報,https://stock.ltn.com.tw/article/cfw1uj0nh6te
2026-08-13 04:20:00,獲台灣大溢價收購點火，精誠跳空鎖漲停- 新聞 - MoneyDJ,MoneyDJ,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=fb476083-4bc0-4eb5-8fd2-ad4d1d222b70
2026-08-13 04:20:00,獲台灣大溢價收購點火，精誠跳空鎖漲停- 新聞 - MoneyDJ理財網,MoneyDJ理財網,https://news.google.com/rss/articles/CBMikgFBVV95cUxOVVJ4YVA0cTlUWUt5MmhsZmhPcE13ejc0cWNGMjJvQ3FCN1hkMnZGZk4yOWRHdnlJNHFqMnNGUHdlYmE4Ul9wVE1YT2d0N2dGZnY5VU5QYmJJVWxMNTFIMVgySWl4VkpYVlN2SEFhNnNIcEhKS3FnRUoxUlNiNVV2N1N5cEdraVp1SmxsNmhkcXR0Zw?oc=5
2026-08-13 04:44:11,台灣大溢價三成認購精誠 股民搶買、漲停排隊買單破20萬張 - UDN,UDN,https://udn.com/news/story/7252/9689029
2026-08-13 04:44:11,台灣大溢價三成認購精誠股民搶買、漲停排隊買單破20萬張| 2026九合一選舉 - UDN,UDN,https://udn.com/vote2026/story/7252/9689029
2026-08-13 06:37:08,6214 精誠 - 恭喜大哥大協助精誠第2根漲停，榮登資服股股王- 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182137266
2026-08-13 08:06:18,6214 精誠 - 謝謝精誠，感恩台灣大…… - 股市爆料同學會 - CMoney,CMoney,https://www.cmoney.tw/forum/article/182027426
2026-08-13 09:00:00,台灣大公開收購精誠、上限291億元 收購後持股過半 - money.udn.com,money.udn.com,https://money.udn.com/money/story/5607/9687646
2026-08-13 09:00:00,台灣大公開收購精誠、上限291億元 收購後持股過半 - 經濟日報,經濟日報,https://money.udn.com/money/story/5607/9687646
2026-08-13 10:50:03,【08/13券商評等報告彙整】精誠(6214) 今日僅1家券商發布績效評等報告，評價為看多，目標價為180元。 - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1251055
2026-08-13 15:10:05,精誠(6214) 個股概覽 | 個股 - 股市 - CMoney,CMoney,https://www.cmoney.tw/finance/6214/f00025
2026-08-14 01:07:56,【09:07 即時新聞】精誠(6214)亮燈漲停至172元，臺灣大公開收購溢價刺激買盤＋主力與技術指標多方排列支撐攻勢 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-9595a6f0-977c-11f1-a43a-9dc4401f06a1
2026-08-14 01:07:56,【09:07 即時新聞】精誠(6214)亮燈漲停至172元，臺灣大公開收購溢價刺激買盤＋主力與技術指標多方排列支撐攻勢 - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/cmoneyairesearcher-9595a6f0-977c-11f1-a43a-9dc4401f06a1
2026-08-14 01:54:39,資安股單日大漲4.45%，精誠與華經後續看營收能否跟上？-CY Research - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/chenyixuan-1c7ffc81-9783-11f1-ae0e-4c3b7ba1306a
2026-08-14 01:54:39,資安股單日大漲4.45%，精誠與華經後續看營收能否跟上？-CY Research - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/chenyixuan-1c7ffc81-9783-11f1-ae0e-4c3b7ba1306a
2026-08-14 15:41:48,台灣大砸291億收購精誠資訊！溢價近三成，林之晨揭三大綜效搶攻AI商機｜股市話題｜豐雲學堂2026 年 08 月 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/hotstock/%E5%8F%B0%E7%81%A3%E5%A4%A7%E7%A0%B8291%E5%84%84%E6%94%B6%E8%B3%BC%E7%B2%BE%E8%AA%A0%E8%B3%87%E8%A8%8A-%E6%BA%A2%E5%83%B9%E8%BF%91%E4%B8%89%E6%88%90-%E6%9E%97%E4%B9%8B%E6%99%A8%E6%8F%AD%E4%B8%89%E5%A4%A7%E7%B6%9C%E6%95%88%E6%90%B6%E6%94%BBAI%E5%95%86%E6%A9%9F-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-6a7d1a5cf0b79c0ba49619fd
