date,title,source,link
2026-08-05 08:31:00,財報：偉聯(9912)115年上半年歸屬母公司淨損2314萬元，EPS -0.43元 - ww2.money-link.com.tw,ww2.money-link.com.tw,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2400797002&PU=0009
2026-08-05 08:31:00,財報：偉聯(9912)115年上半年歸屬母公司淨損2314萬元，EPS -0.43元 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2400797002&PU=0009
2026-08-10 00:51:00,《業績-電週邊》偉聯7月營收為0.38億元，年增4.32% - ww2.money-link.com.tw,ww2.money-link.com.tw,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6265755001&PU=1002
2026-08-10 00:51:00,《業績-電週邊》偉聯7月營收為0.38億元，年增4.32% - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6265755001&PU=1002
2026-08-10 01:20:17,【2026/07月營收公告】偉聯(9912) 七月營收營收月減年增，全年營運續看向上-CMoney 小編 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyaicurator-a5733e8a-9459-11f1-b974-77942c949580
2026-08-10 01:20:17,【2026/07月營收公告】偉聯(9912) 七月營收營收月減年增，全年營運續看向上-CMoney 小編 - cmnews.com.tw,cmnews.com.tw,https://cmnews.com.tw/article/cmoneyaicurator-a5733e8a-9459-11f1-b974-77942c949580
2026-08-11 07:35:00,財報：偉聯(9912)115年上半年稅後虧損2314萬元，EPS -0.43元 - ww2.money-link.com.tw,ww2.money-link.com.tw,https://ww2.money-link.com.tw/RealtimeNews/NewsContent.aspx?SN=2405816002&PU=0010
2026-08-11 07:35:00,財報：偉聯(9912)115年上半年稅後虧損2314萬元，EPS -0.43元 - 富聯網,富聯網,https://ww2.money-link.com.tw/RealtimeNews/NewsContent.aspx?SN=2405816002&PU=0010
2026-08-11 09:20:04,【26Q2財報公告】偉聯(9912) Q2 營收1.2285億元，季增 8.61％、年衰退 2.67％ - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1249076
2026-08-11 09:20:04,【26Q2財報公告】偉聯(9912) Q2 營收1.2285億元，季增 8.61％、年衰退 2.67％ - cmoney.tw,cmoney.tw,https://www.cmoney.tw/notes/note-detail.aspx?nid=1249076
2026-08-13 13:22:10,偉聯(9912)-同學風向與貼文摘要 - 股市爆料同學會 - CMoney,CMoney,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBrTjNVT3JCLWNMTEJZOEN1VGR2bkx5RFNpaFFZdnV3ekx4WDRNSzFsTVlCazRUZWsxc0w2eU5OOEN2WWRheFFsd295alpaeXRyMFNPczJMWUd3eWFZSHhGM3Z3?oc=5
2026-08-14 09:20:10,【26Q2財報公告】偉聯(9912) Q2 營收1.2285億元，刷下近2季新高，季增8.61%、年衰退2.67%-CMoney 小編 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyaicurator-58d62e97-97c1-11f1-b4c8-77d471c4a3e9
