date,title,source,link
2026-08-07 02:17:48,【10:17 即時新聞】晶心科(6533)股價勁揚至248.5元，RISC-V與AI題材延燒＋外資與主力買盤推升短線多頭結構 - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1245949
2026-08-07 02:17:48,【10:17 即時新聞】晶心科(6533)股價勁揚至248.5元，RISC-V與AI題材延燒＋外資與主力買盤推升短線多頭結構 - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyairesearcher-2f4ff4a1-9206-11f1-9ed2-5aab44a61e76
2026-08-10 07:09:00,《業績-半導體》晶心科7月營收為1.20億元，年增22.24% - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=6266694001&PU=1002
2026-08-10 07:40:04,【2026/07月營收公告】晶心科(6533) 七月營收1.2億元，年增22.24％ - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248049
2026-08-10 07:40:04,【2026/07月營收公告】晶心科(6533) 七月營收1.2億元，年增22.24％ - cmoney.tw,cmoney.tw,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248049
2026-08-10 09:49:09,晶心科7月營收月減67.7% - TechNews 科技新報,TechNews 科技新報,https://finance.technews.tw/2026/08/10/es-6533-202607-financial-report/
2026-08-10 09:49:09,晶心科7月營收月減67.7% - finance.technews.tw,finance.technews.tw,https://finance.technews.tw/2026/08/10/es-6533-202607-financial-report/
2026-08-10 23:48:45,晶心科現增680萬股案，認股基準日9/13 - 台視全球資訊網,台視全球資訊網,https://www.ttv.com.tw/finance/view/0820261105477D54CEA5B1424AC1BA5177C3E9B89889BBE8/587
2026-08-10 23:49:42,晶心科現增680萬股案，認股基準日9/13 - ttv.com.tw,ttv.com.tw,https://www.ttv.com.tw/finance/view/0820261105477D54CEA5B1424AC1BA5177C3E9B89889BBE8/587
2026-08-10 23:49:42,晶心科現增680萬股案，認股基準日9/13 - 台視全球資訊網,台視全球資訊網,https://www.ttv.com.tw/finance/view/0820261105477D54CEA5B1424AC1BA5177C3E9B89889BBE8/587
2026-08-11 00:01:05,晶心科現增680萬股案，認股基準日9/13 - 台視全球資訊網,台視全球資訊網,https://www.ttv.com.tw/finance/view/?i=0820261105477D54CEA5B1424AC1BA5177C3E9B89889BBE8&from=587
