date,title,source,link
2026-07-23 05:45:27,雄順(2073) 今日股價與討論 - 股市爆料同學會 - CMoney,CMoney,https://mobile.cmoney.tw/forum/stock/2073?utm_source=cmoney&utm_medium=referral
2026-08-10 09:09:00,財報：雄順(2073)115年上半年稅後虧損1021萬元，EPS -0.37元 - 富聯網,富聯網,https://ww2.money-link.com.tw/realtimenews/NewsContent.aspx?SN=2404688002&PU=0009
2026-08-10 12:52:00,營收速報 - 雄順(2073)7月營收1.47億元年增率高達247.85％｜新聞快訊｜豐雲學堂 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/news/6a7a9e43b17ee73678fc6ae8
2026-08-11 01:20:03,【2026/07月營收公告】雄順(2073) 七月營收1.47億元，表現亮眼、呈現雙成長，創歷史新高，年增247.85% - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248616
2026-08-11 01:20:03,【2026/07月營收公告】雄順(2073) 七月營收1.47億元，表現亮眼、呈現雙成長，創歷史新高，年增247.85% - cmoney.tw,cmoney.tw,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248616
2026-08-11 01:50:03,【26Q2財報公告】雄順(2073) Q2 營收2.6354億元，創歷史新高，季增 127.09％、年成長 86.65％ - CMoney,CMoney,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248648
2026-08-11 01:50:03,【26Q2財報公告】雄順(2073) Q2 營收2.6354億元，創歷史新高，季增 127.09％、年成長 86.65％ - cmoney.tw,cmoney.tw,https://www.cmoney.tw/notes/note-detail.aspx?nid=1248648
2026-08-11 03:52:00,營收速報 - 雄順(2073)7月營收1.47億元年增率高達247.85％｜新聞快訊｜豐雲學堂 - sinotrade.com.tw,sinotrade.com.tw,https://www.sinotrade.com.tw/richclub/news/6a7a9e43b17ee73678fc6ae8
2026-08-11 03:52:28,營收速報 - 雄順(2073)7月營收1.47億元年增率高達247.85％ - news.cnyes.com,news.cnyes.com,https://news.cnyes.com/news/id/6570618
2026-08-12 07:40:05,【2026/07月營收公告】雄順(2073) 七月營收1.47億元，表現亮眼、呈現雙成長，創歷史新高，年增247.85% - CMoney投資網誌,CMoney投資網誌,https://cmnews.com.tw/article/cmoneyaicurator-091086d4-9621-11f1-b49d-111b304a3d0c
