date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,0,0,0,0,0,14031444,0,0,0,0,0,24266,0
2015-01-06,0,0,0,0,0,14031444,0,0,0,0,0,25142,0
2015-01-07,0,0,0,0,0,14031444,0,0,0,0,0,25340,0
2015-01-08,0,0,0,0,0,14031444,0,0,0,0,0,25608,0
2015-01-09,0,0,0,0,0,14031444,0,0,0,0,0,24835,0
2015-01-12,0,0,0,0,0,14031444,0,0,0,0,0,26149,0
2015-01-13,0,0,0,0,0,14031444,0,0,0,0,0,26471,0
2015-01-14,0,0,0,0,0,14031444,0,0,0,0,0,26533,0
2015-01-15,0,0,0,0,0,14031444,0,0,0,0,0,26376,0
2015-01-16,0,0,0,0,0,14031444,0,0,0,0,0,26559,0
2015-01-19,0,0,0,0,0,14031444,0,0,0,0,0,26365,0
2015-01-20,0,0,0,0,0,14031444,0,0,0,0,0,25877,0
2015-01-21,0,0,0,0,0,14031444,0,0,0,0,0,26093,0
2015-01-22,0,0,0,0,0,14031444,0,0,0,0,0,27688,0
2015-01-23,0,0,0,0,0,14031444,0,0,0,0,0,28330,0
2015-01-26,0,0,0,0,0,14031444,0,0,0,0,0,32187,0
2015-01-27,0,0,0,0,0,14031444,0,0,0,0,0,40376,0
2015-01-28,0,0,0,0,0,14031444,0,0,0,0,0,41715,0
2015-01-29,0,0,0,0,0,14031444,0,0,0,0,0,42419,0
2015-01-30,0,0,0,0,0,14031444,0,0,0,0,0,46126,0
2015-02-02,0,0,0,0,0,14031444,0,0,0,0,0,47181,0
2015-02-03,0,0,0,0,0,14031444,0,0,0,0,0,47409,0
2015-02-04,0,0,0,0,0,14031444,0,0,0,0,0,48706,0
2015-02-05,0,0,0,0,0,14031444,0,0,0,0,0,48657,0
