date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,49000,1000,0,0,50000,44862658,2750000,6000,0,0,2756000,191842,0
2015-01-06,50000,5000,18000,0,37000,44862658,2756000,7000,0,0,2763000,196542,0
2015-01-07,37000,1000,11000,0,27000,44862658,2763000,6000,0,0,2769000,198110,0
2015-01-08,27000,1000,5000,0,23000,44862658,2769000,0,0,0,2769000,204030,0
2015-01-09,23000,16000,3000,0,36000,44862658,2769000,0,0,0,2769000,206127,0
2015-01-12,36000,1000,4000,0,33000,44862658,2769000,0,0,0,2769000,207418,0
2015-01-13,33000,34000,0,0,67000,44862658,2769000,0,0,0,2769000,245618,0
2015-01-14,67000,14000,19000,0,62000,44862658,2769000,7000,0,0,2776000,274647,0
2015-01-15,62000,8000,5000,0,65000,44862658,2776000,22000,0,0,2798000,275679,0
2015-01-16,65000,3000,3000,1000,64000,44862658,2798000,12000,0,0,2810000,282606,0
2015-01-19,64000,20000,13000,0,71000,44862658,2810000,17000,0,0,2827000,286555,0
2015-01-20,71000,3000,2000,0,72000,44862658,2827000,10000,472000,0,2365000,274588,0
2015-01-21,72000,3000,4000,0,71000,44862658,2365000,17000,0,0,2382000,248731,0
2015-01-22,71000,0,1000,0,70000,44862658,2382000,46000,0,0,2428000,248331,0
2015-01-23,70000,16000,0,0,86000,44862658,2428000,63000,0,0,2491000,249489,0
2015-01-26,86000,3000,0,0,89000,44862658,2491000,21000,0,0,2512000,247716,0
2015-01-27,89000,0,6000,0,83000,44862658,2512000,9000,0,0,2521000,248884,0
2015-01-28,83000,11000,40000,0,54000,44862658,2521000,9000,0,0,2530000,251359,0
2015-01-29,54000,1000,14000,0,41000,44862658,2530000,2000,0,0,2532000,251130,0
2015-01-30,41000,0,8000,0,33000,44862658,2532000,0,0,0,2532000,248918,0
2015-02-02,33000,0,3000,0,30000,44862658,2532000,29000,0,0,2561000,248408,0
2015-02-03,30000,7000,0,0,37000,44862658,2561000,6000,257000,0,2310000,246992,0
2015-02-04,37000,11000,0,0,48000,44862658,2310000,0,0,0,2310000,228600,0
2015-02-05,48000,2000,0,0,50000,44862658,2310000,0,0,0,2310000,215636,0
2015-02-06,50000,48000,12000,0,86000,44862658,2310000,0,0,0,2310000,211566,0
2015-02-09,86000,2000,7000,0,81000,44862658,2310000,0,0,0,2310000,206659,0
2015-02-10,81000,0,0,0,81000,44862658,2310000,12000,0,0,2322000,207101,0
2015-02-11,81000,2000,5000,0,78000,44862658,2322000,40000,0,0,2362000,204841,0
2015-02-12,78000,3000,0,1000,80000,44862658,2362000,2000,162000,0,2202000,206074,0
2015-02-13,80000,1000,2000,0,79000,44862658,2202000,0,0,0,2202000,205585,0
2015-02-24,79000,2000,2000,0,79000,44862658,2202000,0,0,0,2202000,198881,0
2015-02-25,79000,23000,0,0,102000,44862658,2202000,2000,41000,0,2163000,208696,0
2015-02-26,102000,11000,17000,0,96000,44862658,2163000,56000,0,0,2219000,212400,0
2015-03-02,96000,1000,11000,0,86000,44862658,2219000,0,0,0,2219000,210459,0
2015-03-03,86000,10000,0,0,96000,44862658,2219000,0,0,0,2219000,223420,0
2015-03-04,96000,2000,7000,0,91000,44862658,2219000,57000,0,0,2276000,226194,0
2015-03-05,91000,0,6000,0,85000,44862658,2276000,46000,0,0,2322000,191603,0
2015-03-06,85000,0,0,0,85000,44862658,2322000,11000,0,0,2333000,160859,0
2015-03-09,85000,2000,0,0,87000,44862658,2333000,0,0,0,2333000,158152,0
2015-03-10,87000,0,0,0,87000,44862658,2333000,0,0,0,2333000,151252,0
2015-03-11,87000,1000,1000,0,87000,44862658,2333000,0,5000,0,2328000,156067,0
2015-03-12,87000,0,0,0,87000,44862658,2328000,1000,152000,0,2177000,155592,0
2015-03-13,87000,0,10000,0,77000,44862658,2177000,0,0,0,2177000,156557,0
2015-03-16,77000,4000,1000,0,80000,44862658,2177000,0,0,0,2177000,153942,0
2015-03-17,80000,2000,3000,0,79000,44862658,2177000,0,0,0,2177000,153631,0
2015-03-18,79000,0,2000,0,77000,44862658,2177000,0,0,0,2177000,155306,0
2015-03-19,77000,0,0,0,77000,44862658,2177000,0,0,0,2177000,155548,0
2015-03-20,77000,0,3000,0,74000,44862658,2177000,0,0,0,2177000,154502,0
2015-03-23,74000,0,6000,0,68000,44862658,2177000,0,0,0,2177000,153281,0
2015-03-24,68000,1000,0,0,69000,44862658,2177000,0,0,0,2177000,154355,0
2015-03-25,69000,0,0,0,69000,44862658,2177000,0,0,0,2177000,155524,0
2015-03-26,69000,0,0,1000,68000,44862658,2177000,0,0,0,2177000,156081,0
2015-03-27,68000,0,1000,0,67000,44862658,2177000,0,0,0,2177000,156553,0
2015-03-30,67000,0,0,0,67000,44862658,2177000,0,0,0,2177000,154430,0
2015-03-31,67000,6000,0,0,73000,44862658,2177000,0,0,0,2177000,151897,0
2015-04-01,73000,0,5000,0,68000,44862658,2177000,0,0,0,2177000,151264,0
2015-04-02,68000,0,0,0,68000,44862658,2177000,0,0,0,2177000,149610,0
2015-04-07,68000,4000,16000,0,56000,44862658,2177000,0,0,0,2177000,149411,0
2015-04-08,56000,2000,7000,0,51000,44862658,2177000,0,0,0,2177000,146873,0
2015-04-09,51000,0,0,0,51000,44862658,2177000,0,0,0,2177000,148886,0
2015-04-10,51000,0,12000,0,39000,44862658,2177000,0,102000,0,2075000,149190,0
2015-04-13,39000,3000,7000,0,35000,44862658,2075000,0,30000,0,2045000,138170,0
2015-04-14,35000,1000,1000,0,35000,44862658,2045000,0,24000,0,2021000,136767,0
2015-04-15,35000,10000,29000,1000,15000,44862658,2021000,0,55000,0,1966000,135922,0
2015-04-16,15000,20000,0,0,35000,44862658,1966000,0,948000,0,1018000,122065,0
2015-04-17,35000,0,33000,0,2000,44862658,1018000,0,49000,0,969000,119372,0
2015-04-20,2000,0,2000,0,0,44862658,969000,0,142000,0,827000,118166,0
2015-04-21,0,0,0,0,0,44862658,827000,0,10000,0,817000,117632,0
2015-04-22,0,0,0,0,0,44862658,817000,0,0,0,817000,115546,0
2015-04-23,0,18000,0,0,18000,44862658,817000,0,0,0,817000,115529,0
2015-04-24,18000,6000,0,0,24000,44862658,817000,0,0,0,817000,107874,0
2015-04-27,24000,0,1000,0,23000,44862658,817000,66000,0,0,883000,109511,0
2015-04-28,23000,6000,0,0,29000,44862658,883000,0,0,0,883000,107046,0
2015-04-29,29000,1000,5000,0,25000,44862658,883000,1000,0,0,884000,103658,0
2015-04-30,25000,28000,0,0,53000,44862658,884000,0,0,0,884000,101485,0
2015-05-04,53000,0,1000,0,52000,44862658,884000,22000,0,0,906000,100070,0
2015-05-05,52000,0,0,0,52000,44862658,906000,0,0,0,906000,99515,0
2015-05-06,52000,0,0,0,52000,44862658,906000,6000,0,0,912000,96533,0
2015-05-07,52000,0,1000,0,51000,44862658,912000,0,0,0,912000,95499,0
2015-05-08,51000,0,0,0,51000,44862658,912000,5000,0,0,917000,95065,0
2015-05-11,51000,25000,0,0,76000,44862658,917000,1000,0,0,918000,105387,0
2015-05-12,76000,11000,14000,0,73000,44862658,918000,0,0,0,918000,110371,0
2015-05-13,73000,6000,27000,0,52000,44862658,918000,0,0,0,918000,107996,0
2015-05-14,52000,2000,0,0,54000,44862658,918000,3000,0,0,921000,106363,0
2015-05-15,54000,7000,1000,0,60000,44862658,921000,1000,0,0,922000,102694,0
2015-05-18,60000,76000,9000,0,127000,44862658,922000,0,0,0,922000,110467,0
2015-05-19,127000,0,75000,0,52000,44862658,922000,0,0,0,922000,129413,0
2015-05-20,52000,69000,8000,0,113000,44862658,922000,3000,0,0,925000,138969,0
2015-05-21,113000,57000,5000,0,165000,44862658,925000,0,0,0,925000,155621,0
2015-05-22,165000,23000,5000,0,183000,44862658,925000,0,0,0,925000,155827,0
2015-05-25,183000,5000,7000,0,181000,44862658,925000,0,0,0,925000,155581,0
2015-05-26,181000,10000,32000,0,159000,44862658,925000,0,0,0,925000,153687,0
2015-05-27,159000,11000,23000,1000,146000,44862658,925000,0,0,0,925000,158663,0
2015-05-28,146000,9000,7000,0,148000,44862658,925000,8000,0,0,933000,165975,0
2015-05-29,148000,27000,8000,0,167000,44862658,933000,14000,0,0,947000,166154,0
2015-06-01,167000,2000,3000,0,166000,44862658,947000,0,0,0,947000,166498,0
2015-06-02,166000,0,2000,0,164000,44862658,947000,0,92000,0,855000,164098,0
2015-06-03,164000,0,3000,0,161000,44862658,855000,0,0,0,855000,163276,0
2015-06-04,161000,5000,34000,0,132000,44862658,855000,0,0,0,855000,165218,0
2015-06-05,132000,0,15000,0,117000,44862658,855000,0,0,0,855000,166838,0
2015-06-08,117000,0,3000,0,114000,44862658,855000,0,0,0,855000,165771,0
2015-06-09,114000,60000,60000,0,114000,44862658,855000,0,0,0,855000,177373,0
2015-06-10,114000,6000,54000,0,66000,44862658,855000,0,0,0,855000,181766,0
2015-06-11,66000,0,3000,0,63000,44862658,855000,0,7000,0,848000,184110,0
2015-06-12,63000,0,0,0,63000,44862658,848000,0,0,0,848000,184447,0
2015-06-15,63000,4000,0,0,67000,44862658,848000,0,0,0,848000,185312,0
2015-06-16,67000,7000,2000,0,72000,44862658,848000,0,0,0,848000,185838,0
2015-06-17,72000,3000,2000,0,73000,44862658,848000,10000,0,0,858000,187844,0
2015-06-18,73000,15000,0,0,88000,44862658,858000,0,0,0,858000,188480,0
2015-06-22,88000,8000,15000,0,81000,44862658,858000,0,0,0,858000,188593,0
2015-06-23,81000,3000,3000,0,81000,44862658,858000,0,0,0,858000,181356,0
2015-06-24,81000,6000,1000,0,86000,44862658,858000,0,0,0,858000,178312,0
2015-06-25,86000,10000,5000,0,91000,44862658,858000,0,0,0,858000,181725,0
2015-06-26,91000,0,5000,0,86000,44862658,858000,5000,0,0,863000,183078,0
2015-06-29,86000,0,11000,0,75000,44862658,863000,0,0,0,863000,183036,0
2015-06-30,75000,14000,2000,0,87000,44862658,863000,0,0,0,863000,174585,0
