date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,4000,0,0,0,4000,45619986,0,0,0,0,0,82159,0
2015-01-06,4000,0,0,0,4000,45619986,0,0,0,0,0,83437,0
2015-01-07,4000,0,0,0,4000,45619986,0,0,0,0,0,84424,0
2015-01-08,4000,1000,0,0,5000,45619986,0,0,0,0,0,86972,0
2015-01-09,5000,1000,0,0,6000,45619986,0,0,0,0,0,88697,0
2015-01-12,6000,0,1000,0,5000,45619986,0,0,0,0,0,88631,0
2015-01-13,5000,0,1000,0,4000,45619986,0,0,0,0,0,89424,0
2015-01-14,4000,0,0,0,4000,45619986,0,0,0,0,0,90398,0
2015-01-15,4000,0,0,0,4000,45619986,0,0,0,0,0,91981,0
2015-01-16,4000,2000,0,0,6000,45619986,0,0,0,0,0,92623,0
2015-01-19,6000,0,0,0,6000,45619986,0,0,0,0,0,93788,0
2015-01-20,6000,0,0,2000,4000,45619986,0,0,0,0,0,94057,0
2015-01-21,4000,0,0,0,4000,45619986,0,0,0,0,0,94402,0
2015-01-22,4000,0,0,0,4000,45619986,0,0,0,0,0,95402,0
2015-01-23,4000,0,0,0,4000,45619986,0,0,0,0,0,95516,0
2015-01-26,4000,0,0,0,4000,45619986,0,0,0,0,0,95624,0
2015-01-27,4000,0,0,0,4000,45619986,0,0,0,0,0,95840,0
2015-01-28,4000,0,1000,0,3000,45619986,0,0,0,0,0,95953,0
2015-01-29,3000,0,0,0,3000,45619986,0,0,0,0,0,93372,0
2015-01-30,3000,0,0,0,3000,45619986,0,0,0,0,0,90129,0
2015-02-02,3000,0,0,0,3000,45619986,0,0,0,0,0,85422,0
2015-02-03,3000,0,0,0,3000,45619986,0,0,0,0,0,77431,0
2015-02-04,3000,2000,0,0,5000,45619986,0,0,0,0,0,65431,0
2015-02-05,5000,1000,0,0,6000,45619986,0,0,0,0,0,56953,0
2015-02-06,6000,0,1000,0,5000,45619986,0,0,0,0,0,47591,0
2015-02-09,5000,0,0,0,5000,45619986,0,0,0,0,0,40974,0
2015-02-10,5000,0,0,0,5000,45619986,0,0,0,0,0,35640,0
2015-02-11,5000,0,0,0,5000,45619986,0,0,0,0,0,31618,0
2015-02-12,5000,0,0,0,5000,45619986,0,0,0,0,0,28291,0
2015-02-13,5000,0,0,0,5000,45619986,0,0,0,0,0,24924,0
2015-02-24,5000,0,0,0,5000,45619986,0,0,0,0,0,22158,0
2015-02-25,5000,0,0,0,5000,45619986,0,0,0,0,0,20502,0
2015-02-26,5000,0,0,0,5000,45619986,0,0,0,0,0,19424,0
2015-03-02,5000,0,0,0,5000,45619986,0,0,0,0,0,16783,0
2015-03-03,5000,0,0,0,5000,45619986,0,0,0,0,0,15439,0
2015-03-04,5000,0,1000,0,4000,45619986,0,0,0,0,0,15311,0
2015-03-05,4000,0,0,0,4000,45619986,0,0,0,0,0,14831,0
2015-03-06,4000,0,0,0,4000,45619986,0,0,0,0,0,13267,0
2015-03-09,4000,0,0,0,4000,45619986,0,0,0,0,0,11777,0
2015-03-10,4000,0,0,0,4000,45619986,0,0,0,0,0,11449,0
2015-03-11,4000,0,0,0,4000,45619986,0,0,0,0,0,9244,0
2015-03-12,4000,0,0,0,4000,45619986,0,0,0,0,0,9022,0
2015-03-13,4000,0,0,0,4000,45619986,0,0,0,0,0,8695,0
2015-03-16,4000,1000,1000,0,4000,45619986,0,0,0,0,0,8622,0
2015-03-17,4000,2000,3000,0,3000,45619986,0,0,0,0,0,10065,0
2015-03-18,3000,0,2000,0,1000,45619986,0,0,0,0,0,10691,0
2015-03-19,1000,0,1000,0,0,45619986,0,0,0,0,0,10946,0
2015-03-20,0,0,0,0,0,45619986,0,0,0,0,0,11195,0
2015-03-23,0,0,0,0,0,45619986,0,0,0,0,0,11777,0
2015-03-24,0,0,0,0,0,45619986,0,0,0,0,0,15264,0
2015-03-25,0,0,0,0,0,45619986,0,0,0,0,0,18750,0
2015-03-26,0,0,0,0,0,45619986,0,0,0,0,0,23137,0
2015-03-27,0,0,0,0,0,45619986,0,0,0,0,0,25676,0
2015-03-30,0,0,0,0,0,45619986,0,0,0,0,0,28198,0
2015-03-31,0,0,0,0,0,45619986,0,0,0,0,0,34490,0
2015-04-01,0,0,0,0,0,45619986,0,0,0,0,0,38250,0
2015-04-02,0,0,0,0,0,45619986,0,0,0,0,0,41600,0
2015-04-07,0,0,0,0,0,45619986,0,0,0,0,0,44046,0
2015-04-08,0,0,0,0,0,45619986,0,0,0,0,0,44066,0
2015-04-09,0,0,0,0,0,45619986,0,0,0,0,0,47292,0
2015-04-10,0,0,0,0,0,45619986,0,0,0,0,0,47299,0
2015-04-13,0,0,0,0,0,45619986,0,0,0,0,0,50652,0
2015-04-14,0,0,0,0,0,45619986,0,0,0,0,0,50660,0
2015-04-15,0,0,0,0,0,45619986,0,0,0,0,0,50794,0
2015-04-16,0,0,0,0,0,45619986,0,0,0,0,0,50534,0
2015-04-17,0,0,0,0,0,45619986,0,0,0,0,0,50414,0
2015-04-20,0,0,0,0,0,45619986,0,0,0,0,0,50101,0
