date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,61000,0,0,0,61000,38324417,102000,0,0,0,102000,86190,0
2015-01-06,61000,2000,0,0,63000,38324417,102000,0,0,0,102000,87082,0
2015-01-07,63000,0,2000,0,61000,38324417,102000,0,0,0,102000,86131,0
2015-01-08,61000,0,0,0,61000,38324417,102000,0,0,0,102000,86355,0
2015-01-09,61000,0,0,0,61000,38324417,102000,0,0,0,102000,86376,0
2015-01-12,61000,0,20000,0,41000,38324417,102000,0,0,0,102000,84669,0
2015-01-13,41000,0,0,0,41000,38324417,102000,0,0,0,102000,85592,0
2015-01-14,41000,0,0,0,41000,38324417,102000,0,0,0,102000,86393,0
2015-01-15,41000,0,0,0,41000,38324417,102000,0,0,0,102000,85505,0
2015-01-16,41000,0,0,0,41000,38324417,102000,0,0,0,102000,85040,0
2015-01-19,41000,0,0,0,41000,38324417,102000,1000,0,0,103000,84414,0
2015-01-20,41000,0,0,0,41000,38324417,103000,0,0,0,103000,80428,0
2015-01-21,41000,0,0,0,41000,38324417,103000,1000,0,0,104000,80156,0
2015-01-22,41000,0,0,0,41000,38324417,104000,0,0,0,104000,78294,0
2015-01-23,41000,0,0,0,41000,38324417,104000,0,0,0,104000,66801,0
2015-01-26,41000,0,0,0,41000,38324417,104000,0,0,0,104000,65403,0
2015-01-27,41000,0,0,0,41000,38324417,104000,0,0,0,104000,64336,0
2015-01-28,41000,0,0,0,41000,38324417,104000,0,0,0,104000,63172,0
2015-01-29,41000,0,0,0,41000,38324417,104000,0,0,0,104000,59518,0
2015-01-30,41000,0,0,0,41000,38324417,104000,0,0,0,104000,58585,0
2015-02-02,41000,3000,0,0,44000,38324417,104000,0,0,0,104000,56319,0
2015-02-03,44000,0,0,0,44000,38324417,104000,0,0,0,104000,52762,0
2015-02-04,44000,0,0,0,44000,38324417,104000,0,0,0,104000,46871,0
2015-02-05,44000,0,0,0,44000,38324417,104000,0,0,0,104000,46555,0
2015-02-06,44000,0,21000,0,23000,38324417,104000,0,0,0,104000,41462,0
2015-02-09,23000,1000,0,0,24000,38324417,104000,0,0,0,104000,40727,0
2015-02-10,24000,0,12000,0,12000,38324417,104000,0,0,0,104000,39295,0
2015-02-11,12000,0,5000,0,7000,38324417,104000,0,0,0,104000,38745,0
2015-02-12,7000,0,0,0,7000,38324417,104000,0,0,0,104000,38879,0
2015-02-13,7000,0,6000,0,1000,38324417,104000,0,0,0,104000,39040,0
2015-02-24,1000,0,0,0,1000,38324417,104000,0,0,0,104000,38875,0
2015-02-25,1000,0,0,0,1000,38324417,104000,0,0,0,104000,37964,0
2015-02-26,1000,0,0,0,1000,38324417,104000,0,0,0,104000,38171,0
2015-03-02,1000,0,0,0,1000,38324417,104000,0,0,0,104000,36329,0
2015-03-03,1000,1000,0,0,2000,38324417,104000,0,0,0,104000,35253,0
2015-03-04,2000,0,0,0,2000,38324417,104000,0,0,0,104000,34442,0
2015-03-05,2000,0,0,0,2000,38324417,104000,0,0,0,104000,33915,0
2015-03-06,2000,0,1000,0,1000,38324417,104000,0,0,0,104000,33487,0
2015-03-09,1000,0,0,0,1000,38324417,104000,0,0,0,104000,33968,0
2015-03-10,1000,0,0,0,1000,38324417,104000,0,0,0,104000,33814,0
2015-03-11,1000,0,0,0,1000,38324417,104000,0,0,0,104000,33326,0
2015-03-12,1000,0,0,0,1000,38324417,104000,0,0,0,104000,33428,0
2015-03-13,1000,28000,0,0,29000,38324417,104000,0,0,0,104000,35155,0
2015-03-16,28000,11000,7000,0,32000,38324417,104000,0,0,0,104000,48077,0
2015-03-17,32000,0,13000,0,19000,38324417,104000,0,0,0,104000,50485,0
2015-03-18,19000,0,3000,0,16000,38324417,104000,0,0,0,104000,49820,0
2015-03-19,16000,0,2000,0,14000,38324417,104000,0,0,0,104000,52479,0
2015-03-20,14000,0,10000,0,4000,38324417,104000,0,0,0,104000,53695,0
2015-03-23,4000,0,0,0,4000,38324417,104000,0,0,0,104000,55144,0
2015-03-24,4000,0,0,0,4000,38324417,104000,0,0,0,104000,55525,0
2015-03-25,4000,0,3000,0,1000,38324417,104000,0,0,0,104000,56055,0
2015-03-26,1000,0,0,0,1000,38324417,104000,0,0,0,104000,56788,0
2015-03-27,1000,0,0,0,1000,38324417,104000,0,0,0,104000,57066,0
2015-03-30,1000,0,0,0,1000,38324417,104000,0,0,0,104000,58327,0
2015-03-31,1000,0,0,0,1000,38324417,104000,0,0,0,104000,58394,0
2015-04-01,1000,11000,0,0,12000,38324417,104000,0,0,0,104000,60380,0
2015-04-02,12000,3000,0,0,15000,38324417,104000,0,0,0,104000,64029,0
2015-04-07,15000,0,0,0,15000,38324417,104000,0,0,0,104000,63600,0
2015-04-08,15000,0,0,1000,14000,38324417,104000,0,0,0,104000,66922,0
2015-04-09,14000,15000,0,0,29000,38324417,104000,0,0,0,104000,93802,0
