date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2016-10-05,0,0,0,0,0,9252500,0,0,0,0,0,16449,0
2016-10-06,0,0,0,0,0,9252500,0,0,0,0,0,19092,0
2016-10-07,0,0,0,0,0,9252500,0,0,0,0,0,19765,0
2016-10-11,0,0,0,0,0,9252500,0,0,0,0,0,20532,0
2016-10-12,0,0,0,0,0,9252500,0,0,0,0,0,21878,0
2016-10-13,0,0,0,0,0,9252500,0,0,0,0,0,22418,0
2016-10-14,0,0,0,0,0,9252500,0,0,0,0,0,22678,0
2016-10-17,0,1000,0,0,1000,9252500,0,0,0,0,0,22891,0
2016-10-18,1000,0,1000,0,0,9252500,0,0,0,0,0,23171,0
2016-10-19,0,0,0,0,0,9252500,0,0,0,0,0,23371,0
2016-10-20,0,0,0,0,0,9252500,0,0,0,0,0,23784,0
2016-10-21,0,1000,0,0,1000,9252500,0,0,0,0,0,29126,0
2016-10-24,1000,0,1000,0,0,9252500,0,0,0,0,0,30433,0
2016-10-25,0,0,0,0,0,9252500,0,0,0,0,0,31421,0
2016-10-26,0,0,0,0,0,9252500,0,0,0,0,0,31787,0
2016-10-27,0,0,0,0,0,9252500,0,0,0,0,0,31754,0
2016-10-28,0,0,0,0,0,9252500,0,0,0,0,0,31642,0
2016-10-31,0,0,0,0,0,9252500,0,0,0,0,0,28108,0
2016-11-01,0,0,0,0,0,9252500,0,0,0,0,0,25947,0
2016-11-02,0,0,0,0,0,9252500,0,0,0,0,0,25355,0
2016-11-03,0,0,0,0,0,9252500,0,0,0,0,0,25248,0
2016-11-04,0,0,0,0,0,9252500,0,0,0,0,0,25008,0
2016-11-07,0,0,0,0,0,9252500,0,0,0,0,0,24514,0
2016-11-08,0,0,0,0,0,9252500,0,0,0,0,0,24041,0
2016-11-09,0,0,0,0,0,9252500,0,0,0,0,0,23514,0
2016-11-10,0,0,0,0,0,9252500,0,0,0,0,0,22981,0
2016-11-11,0,0,0,0,0,9252500,0,0,0,0,0,22928,0
2016-11-14,0,0,0,0,0,9252500,0,0,0,0,0,22514,0
2016-11-15,0,0,0,0,0,9252500,0,0,0,0,0,22128,0
2016-11-16,0,0,0,0,0,9252500,0,0,0,0,0,21914,0
2016-11-17,0,0,0,0,0,9252500,0,0,0,0,0,21299,0
