date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,1269000,82000,24000,0,1327000,81198416,15134000,63000,0,0,15197000,945566,0
2015-01-06,1327000,168000,72000,0,1423000,81198416,15197000,147000,25000,0,15319000,983881,0
2015-01-07,1423000,13000,197000,0,1239000,81198416,15319000,979000,67000,0,16231000,1017440,0
2015-01-08,1239000,183000,25000,0,1397000,81198416,16231000,350000,221000,0,16360000,1039744,0
2015-01-09,1397000,153000,19000,0,1531000,81198416,16360000,171000,71000,0,16460000,1027501,0
2015-01-12,1531000,251000,383000,51000,1348000,81198416,16460000,45000,44000,0,16461000,1058653,0
2015-01-13,1348000,140000,83000,0,1405000,81198416,16461000,890000,139000,0,17212000,1073844,0
2015-01-14,1405000,265000,99000,0,1571000,81198416,17212000,38000,0,0,17250000,1051553,0
2015-01-15,1571000,523000,105000,0,1989000,81198416,17250000,255000,56000,0,17449000,1102376,0
2015-01-16,1989000,145000,262000,1000,1871000,81198416,17449000,260000,20000,0,17689000,1117566,0
2015-01-19,1871000,15000,202000,5000,1679000,81198416,17689000,58000,0,0,17747000,1108503,0
2015-01-20,1679000,564000,66000,0,2177000,81198416,17747000,47000,413000,0,17381000,1125208,0
2015-01-21,2177000,68000,305000,0,1940000,81198416,17381000,173000,15000,0,17539000,1122608,0
2015-01-22,1940000,107000,82000,0,1965000,81198416,17539000,14000,24000,0,17529000,1073746,0
2015-01-23,1965000,471000,81000,1000,2354000,81198416,17529000,10000,0,0,17539000,1091314,0
2015-01-26,2354000,483000,403000,0,2434000,81198416,17539000,0,161000,0,17378000,1099301,0
2015-01-27,2434000,81000,406000,0,2109000,81198416,17378000,15000,89000,0,17304000,1104673,0
2015-01-28,2109000,7000,143000,0,1973000,81198416,17304000,2000,86000,0,17220000,1100191,0
2015-01-29,1973000,26000,196000,0,1803000,81198416,17220000,0,155000,0,17065000,1090641,0
2015-01-30,1803000,22000,72000,0,1753000,81198416,17065000,0,166000,0,16899000,1070008,0
2015-02-02,1753000,1328000,240000,0,2841000,81198416,16899000,16000,8000,0,16907000,1061430,0
2015-02-03,2841000,62000,36000,1000,2866000,81198416,16907000,382000,0,0,17289000,1055197,0
2015-02-04,2866000,224000,73000,0,3017000,81198416,17289000,43000,0,0,17332000,1081500,0
2015-02-05,3017000,21000,257000,0,2781000,81198416,17332000,30000,48000,0,17314000,1082543,0
2015-02-06,2781000,42000,36000,0,2787000,81198416,17314000,46000,0,0,17360000,1082993,0
2015-02-09,2787000,11000,55000,0,2743000,81198416,17360000,19000,0,0,17379000,1073129,0
2015-02-10,2743000,331000,83000,0,2991000,81198416,17379000,157000,0,0,17536000,1063577,0
2015-02-11,2991000,20000,312000,1000,2698000,81198416,17536000,151000,167000,0,17520000,1069424,0
