date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,763000,6000,26000,0,743000,342923311,26639000,271000,0,0,26910000,2324803,0
2015-01-06,743000,141000,90000,0,794000,342923311,26910000,90000,0,0,27000000,2209581,0
2015-01-07,794000,111000,10000,0,895000,342923311,27000000,0,0,0,27000000,2221342,0
2015-01-08,895000,7000,16000,0,886000,342923311,27000000,1000,0,0,27001000,2200594,0
2015-01-09,886000,28000,55000,0,859000,342923311,27001000,1044000,72000,0,27973000,2204331,0
2015-01-12,859000,393000,5000,0,1247000,342923311,27973000,1000,312000,0,27662000,2452223,0
2015-01-13,1247000,3183000,86000,0,4344000,342923311,27662000,301000,0,0,27963000,3035061,0
2015-01-14,4344000,343000,535000,10000,4142000,342923311,27963000,271000,160000,0,28074000,3455021,0
2015-01-15,4142000,391000,892000,1303000,2338000,342923311,28074000,51000,96000,0,28029000,3617536,0
2015-01-16,2338000,114000,700000,56000,1696000,342923311,28029000,84000,0,0,28113000,3824662,0
2015-01-19,1696000,104000,74000,12000,1714000,342923311,28113000,0,0,0,28113000,3955382,0
2015-01-20,1714000,36000,95000,0,1655000,342923311,28113000,0,685000,0,27428000,4041643,0
2015-01-21,1655000,53000,251000,50000,1407000,342923311,27428000,423000,0,0,27851000,4115874,0
2015-01-22,1407000,866000,4000,0,2269000,342923311,27851000,274000,0,0,28125000,4382856,0
2015-01-23,2269000,497000,291000,0,2475000,342923311,28125000,214000,0,0,28339000,4689724,0
2015-01-26,2475000,45000,182000,0,2338000,342923311,28339000,64000,0,0,28403000,4766406,0
2015-01-27,2338000,58000,263000,15000,2118000,342923311,28403000,0,70000,0,28333000,4817569,0
