date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,225000,1000,0,0,226000,15688307,145000,0,0,0,145000,28024,0
2015-01-06,226000,0,0,0,226000,15688307,145000,0,0,0,145000,29185,0
2015-01-07,226000,2000,0,0,228000,15688307,145000,0,0,0,145000,29925,0
2015-01-08,228000,0,0,0,228000,15688307,145000,0,0,0,145000,30515,0
2015-01-09,228000,0,0,0,228000,15688307,145000,0,0,0,145000,31015,0
2015-01-12,228000,0,4000,2000,222000,15688307,145000,0,0,0,145000,31283,0
2015-01-13,222000,0,0,1000,221000,15688307,145000,0,0,0,145000,32036,0
2015-01-14,221000,0,0,0,221000,15688307,145000,0,0,0,145000,32241,0
2015-01-15,221000,0,0,0,221000,15688307,145000,0,0,0,145000,31696,0
2015-01-16,221000,0,1000,0,220000,15688307,145000,0,0,0,145000,31695,0
2015-01-19,220000,0,0,0,220000,15688307,145000,0,0,0,145000,31802,0
2015-01-20,220000,0,0,0,220000,15688307,145000,0,0,0,145000,31810,0
2015-01-21,220000,0,0,0,220000,15688307,145000,0,0,0,145000,31143,0
2015-01-22,220000,0,0,0,220000,15688307,145000,0,0,0,145000,30943,0
2015-01-23,220000,0,0,0,220000,15688307,145000,0,145000,0,0,30830,0
2015-01-26,220000,0,0,0,220000,15688307,0,0,0,0,0,31181,0
2015-01-27,220000,7000,0,0,227000,15688307,0,0,0,0,0,31647,0
2015-01-28,227000,3000,4000,0,226000,15688307,0,0,0,0,0,39435,0
2015-01-29,226000,4000,10000,0,220000,15688307,0,0,0,0,0,43661,0
2015-01-30,220000,0,4000,0,216000,15688307,0,0,0,0,0,40381,0
2015-02-02,216000,0,0,0,216000,15688307,0,0,0,0,0,40554,0
2015-02-03,216000,0,1000,0,215000,15688307,0,0,0,0,0,40134,0
2015-02-04,215000,0,1000,0,214000,15688307,0,0,0,0,0,39947,0
2015-02-05,214000,0,0,0,214000,15688307,0,0,0,0,0,40539,0
2015-02-06,214000,0,0,0,214000,15688307,0,0,0,0,0,40406,0
2015-02-09,214000,0,20000,0,194000,15688307,0,0,0,0,0,40460,0
2015-02-10,194000,10000,0,0,204000,15688307,0,0,0,0,0,40474,0
2015-02-11,204000,0,9000,0,195000,15688307,0,0,0,0,0,39814,0
2015-02-12,195000,0,0,0,195000,15688307,0,0,0,0,0,39587,0
2015-02-13,195000,0,0,0,195000,15688307,0,0,0,0,0,37387,0
2015-02-24,195000,0,0,0,195000,15688307,0,0,0,0,0,36340,0
2015-02-25,195000,0,0,0,195000,15688307,0,0,0,0,0,35832,0
2015-02-26,195000,0,127000,0,68000,15688307,0,0,0,0,0,36919,0
2015-03-02,68000,0,30000,0,38000,15688307,0,0,0,0,0,36659,0
2015-03-03,38000,0,0,0,38000,15688307,0,0,0,0,0,36305,0
2015-03-04,38000,0,0,0,38000,15688307,0,0,0,0,0,36698,0
2015-03-05,38000,0,0,0,38000,15688307,0,0,0,0,0,36651,0
2015-03-06,38000,0,0,0,38000,15688307,0,0,0,0,0,38038,0
2015-03-09,38000,0,5000,0,33000,15688307,0,0,0,0,0,38238,0
2015-03-10,33000,0,10000,0,23000,15688307,0,0,0,0,0,39912,0
2015-03-11,23000,0,0,0,23000,15688307,0,0,0,0,0,40099,0
2015-03-12,23000,0,0,0,23000,15688307,0,0,0,0,0,40164,0
2015-03-13,23000,7000,0,0,30000,15688307,0,0,0,0,0,49476,0
2015-03-16,30000,1000,7000,0,24000,15688307,0,0,0,0,0,58801,0
2015-03-17,24000,0,0,0,24000,15688307,0,0,0,0,0,61074,0
2015-03-18,24000,4000,0,1000,27000,15688307,0,0,0,0,0,69728,0
2015-03-19,27000,0,2000,0,25000,15688307,0,0,0,0,0,72125,0
2015-03-20,25000,8000,11000,0,22000,15688307,0,0,0,0,0,65645,0
2015-03-23,22000,1000,0,0,23000,15688307,0,0,0,0,0,62118,0
