date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,3077000,39000,77000,0,3039000,37831900,3760000,0,0,0,3760000,258026,0
2015-01-06,3039000,102000,64000,0,3077000,37831900,3760000,10000,0,0,3770000,259559,0
2015-01-07,3077000,179000,373000,1000,2882000,37831900,3770000,0,13000,0,3757000,279885,0
2015-01-08,2882000,18000,43000,0,2857000,37831900,3757000,0,0,0,3757000,286523,0
2015-01-09,2857000,45000,98000,1000,2803000,37831900,3757000,21000,135000,0,3643000,291185,0
2015-01-12,2803000,48000,88000,0,2763000,37831900,3643000,0,0,0,3643000,307949,0
2015-01-13,2763000,58000,50000,0,2771000,37831900,3643000,0,79000,0,3564000,308595,0
2015-01-14,2771000,59000,84000,0,2746000,37831900,3564000,0,0,0,3564000,310733,0
2015-01-15,2746000,55000,11000,0,2790000,37831900,3564000,0,0,0,3564000,302943,0
2015-01-16,2790000,195000,58000,0,2927000,37831900,3564000,34000,0,0,3598000,304113,0
2015-01-19,2927000,40000,71000,0,2896000,37831900,3598000,46000,0,0,3644000,308050,0
2015-01-20,2896000,88000,125000,0,2859000,37831900,3644000,10000,0,0,3654000,312842,0
2015-01-21,2859000,46000,23000,0,2882000,37831900,3654000,4000,0,0,3658000,302883,0
2015-01-22,2882000,62000,21000,0,2923000,37831900,3658000,34000,0,0,3692000,294859,0
2015-01-23,2923000,23000,33000,0,2913000,37831900,3692000,45000,0,0,3737000,295408,0
2015-01-26,2913000,10000,8000,0,2915000,37831900,3737000,0,0,0,3737000,260252,0
2015-01-27,2915000,4000,32000,1000,2886000,37831900,3737000,24000,0,0,3761000,242122,0
2015-01-28,2886000,55000,13000,0,2928000,37831900,3761000,22000,0,0,3783000,229942,0
2015-01-29,2928000,9000,13000,0,2924000,37831900,3783000,0,0,0,3783000,222074,0
2015-01-30,2924000,142000,51000,0,3015000,37831900,3783000,16000,0,0,3799000,225275,0
2015-02-02,3015000,29000,74000,0,2970000,37831900,3799000,0,0,0,3799000,217291,0
2015-02-03,2970000,21000,26000,0,2965000,37831900,3799000,0,26000,0,3773000,217367,0
2015-02-04,2965000,19000,19000,0,2965000,37831900,3773000,25000,0,0,3798000,216104,0
2015-02-05,2965000,25000,3000,0,2987000,37831900,3798000,4000,0,0,3802000,211902,0
2015-02-06,2987000,34000,22000,1000,2998000,37831900,3802000,8000,0,0,3810000,208836,0
2015-02-09,2998000,67000,65000,0,3000000,37831900,3810000,11000,0,0,3821000,203520,0
2015-02-10,3000000,111000,146000,0,2965000,37831900,3821000,1000,0,0,3822000,196267,0
2015-02-11,2965000,10000,98000,0,2877000,37831900,3822000,23000,0,0,3845000,190051,0
2015-02-12,2877000,27000,88000,0,2816000,37831900,3845000,5000,45000,0,3805000,188742,0
2015-02-13,2816000,93000,104000,0,2805000,37831900,3805000,5000,83000,0,3727000,191723,0
2015-02-24,2805000,58000,21000,0,2842000,37831900,3727000,8000,0,0,3735000,187511,0
2015-02-25,2842000,22000,39000,0,2825000,37831900,3735000,22000,0,0,3757000,180528,0
2015-02-26,2825000,26000,18000,0,2833000,37831900,3757000,34000,0,0,3791000,159052,0
2015-03-02,2833000,10000,7000,1000,2835000,37831900,3791000,14000,0,0,3805000,149821,0
2015-03-03,2835000,4000,15000,1000,2823000,37831900,3805000,0,9000,0,3796000,144497,0
2015-03-04,2823000,44000,13000,0,2854000,37831900,3796000,96000,0,0,3892000,129654,0
2015-03-05,2854000,17000,24000,0,2847000,37831900,3892000,26000,0,0,3918000,127041,0
2015-03-06,2847000,25000,29000,0,2843000,37831900,3918000,12000,7000,0,3923000,126391,0
2015-03-09,2843000,11000,10000,0,2844000,37831900,3923000,0,0,0,3923000,125550,0
2015-03-10,2844000,18000,42000,0,2820000,37831900,3923000,0,0,0,3923000,121958,0
2015-03-11,2820000,41000,42000,0,2819000,37831900,3923000,109000,0,0,4032000,119852,0
2015-03-12,2819000,3000,6000,0,2816000,37831900,4032000,5000,0,0,4037000,113370,0
2015-03-13,2816000,10000,8000,0,2818000,37831900,4037000,0,0,0,4037000,109561,0
2015-03-16,2818000,29000,67000,0,2780000,37831900,4037000,0,0,0,4037000,105878,0
2015-03-17,2780000,2000,20000,0,2762000,37831900,4037000,10000,0,0,4047000,102253,0
2015-03-18,2762000,0,17000,5000,2740000,37831900,4047000,30000,30000,0,4047000,101417,0
2015-03-19,2740000,57000,141000,0,2656000,37831900,4047000,44000,0,0,4091000,102533,0
2015-03-20,2656000,10000,10000,0,2656000,37831900,4091000,3000,0,0,4094000,102832,0
2015-03-23,2656000,49000,154000,0,2551000,37831900,4094000,5000,24000,0,4075000,104162,0
2015-03-24,2551000,52000,68000,0,2535000,37831900,4075000,0,0,0,4075000,98698,0
2015-03-25,2535000,319000,25000,4000,2825000,37831900,4075000,1000,2000,0,4074000,101040,0
2015-03-26,2825000,797000,365000,0,3257000,37831900,4074000,0,1000,0,4073000,115178,0
2015-03-27,3257000,166000,378000,0,3045000,37831900,4073000,0,0,0,4073000,120151,0
2015-03-30,3045000,334000,426000,0,2953000,37831900,4073000,0,0,0,4073000,128215,0
2015-03-31,2953000,113000,258000,0,2808000,37831900,4073000,1000,0,0,4074000,131541,0
2015-04-01,2808000,127000,219000,0,2716000,37831900,4074000,9000,13000,0,4070000,133082,0
2015-04-02,2716000,12000,403000,0,2325000,37831900,4070000,24000,0,0,4094000,133561,0
2015-04-07,2325000,15000,496000,0,1844000,37831900,4094000,0,0,0,4094000,135114,0
2015-04-08,1844000,30000,423000,2000,1449000,37831900,4094000,0,0,0,4094000,135854,0
2015-04-09,1449000,7000,639000,0,817000,37831900,4094000,0,0,0,4094000,135680,0
2015-04-10,817000,0,813000,4000,0,37831900,4094000,35000,0,0,4129000,139519,0
2015-04-13,0,0,0,0,0,37831900,4129000,0,0,0,4129000,138608,0
2015-04-14,0,0,0,0,0,37831900,4129000,0,0,0,4129000,138228,0
2015-04-15,0,0,0,0,0,37831900,4129000,52000,0,0,4181000,138956,0
2015-04-16,0,418000,0,0,418000,37831900,4181000,102000,0,0,4283000,147320,0
2015-04-17,418000,775000,39000,0,1154000,37831900,4283000,33000,0,0,4316000,154256,0
2015-04-20,1154000,254000,84000,0,1324000,37831900,4316000,93000,0,0,4409000,164021,0
2015-04-21,1324000,234000,104000,0,1454000,37831900,4409000,72000,6000,0,4475000,165237,0
2015-04-22,1454000,156000,267000,0,1343000,37831900,4475000,63000,0,0,4538000,168558,0
2015-04-23,1343000,106000,109000,0,1340000,37831900,4538000,4000,0,0,4542000,169333,0
2015-04-24,1340000,140000,128000,0,1352000,37831900,4542000,39000,0,0,4581000,169935,0
2015-04-27,1352000,71000,92000,0,1331000,37831900,4581000,44000,0,0,4625000,172256,0
2015-04-28,1331000,289000,13000,0,1607000,37831900,4625000,36000,0,0,4661000,175508,0
2015-04-29,1607000,430000,422000,0,1615000,37831900,4661000,136000,0,0,4797000,181360,0
2015-04-30,1615000,139000,43000,0,1711000,37831900,4797000,117000,0,0,4914000,182651,0
2015-05-04,1711000,118000,85000,0,1744000,37831900,4914000,58000,0,0,4972000,184960,0
2015-05-05,1744000,529000,355000,0,1918000,37831900,4972000,40000,0,0,5012000,195464,0
2015-05-06,1918000,347000,276000,0,1989000,37831900,5012000,30000,0,0,5042000,200055,0
2015-05-07,1989000,97000,34000,0,2052000,37831900,5042000,22000,0,0,5064000,199644,0
2015-05-08,2052000,994000,195000,0,2851000,37831900,5064000,3000,0,0,5067000,216776,0
