date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,43000,0,0,0,43000,31763750,352000,0,0,0,352000,110991,0
2015-01-06,43000,0,0,0,43000,31763750,352000,0,0,0,352000,111021,0
2015-01-07,43000,0,5000,0,38000,31763750,352000,0,0,0,352000,113599,0
2015-01-08,38000,2000,0,0,40000,31763750,352000,0,0,0,352000,118722,0
2015-01-09,40000,5000,6000,0,39000,31763750,352000,0,0,0,352000,129557,0
2015-01-12,39000,4000,0,0,43000,31763750,352000,0,0,0,352000,131624,0
2015-01-13,43000,0,4000,0,39000,31763750,352000,0,0,0,352000,130743,0
2015-01-14,39000,0,1000,0,38000,31763750,352000,0,0,0,352000,130463,0
2015-01-15,38000,1000,2000,0,37000,31763750,352000,0,0,0,352000,127263,0
2015-01-16,37000,6000,1000,0,42000,31763750,352000,0,0,0,352000,127146,0
2015-01-19,42000,0,0,0,42000,31763750,352000,0,0,0,352000,125837,0
2015-01-20,42000,0,3000,0,39000,31763750,352000,0,0,0,352000,123556,0
2015-01-21,39000,0,0,0,39000,31763750,352000,0,0,0,352000,121704,0
2015-01-22,39000,0,2000,0,37000,31763750,352000,1000,0,0,353000,122210,0
2015-01-23,37000,0,0,0,37000,31763750,353000,20000,0,0,373000,122547,0
2015-01-26,37000,0,0,0,37000,31763750,373000,0,0,0,373000,121519,0
2015-01-27,37000,0,0,0,37000,31763750,373000,7000,0,0,380000,121739,0
2015-01-28,37000,0,0,0,37000,31763750,380000,0,0,0,380000,120209,0
2015-01-29,37000,0,2000,0,35000,31763750,380000,0,0,0,380000,117743,0
2015-01-30,35000,0,0,0,35000,31763750,380000,0,0,0,380000,115695,0
2015-02-02,35000,0,0,0,35000,31763750,380000,0,0,0,380000,117615,0
