date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2019-12-02,0,0,0,0,0,19000106,0,0,0,0,0,60539,0
2019-12-03,0,0,0,0,0,19000106,0,0,0,0,0,64656,0
2019-12-04,0,0,0,0,0,19000106,0,0,0,0,0,64912,0
2019-12-05,0,0,0,0,0,19000106,0,1000,0,0,1000,64771,0
2019-12-06,0,0,0,0,0,19000106,1000,0,0,0,1000,60674,0
2019-12-09,0,0,0,0,0,19000106,1000,1000,0,0,2000,58572,0
2019-12-10,0,0,0,0,0,19000106,2000,0,0,0,2000,57998,0
2019-12-11,0,0,0,0,0,19000106,2000,1000,0,0,3000,58932,0
2019-12-12,0,0,0,0,0,19000106,3000,0,0,0,3000,57705,0
2019-12-13,0,0,0,0,0,19000106,3000,23000,0,0,26000,58537,0
2019-12-16,0,0,0,0,0,19000106,26000,1000,0,0,27000,58161,0
2019-12-17,0,0,0,0,0,19000106,27000,0,0,0,27000,58150,0
2019-12-18,0,0,0,0,0,19000106,27000,0,0,0,27000,57500,0
2019-12-19,0,4000,0,0,4000,19000106,27000,0,0,0,27000,60985,0
2019-12-20,4000,0,0,0,4000,19000106,27000,3000,0,0,30000,59593,0
2019-12-23,4000,0,0,0,4000,19000106,30000,0,0,0,30000,55709,0
2019-12-24,4000,0,0,0,4000,19000106,30000,0,0,0,30000,63031,0
2019-12-25,4000,0,0,0,4000,19000106,30000,0,0,0,30000,68787,0
2019-12-26,4000,0,0,0,4000,19000106,30000,2000,0,0,32000,77719,0
2019-12-27,4000,0,0,0,4000,19000106,32000,4000,0,0,36000,90661,0
2019-12-30,4000,0,0,0,4000,19000106,36000,0,0,0,36000,94117,0
2019-12-31,4000,0,0,0,4000,19000106,36000,0,0,0,36000,95734,0
2020-01-02,4000,0,0,0,4000,19000106,36000,0,0,0,36000,96647,0
2020-01-03,4000,0,0,0,4000,19000106,36000,0,0,0,36000,100344,0
2020-01-06,4000,0,0,0,4000,19000106,36000,0,0,0,36000,120019,0
2020-01-07,4000,0,0,0,4000,19000106,36000,3000,0,0,39000,128832,0
2020-01-08,4000,0,0,0,4000,19000106,39000,0,0,0,39000,131294,0
2020-01-09,4000,0,0,0,4000,19000106,39000,0,0,0,39000,134245,0
2020-01-10,4000,0,0,0,4000,19000106,39000,0,0,0,39000,138422,0
2020-01-13,4000,0,0,0,4000,19000106,39000,0,0,0,39000,139521,0
2020-01-14,4000,0,0,0,4000,19000106,39000,0,1000,0,38000,141342,0
2020-01-15,4000,0,0,0,4000,19000106,38000,0,28000,0,10000,138131,0
2020-01-16,4000,0,0,0,4000,19000106,10000,0,0,0,10000,139531,0
2020-01-17,4000,0,0,0,4000,19000106,10000,0,0,0,10000,139938,0
2020-01-20,4000,0,0,0,4000,19000106,10000,0,0,0,10000,139802,0
2020-01-30,4000,0,4000,0,0,19000106,10000,0,0,0,10000,148372,0
2020-01-31,0,0,0,0,0,19000106,10000,0,0,0,10000,151675,0
2020-02-03,0,0,0,0,0,19000106,10000,0,0,0,10000,153141,0
2020-02-04,0,0,0,0,0,19000106,10000,0,0,0,10000,154074,0
2020-02-05,0,0,0,0,0,19000106,10000,0,0,0,10000,154703,0
2020-02-06,0,0,0,0,0,19000106,10000,0,0,0,10000,155223,0
2020-02-07,0,0,0,0,0,19000106,10000,2000,0,0,12000,156024,0
2020-02-10,0,0,0,0,0,19000106,12000,0,0,0,12000,158284,0
2020-02-11,0,0,0,0,0,19000106,12000,0,0,0,12000,156460,0
2020-02-12,0,0,0,0,0,19000106,12000,0,0,0,12000,156405,0
2020-02-13,0,0,0,0,0,19000106,12000,0,2000,0,10000,156948,0
2020-02-14,0,0,0,0,0,19000106,10000,0,0,0,10000,146561,0
2020-02-17,0,0,0,0,0,19000106,10000,0,0,0,10000,136218,0
2020-02-18,0,0,0,0,0,19000106,10000,0,0,0,10000,125036,0
2020-02-19,0,0,0,0,0,19000106,10000,0,0,0,10000,111449,0
2020-02-20,0,0,0,0,0,19000106,10000,0,0,0,10000,107604,0
2020-02-21,0,0,0,0,0,19000106,10000,2000,0,0,12000,105868,0
2020-02-24,0,0,0,0,0,19000106,12000,0,0,0,12000,103834,0
2020-02-25,0,0,0,0,0,19000106,12000,0,2000,0,10000,101331,0
2020-02-26,0,0,0,0,0,19000106,10000,0,0,0,10000,83147,0
2020-02-27,0,0,0,0,0,19000106,10000,0,0,0,10000,76095,0
2020-03-02,0,5000,0,0,5000,19000106,10000,0,0,0,10000,75917,0
2020-03-03,5000,0,0,0,5000,19000106,10000,1000,0,0,11000,73802,0
2020-03-04,5000,0,0,0,5000,19000106,11000,6000,0,0,17000,69148,0
2020-03-05,5000,0,0,0,5000,19000106,17000,0,0,0,17000,67525,0
2020-03-06,5000,0,0,0,5000,19000106,17000,0,0,0,17000,65391,0
2020-03-09,5000,0,0,0,5000,19000106,17000,9000,0,0,26000,66175,0
2020-03-10,5000,0,5000,0,0,19000106,26000,13000,0,0,39000,67764,0
2020-03-11,0,0,0,0,0,19000106,39000,0,0,0,39000,68469,0
2020-03-12,0,9000,0,0,9000,19000106,39000,29000,0,0,68000,71849,0
2020-03-13,9000,3000,0,0,12000,19000106,68000,1000,0,0,69000,68228,0
2020-03-16,12000,0,12000,0,0,19000106,69000,0,0,0,69000,67444,0
2020-03-17,0,0,0,0,0,19000106,69000,0,0,0,69000,65835,0
2020-03-18,0,0,0,0,0,19000106,69000,1000,0,0,70000,22078,0
2020-03-19,0,0,0,0,0,19000106,70000,2000,0,0,72000,23985,0
2020-03-20,0,1000,0,0,1000,19000106,72000,14000,0,0,86000,24440,0
2020-03-23,1000,2000,0,0,3000,19000106,86000,0,0,0,86000,24620,0
2020-03-24,3000,0,0,0,3000,19000106,86000,0,0,0,86000,24245,0
2020-03-25,3000,0,3000,0,0,19000106,86000,0,0,0,86000,25256,0
2020-03-26,0,0,0,0,0,19000106,86000,0,0,0,86000,26169,0
2020-03-27,0,0,0,0,0,19000106,86000,0,0,0,86000,26990,0
2020-03-30,0,0,0,0,0,19000106,86000,0,0,0,86000,27305,0
2020-03-31,0,0,0,0,0,19000106,86000,0,0,0,86000,27166,0
2020-04-01,0,1000,0,0,1000,19000106,86000,6000,0,0,92000,27387,0
