date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,5000,0,0,0,5000,55000000,459000,0,0,0,459000,41644,0
2015-01-06,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40489,0
2015-01-07,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40211,0
2015-01-08,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40770,0
2015-01-09,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40509,0
2015-01-12,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40495,0
2015-01-13,5000,0,0,0,5000,55000000,459000,0,0,0,459000,40172,0
2015-01-14,5000,0,0,0,5000,55000000,459000,0,0,0,459000,39603,0
2015-01-15,5000,0,0,0,5000,55000000,459000,0,0,0,459000,39036,0
2015-01-16,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38962,0
2015-01-19,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38177,0
2015-01-20,5000,0,0,0,5000,55000000,459000,0,0,0,459000,37747,0
2015-01-21,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38032,0
2015-01-22,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38274,0
2015-01-23,5000,0,0,0,5000,55000000,459000,0,0,0,459000,39750,0
2015-01-26,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38993,0
2015-01-27,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38644,0
2015-01-28,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38763,0
2015-01-29,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38049,0
2015-01-30,5000,0,0,0,5000,55000000,459000,0,0,0,459000,37862,0
2015-02-02,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38329,0
2015-02-03,5000,0,0,0,5000,55000000,459000,0,0,0,459000,39032,0
2015-02-04,5000,0,0,0,5000,55000000,459000,0,0,0,459000,38573,0
2015-02-05,5000,0,0,0,5000,55000000,459000,0,0,0,459000,35340,0
2015-02-06,5000,0,0,0,5000,55000000,459000,0,0,0,459000,34715,0
2015-02-09,5000,0,0,0,5000,55000000,459000,0,0,0,459000,29809,0
2015-02-10,5000,0,0,0,5000,55000000,459000,0,0,0,459000,25468,0
2015-02-11,5000,0,0,0,5000,55000000,459000,0,0,0,459000,24884,0
2015-02-12,5000,0,0,0,5000,55000000,459000,0,0,0,459000,23914,0
2015-02-13,5000,0,0,0,5000,55000000,459000,0,0,0,459000,22834,0
2015-02-24,5000,0,0,0,5000,55000000,459000,0,0,0,459000,26353,0
2015-02-25,5000,0,0,0,5000,55000000,459000,0,0,0,459000,26311,0
2015-02-26,5000,0,0,0,5000,55000000,459000,0,0,0,459000,27484,0
2015-03-02,5000,0,0,0,5000,55000000,459000,0,0,0,459000,27513,0
2015-03-03,5000,2000,0,0,7000,55000000,459000,0,0,0,459000,29457,0
2015-03-04,7000,11000,0,0,18000,55000000,459000,0,0,0,459000,35264,0
2015-03-05,18000,0,4000,0,14000,55000000,459000,0,0,0,459000,37355,0
2015-03-06,14000,6000,8000,0,12000,55000000,459000,0,0,0,459000,39218,0
2015-03-09,12000,6000,1000,0,17000,55000000,459000,0,0,0,459000,40513,0
2015-03-10,17000,0,0,0,17000,55000000,459000,0,0,0,459000,41590,0
2015-03-11,17000,0,0,0,17000,55000000,459000,0,0,0,459000,42808,0
2015-03-12,17000,0,0,0,17000,55000000,459000,0,0,0,459000,42722,0
2015-03-13,17000,0,0,0,17000,55000000,459000,0,0,0,459000,48809,0
2015-03-16,17000,0,12000,0,5000,55000000,459000,0,0,0,459000,49094,0
2015-03-17,5000,0,0,0,5000,55000000,459000,0,0,0,459000,48560,0
2015-03-18,5000,0,0,0,5000,55000000,459000,0,0,0,459000,48851,0
2015-03-19,5000,0,0,0,5000,55000000,459000,0,0,0,459000,50168,0
2015-03-20,5000,0,0,0,5000,55000000,459000,0,0,0,459000,51824,0
2015-03-23,5000,0,2000,0,3000,55000000,459000,0,0,0,459000,52163,0
2015-03-24,3000,0,2000,0,1000,55000000,459000,0,0,0,459000,52823,0
2015-03-25,1000,0,0,1000,0,55000000,459000,0,0,0,459000,52969,0
2015-03-26,0,0,0,0,0,55000000,459000,0,0,0,459000,52268,0
2015-03-27,0,0,0,0,0,55000000,459000,0,0,0,459000,51833,0
2015-03-30,0,0,0,0,0,55000000,459000,0,0,0,459000,52471,0
2015-03-31,0,0,0,0,0,55000000,459000,0,0,0,459000,53753,0
2015-04-01,0,0,0,0,0,55000000,459000,0,0,0,459000,54623,0
2015-04-02,0,0,0,0,0,55000000,459000,0,0,0,459000,55441,0
2015-04-07,0,1000,0,0,1000,55000000,459000,0,0,0,459000,55569,0
2015-04-08,1000,0,0,0,1000,55000000,459000,1000,0,0,460000,58959,0
2015-04-09,1000,0,0,0,1000,55000000,460000,0,0,0,460000,62200,0
2015-04-10,1000,0,0,0,1000,55000000,460000,0,0,0,460000,59561,0
2015-04-13,1000,0,0,0,1000,55000000,460000,0,0,0,460000,60947,0
2015-04-14,1000,0,0,0,1000,55000000,460000,0,0,0,460000,61835,0
2015-04-15,1000,1000,0,0,2000,55000000,460000,0,0,0,460000,62551,0
2015-04-16,2000,12000,0,0,14000,55000000,460000,0,0,0,460000,63449,0
2015-04-17,14000,0,0,0,14000,55000000,460000,0,0,0,460000,64822,0
2015-04-20,14000,1000,0,0,15000,55000000,460000,0,0,0,460000,65431,0
2015-04-21,15000,0,12000,0,3000,55000000,460000,0,0,0,460000,64787,0
