date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,1000,0,0,0,1000,13068570,3000,0,0,0,3000,12101,0
2015-01-06,1000,0,0,0,1000,13068570,3000,0,0,0,3000,12044,0
2015-01-07,1000,0,0,0,1000,13068570,3000,0,0,0,3000,11784,0
2015-01-08,1000,0,0,0,1000,13068570,3000,0,0,0,3000,11744,0
2015-01-09,1000,0,0,0,1000,13068570,3000,0,0,0,3000,11944,0
2015-01-12,1000,0,0,0,1000,13068570,3000,0,0,0,3000,11904,0
2015-01-13,1000,0,0,0,1000,13068570,3000,0,0,0,3000,11551,0
2015-01-14,1000,0,0,0,1000,13068570,3000,0,0,0,3000,10271,0
2015-01-15,1000,0,0,0,1000,13068570,3000,0,0,0,3000,9933,0
2015-01-16,1000,0,0,0,1000,13068570,3000,0,0,0,3000,8869,0
2015-01-19,1000,0,1000,0,0,13068570,3000,0,0,0,3000,9235,0
2015-01-20,0,0,0,0,0,13068570,3000,0,0,0,3000,8964,0
2015-01-21,0,22000,0,0,22000,13068570,3000,0,0,0,3000,11800,0
2015-01-22,22000,1000,4000,0,19000,13068570,3000,0,0,0,3000,12305,0
2015-01-23,19000,2000,1000,0,20000,13068570,3000,0,0,0,3000,17032,0
2015-01-26,20000,0,18000,0,2000,13068570,3000,0,0,0,3000,20120,0
2015-01-27,2000,0,0,0,2000,13068570,3000,0,0,0,3000,20242,0
2015-01-28,2000,0,0,0,2000,13068570,3000,0,0,0,3000,20982,0
2015-01-29,2000,0,0,0,2000,13068570,3000,0,0,0,3000,21197,0
2015-01-30,2000,0,0,0,2000,13068570,3000,0,0,0,3000,21464,0
2015-02-02,2000,3000,2000,0,3000,13068570,3000,0,0,0,3000,21630,0
2015-02-03,3000,0,0,0,3000,13068570,3000,0,0,0,3000,21610,0
2015-02-04,3000,0,0,0,3000,13068570,3000,0,0,0,3000,21797,0
