date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,0,0,0,0,0,7062058,0,0,0,0,0,2566,0
2015-01-06,0,0,0,0,0,7062058,0,0,0,0,0,4320,0
2015-01-07,0,0,0,0,0,7062058,0,0,0,0,0,5093,0
2015-01-08,0,0,0,0,0,7062058,0,0,0,0,0,5560,0
2015-01-09,0,0,0,0,0,7062058,0,0,0,0,0,11704,0
2015-01-12,0,0,0,0,0,7062058,0,0,0,0,0,12605,0
2015-01-13,0,0,0,0,0,7062058,0,0,0,0,0,13405,0
2015-01-14,0,0,0,0,0,7062058,0,0,0,0,0,13898,0
2015-01-15,0,0,0,0,0,7062058,0,0,0,0,0,14297,0
2015-01-16,0,0,0,0,0,7062058,0,0,0,0,0,14364,0
2015-01-19,0,0,0,0,0,7062058,0,0,0,0,0,14597,0
2015-01-20,0,0,0,0,0,7062058,0,0,0,0,0,15331,0
2015-01-21,0,0,0,0,0,7062058,0,0,0,0,0,15811,0
2015-01-22,0,0,0,0,0,7062058,0,0,0,0,0,16358,0
2015-01-23,0,0,0,0,0,7062058,0,0,0,0,0,17510,0
2015-01-26,0,0,0,0,0,7062058,0,0,0,0,0,18149,0
2015-01-27,0,0,0,0,0,7062058,0,0,0,0,0,18869,0
2015-01-28,0,0,0,0,0,7062058,0,0,0,0,0,19317,0
2015-01-29,0,0,0,0,0,7062058,0,0,0,0,0,20597,0
2015-01-30,0,0,0,0,0,7062058,0,0,0,0,0,22090,0
2015-02-02,0,0,0,0,0,7062058,0,0,0,0,0,23286,0
2015-02-03,0,0,0,0,0,7062058,0,0,0,0,0,24946,0
2015-02-04,0,0,0,0,0,7062058,0,0,0,0,0,26503,0
2015-02-05,0,0,0,0,0,7062058,0,0,0,0,0,27516,0
2015-02-06,0,0,0,0,0,7062058,0,0,0,0,0,27576,0
2015-02-09,0,0,0,0,0,7062058,0,0,0,0,0,27942,0
2015-02-10,0,0,0,0,0,7062058,0,0,0,0,0,34941,0
2015-02-11,0,0,0,0,0,7062058,0,0,0,0,0,37455,0
2015-02-12,0,0,0,0,0,7062058,0,0,0,0,0,37902,0
2015-02-13,0,0,0,0,0,7062058,0,0,0,0,0,38979,0
2015-02-24,0,0,0,0,0,7062058,0,0,0,0,0,39945,0
2015-02-25,0,0,0,0,0,7062058,0,0,0,0,0,42606,0
2015-02-26,0,0,0,0,0,7062058,0,0,0,0,0,43999,0
2015-03-02,0,0,0,0,0,7062058,0,0,0,0,0,45047,0
2015-03-03,0,0,0,0,0,7062058,0,0,0,0,0,39568,0
2015-03-04,0,0,0,0,0,7062058,0,0,0,0,0,40758,0
2015-03-05,0,0,0,0,0,7062058,0,0,0,0,0,40687,0
2015-03-06,0,0,0,0,0,7062058,0,0,0,0,0,40487,0
2015-03-09,0,0,0,0,0,7062058,0,0,0,0,0,40341,0
2015-03-10,0,0,0,0,0,7062058,0,0,0,0,0,40422,0
2015-03-11,0,0,0,0,0,7062058,0,0,0,0,0,40473,0
2015-03-12,0,0,0,0,0,7062058,0,0,0,0,0,39833,0
2015-03-13,0,0,0,0,0,7062058,0,0,0,0,0,39540,0
2015-03-16,0,0,0,0,0,7062058,0,0,0,0,0,39346,0
2015-03-17,0,0,0,0,0,7062058,0,0,0,0,0,38339,0
2015-03-18,0,0,0,0,0,7062058,0,0,0,0,0,37820,0
2015-03-19,0,0,0,0,0,7062058,0,0,0,0,0,37360,0
2015-03-20,0,0,0,0,0,7062058,0,0,0,0,0,36633,0
2015-03-23,0,0,0,0,0,7062058,0,0,0,0,0,35633,0
2015-03-24,0,0,0,0,0,7062058,0,0,0,0,0,34940,0
2015-03-25,0,0,0,0,0,7062058,0,0,0,0,0,34100,0
2015-03-26,0,0,0,0,0,7062058,0,0,0,0,0,32803,0
2015-03-27,0,0,0,0,0,7062058,0,0,0,0,0,31565,0
2015-03-30,0,0,0,0,0,7062058,0,0,0,0,0,31052,0
2015-03-31,0,0,0,0,0,7062058,0,0,0,0,0,31439,0
2015-04-01,0,0,0,0,0,7062058,0,0,0,0,0,31274,0
2015-04-02,0,0,0,0,0,7062058,0,0,0,0,0,24241,0
2015-04-07,0,0,0,0,0,7062058,0,0,0,0,0,22234,0
2015-04-08,0,0,0,0,0,7062058,0,0,0,0,0,22335,0
2015-04-09,0,0,0,0,0,7062058,0,0,0,0,0,21210,0
2015-04-10,0,0,0,0,0,7062058,0,0,0,0,0,20043,0
2015-04-13,0,0,0,0,0,7062058,0,0,0,0,0,16052,0
2015-04-14,0,0,0,0,0,7062058,0,0,0,0,0,14529,0
2015-04-15,0,0,0,0,0,7062058,0,0,0,0,0,13436,0
2015-04-27,0,0,0,0,0,12833250,0,0,0,0,0,13436,0
2015-04-28,0,0,0,0,0,4891694,0,0,0,0,0,13637,0
2015-04-29,0,0,0,0,0,4891694,0,0,0,0,0,12536,0
2015-04-30,0,0,0,0,0,4891694,0,0,0,0,0,12193,0
2015-05-04,0,0,0,0,0,4891694,0,0,0,0,0,12408,0
2015-05-05,0,0,0,0,0,4891694,0,0,0,0,0,12261,0
2015-05-06,0,0,0,0,0,4891694,0,0,0,0,0,12195,0
2015-05-07,0,0,0,0,0,4891694,0,0,0,0,0,11931,0
2015-05-08,0,0,0,0,0,4891694,0,0,0,0,0,12303,0
2015-05-11,0,0,0,0,0,4891694,0,0,0,0,0,12130,0
2015-05-12,0,0,0,0,0,4891694,0,0,0,0,0,11848,0
2015-05-13,0,0,0,0,0,4891694,0,0,0,0,0,11731,0
2015-05-14,0,0,0,0,0,4891694,0,0,0,0,0,11740,0
2015-05-15,0,0,0,0,0,4891694,0,0,0,0,0,11485,0
2015-05-18,0,0,0,0,0,4891694,0,0,0,0,0,11223,0
2015-05-19,0,0,0,0,0,4891694,0,0,0,0,0,10969,0
2015-05-20,0,0,0,0,0,4891694,0,0,0,0,0,10095,0
2015-05-21,0,0,0,0,0,4891694,0,0,0,0,0,9776,0
2015-05-22,0,0,0,0,0,4891694,0,0,0,0,0,9463,0
2015-05-25,0,0,0,0,0,4891694,0,0,0,0,0,9142,0
2015-05-26,0,0,0,0,0,4891694,0,0,0,0,0,8652,0
2015-05-27,0,0,0,0,0,4891694,0,0,0,0,0,8163,0
2015-05-28,0,0,0,0,0,4891694,0,0,0,0,0,8023,0
2015-05-29,0,0,0,0,0,4891694,0,0,0,0,0,7815,0
2015-06-01,0,0,0,0,0,4891694,0,0,0,0,0,7281,0
2015-06-02,0,0,0,0,0,4891694,0,0,0,0,0,6690,0
2015-06-03,0,0,0,0,0,4891694,0,0,0,0,0,6639,0
2015-06-04,0,0,0,0,0,4891694,0,0,0,0,0,6586,0
2015-06-05,0,0,0,0,0,4891694,0,0,0,0,0,6112,0
2015-06-08,0,0,0,0,0,4891694,0,0,0,0,0,5519,0
2015-06-09,0,0,0,0,0,4891694,0,0,0,0,0,5108,0
2015-06-10,0,0,0,0,0,4891694,0,0,0,0,0,4195,0
2015-06-11,0,0,0,0,0,4891694,0,0,0,0,0,3954,0
2015-06-12,0,0,0,0,0,4891694,0,0,0,0,0,3753,0
2015-06-15,0,0,0,0,0,4891694,0,0,0,0,0,3358,0
2015-06-16,0,0,0,0,0,4891694,0,0,0,0,0,3371,0
2015-06-17,0,0,0,0,0,4891694,0,0,0,0,0,3283,0
2015-06-18,0,0,0,0,0,4891694,0,0,0,0,0,3282,0
2015-06-22,0,0,0,0,0,4891694,0,0,0,0,0,2926,0
2015-06-23,0,0,0,0,0,4891694,0,0,0,0,0,2922,0
2015-06-24,0,0,0,0,0,4891694,0,0,0,0,0,2950,0
2015-06-25,0,0,0,0,0,4891694,0,0,0,0,0,3070,0
2015-06-26,0,0,0,0,0,4891694,0,0,0,0,0,3121,0
2015-06-29,0,0,0,0,0,4891694,0,0,0,0,0,3421,0
2015-06-30,0,0,0,0,0,4891694,0,0,0,0,0,3584,0
2015-07-01,0,0,0,0,0,4891694,0,0,0,0,0,4326,0
2015-07-02,0,0,0,0,0,4891694,0,0,0,0,0,6031,0
2015-07-03,0,0,0,0,0,4891694,0,0,0,0,0,12406,0
2015-07-06,0,0,0,0,0,4891694,0,0,0,0,0,14054,0
2015-07-07,0,0,0,0,0,4891694,0,0,0,0,0,14839,0
2015-07-08,0,0,0,0,0,4891694,0,0,0,0,0,16508,0
2015-07-09,0,0,0,0,0,4891694,0,0,0,0,0,16913,0
2015-07-13,0,0,0,0,0,4891694,0,0,0,0,0,16968,0
2015-07-14,0,0,0,0,0,4891694,0,0,0,0,0,17374,0
2015-07-15,0,0,0,0,0,4891694,0,0,0,0,0,17609,0
2015-07-16,0,0,0,0,0,4891694,0,0,0,0,0,17667,0
2015-07-17,0,0,0,0,0,4891694,0,0,0,0,0,17766,0
2015-07-20,0,0,0,0,0,4891694,0,0,0,0,0,17804,0
2015-07-21,0,0,0,0,0,4891694,0,0,0,0,0,17888,0
2015-07-22,0,0,0,0,0,4891694,0,0,0,0,0,17925,0
2015-07-23,0,0,0,0,0,4891694,0,0,0,0,0,17967,0
2015-07-24,0,0,0,0,0,4891694,0,0,0,0,0,18238,0
2015-07-27,0,0,0,0,0,4891694,0,0,0,0,0,17488,0
2015-07-28,0,0,0,0,0,4891694,0,0,0,0,0,17590,0
2015-07-29,0,0,0,0,0,4891694,0,0,0,0,0,17596,0
2015-07-30,0,0,0,0,0,4891694,0,0,0,0,0,17703,0
2015-07-31,0,0,0,0,0,4891694,0,0,0,0,0,17730,0
2015-08-03,0,0,0,0,0,4891694,0,0,0,0,0,18422,0
2015-08-04,0,0,0,0,0,4891694,0,0,0,0,0,18312,0
2015-08-05,0,0,0,0,0,4891694,0,0,0,0,0,18289,0
2015-08-06,0,0,0,0,0,4891694,0,0,0,0,0,18383,0
2015-08-07,0,0,0,0,0,4891694,0,0,0,0,0,18233,0
2015-08-10,0,0,0,0,0,4891694,0,0,0,0,0,18096,0
2015-08-11,0,0,0,0,0,4891694,0,0,0,0,0,17790,0
2015-08-12,0,0,0,0,0,4891694,0,0,0,0,0,17895,0
2015-08-13,0,0,0,0,0,4891694,0,0,0,0,0,17126,0
2015-08-14,0,0,0,0,0,4891694,0,0,0,0,0,15501,0
2015-08-17,0,0,0,0,0,4891694,0,0,0,0,0,9072,0
2015-08-18,0,0,0,0,0,4891694,0,0,0,0,0,7513,0
2015-08-19,0,0,0,0,0,4891694,0,0,0,0,0,6755,0
2015-08-20,0,0,0,0,0,4891694,0,0,0,0,0,5952,0
2015-08-21,0,0,0,0,0,4891694,0,0,0,0,0,5587,0
2015-08-24,0,0,0,0,0,4891694,0,0,0,0,0,5379,0
2015-08-25,0,0,0,0,0,4891694,0,0,0,0,0,4993,0
2015-08-26,0,0,0,0,0,4891694,0,0,0,0,0,4738,0
2015-08-27,0,0,0,0,0,4891694,0,0,0,0,0,4590,0
2015-08-28,0,0,0,0,0,4891694,0,0,0,0,0,4537,0
2015-08-31,0,0,0,0,0,4891694,0,0,0,0,0,4519,0
2015-09-01,0,0,0,0,0,4891694,0,0,0,0,0,4579,0
2015-09-02,0,0,0,0,0,4891694,0,0,0,0,0,4513,0
2015-09-03,0,0,0,0,0,4891694,0,0,0,0,0,4489,0
2015-09-04,0,0,0,0,0,4891694,0,0,0,0,0,4193,0
2015-09-07,0,0,0,0,0,4891694,0,0,0,0,0,4166,0
2015-09-08,0,0,0,0,0,4891694,0,0,0,0,0,3887,0
2015-09-09,0,0,0,0,0,4891694,0,0,0,0,0,3794,0
2015-09-10,0,0,0,0,0,4891694,0,0,0,0,0,3554,0
2015-09-11,0,0,0,0,0,4891694,0,0,0,0,0,3856,0
2015-09-14,0,0,0,0,0,4891694,0,0,0,0,0,3418,0
2015-09-15,0,0,0,0,0,4891694,0,0,0,0,0,3418,0
2015-09-16,0,0,0,0,0,4891694,0,0,0,0,0,3398,0
2015-09-17,0,0,0,0,0,4891694,0,0,0,0,0,3198,0
2015-09-18,0,0,0,0,0,4891694,0,0,0,0,0,3198,0
2015-09-21,0,0,0,0,0,4891694,0,0,0,0,0,3136,0
2015-09-22,0,0,0,0,0,4891694,0,0,0,0,0,3124,0
2015-09-23,0,0,0,0,0,4891694,0,0,0,0,0,2731,0
2015-09-24,0,0,0,0,0,4891694,0,0,0,0,0,2758,0
2015-09-25,0,0,0,0,0,4891694,0,0,0,0,0,2585,0
2015-09-30,0,0,0,0,0,4891694,0,0,0,0,0,2545,0
2015-10-01,0,0,0,0,0,4891694,0,0,0,0,0,2418,0
2015-10-02,0,0,0,0,0,4891694,0,0,0,0,0,2405,0
2015-10-05,0,0,0,0,0,4891694,0,0,0,0,0,1574,0
2015-10-06,0,0,0,0,0,4891694,0,0,0,0,0,1545,0
2015-10-07,0,0,0,0,0,4891694,0,0,0,0,0,1739,0
2015-10-08,0,0,0,0,0,4891694,0,0,0,0,0,1697,0
2015-10-12,0,0,0,0,0,4891694,0,0,0,0,0,1777,0
2015-10-13,0,0,0,0,0,4891694,0,0,0,0,0,1756,0
2015-10-14,0,0,0,0,0,4891694,0,0,0,0,0,1580,0
2015-10-15,0,0,0,0,0,4891694,0,0,0,0,0,1499,0
2015-10-16,0,0,0,0,0,4891694,0,0,0,0,0,1332,0
2015-10-19,0,0,0,0,0,4891694,0,0,0,0,0,1312,0
2015-10-20,0,0,0,0,0,4891694,0,0,0,0,0,1283,0
2015-10-21,0,0,0,0,0,4891694,0,0,0,0,0,1283,0
2015-10-22,0,0,0,0,0,4891694,0,0,0,0,0,1276,0
2015-10-23,0,0,0,0,0,4891694,0,0,0,0,0,1296,0
2015-10-26,0,0,0,0,0,4891694,0,0,0,0,0,1356,0
2015-10-27,0,0,0,0,0,4891694,0,0,0,0,0,1366,0
2015-10-28,0,0,0,0,0,4891694,0,0,0,0,0,1081,0
2015-10-29,0,0,0,0,0,4891694,0,0,0,0,0,801,0
2015-10-30,0,0,0,0,0,4891694,0,0,0,0,0,802,0
2015-11-02,0,0,0,0,0,4891694,0,0,0,0,0,782,0
2015-11-03,0,0,0,0,0,4891694,0,0,0,0,0,783,0
2015-11-04,0,0,0,0,0,4891694,0,0,0,0,0,816,0
2015-11-05,0,0,0,0,0,4891694,0,0,0,0,0,816,0
2015-11-06,0,0,0,0,0,4891694,0,0,0,0,0,883,0
2015-11-09,0,0,0,0,0,4891694,0,0,0,0,0,903,0
2015-11-10,0,0,0,0,0,4891694,0,0,0,0,0,883,0
2015-11-11,0,0,0,0,0,4891694,0,0,0,0,0,893,0
2015-11-12,0,0,0,0,0,4891694,0,0,0,0,0,927,0
2015-11-13,0,0,0,0,0,4891694,0,0,0,0,0,947,0
2015-11-16,0,0,0,0,0,4891694,0,0,0,0,0,973,0
2015-11-17,0,0,0,0,0,4891694,0,0,0,0,0,947,0
2015-11-18,0,0,0,0,0,4891694,0,0,0,0,0,1095,0
2015-11-19,0,0,0,0,0,4891694,0,0,0,0,0,915,0
2015-11-20,0,0,0,0,0,4891694,0,0,0,0,0,939,0
2015-11-23,0,0,0,0,0,4891694,0,0,0,0,0,833,0
2015-11-24,0,0,0,0,0,4891694,0,0,0,0,0,826,0
2015-11-25,0,0,0,0,0,4891694,0,0,0,0,0,846,0
2015-11-26,0,0,0,0,0,4891694,0,0,0,0,0,924,0
2015-11-27,0,0,0,0,0,4891694,0,0,0,0,0,1039,0
2015-11-30,0,0,0,0,0,4891694,0,0,0,0,0,1073,0
2015-12-01,0,0,0,0,0,4891694,0,0,0,0,0,1113,0
2015-12-02,0,0,0,0,0,4891694,0,0,0,0,0,1533,0
2015-12-03,0,0,0,0,0,4891694,0,0,0,0,0,1973,0
2015-12-04,0,0,0,0,0,4891694,0,0,0,0,0,2779,0
2015-12-07,0,0,0,0,0,4891694,0,0,0,0,0,2713,0
2015-12-08,0,0,0,0,0,4891694,0,0,0,0,0,2703,0
2015-12-09,0,0,0,0,0,4891694,0,0,0,0,0,2659,0
2015-12-10,0,0,0,0,0,4891694,0,0,0,0,0,2665,0
2015-12-11,0,0,0,0,0,4891694,0,0,0,0,0,4125,0
2015-12-14,0,0,0,0,0,4891694,0,0,0,0,0,4131,0
2015-12-15,0,0,0,0,0,4891694,0,0,0,0,0,4131,0
2015-12-16,0,0,0,0,0,4891694,0,0,0,0,0,4097,0
2015-12-17,0,0,0,0,0,4891694,0,0,0,0,0,4161,0
2015-12-18,0,0,0,0,0,4891694,0,0,0,0,0,4128,0
2015-12-21,0,0,0,0,0,4891694,0,0,0,0,0,4115,0
2015-12-22,0,0,0,0,0,4891694,0,0,0,0,0,4124,0
2015-12-23,0,0,0,0,0,4891694,0,0,0,0,0,4120,0
2015-12-24,0,0,0,0,0,4891694,0,0,0,0,0,4087,0
2015-12-25,0,0,0,0,0,4891694,0,0,0,0,0,4060,0
2015-12-28,0,0,0,0,0,4891694,0,0,0,0,0,4159,0
2015-12-29,0,0,0,0,0,4891694,0,0,0,0,0,4139,0
2015-12-30,0,0,0,0,0,4891694,0,0,0,0,0,3930,0
2015-12-31,0,0,0,0,0,4891694,0,0,0,0,0,3923,0
2016-01-04,0,0,0,0,0,4891694,0,0,0,0,0,3961,0
2016-01-05,0,0,0,0,0,4891694,0,0,0,0,0,3954,0
2016-01-06,0,0,0,0,0,4891694,0,0,0,0,0,3954,0
2016-01-07,0,0,0,0,0,4891694,0,0,0,0,0,3930,0
2016-01-08,0,0,0,0,0,4891694,0,0,0,0,0,3865,0
2016-01-11,0,0,0,0,0,4891694,0,0,0,0,0,3819,0
2016-01-12,0,0,0,0,0,4891694,0,0,0,0,0,3786,0
2016-01-13,0,0,0,0,0,4891694,0,0,0,0,0,3752,0
2016-01-14,0,0,0,0,0,4891694,0,0,0,0,0,3406,0
2016-01-15,0,0,0,0,0,4891694,0,0,0,0,0,3066,0
2016-01-18,0,0,0,0,0,4891694,0,0,0,0,0,2304,0
2016-01-19,0,0,0,0,0,4891694,0,0,0,0,0,2278,0
2016-01-20,0,0,0,0,0,4891694,0,0,0,0,0,2304,0
2016-01-21,0,0,0,0,0,4891694,0,0,0,0,0,2338,0
2016-01-22,0,0,0,0,0,4891694,0,0,0,0,0,2468,0
2016-01-25,0,0,0,0,0,4891694,0,0,0,0,0,1022,0
2016-01-26,0,0,0,0,0,4891694,0,0,0,0,0,1097,0
2016-01-27,0,0,0,0,0,4891694,0,0,0,0,0,1112,0
2016-01-28,0,0,0,0,0,4891694,0,0,0,0,0,1154,0
2016-01-29,0,0,0,0,0,4891694,0,0,0,0,0,1098,0
