date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,0,0,0,0,0,33237590,279000,0,0,0,279000,44586,0
2015-01-06,0,0,0,0,0,33237590,279000,0,0,0,279000,46077,0
2015-01-07,0,0,0,0,0,33237590,279000,0,0,0,279000,46344,0
2015-01-08,0,0,0,0,0,33237590,279000,0,0,0,279000,47260,0
2015-01-09,0,1000,0,0,1000,33237590,279000,0,0,0,279000,47010,0
2015-01-12,1000,0,0,0,1000,33237590,279000,0,0,0,279000,46600,0
2015-01-13,1000,0,0,0,1000,33237590,279000,0,0,0,279000,47807,0
2015-01-14,1000,0,0,0,1000,33237590,279000,0,0,0,279000,48036,0
2015-01-15,1000,0,0,0,1000,33237590,279000,0,0,0,279000,47377,0
2015-01-16,1000,1000,0,0,2000,33237590,279000,0,0,0,279000,47279,0
2015-01-19,2000,0,2000,0,0,33237590,279000,0,0,0,279000,47390,0
2015-01-20,0,0,0,0,0,33237590,279000,0,0,0,279000,47490,0
2015-01-21,0,3000,0,0,3000,33237590,279000,0,0,0,279000,56690,0
2015-01-22,3000,1000,0,0,4000,33237590,279000,0,0,0,279000,60272,0
2015-01-23,4000,4000,0,0,8000,33237590,279000,0,0,0,279000,61662,0
2015-01-26,8000,0,1000,0,7000,33237590,279000,0,0,0,279000,61847,0
2015-01-27,7000,0,2000,0,5000,33237590,279000,0,0,0,279000,61613,0
2015-01-28,5000,0,4000,0,1000,33237590,279000,0,0,0,279000,62239,0
2015-01-29,1000,0,0,0,1000,33237590,279000,0,0,0,279000,62209,0
2015-01-30,1000,1000,0,0,2000,33237590,279000,0,0,0,279000,64390,0
2015-02-02,2000,0,0,0,2000,33237590,279000,0,0,0,279000,63753,0
2015-02-03,2000,0,0,0,2000,33237590,279000,0,0,0,279000,63849,0
2015-02-04,2000,0,0,0,2000,33237590,279000,0,0,0,279000,64123,0
2015-02-05,2000,0,0,0,2000,33237590,279000,0,0,0,279000,64382,0
2015-02-06,2000,0,0,0,2000,33237590,279000,0,0,0,279000,64836,0
2015-02-09,2000,0,0,0,2000,33237590,279000,0,0,0,279000,64832,0
2015-02-10,2000,0,0,0,2000,33237590,279000,0,40000,0,239000,65328,0
2015-02-11,2000,1000,0,0,3000,33237590,239000,0,0,0,239000,65267,0
2015-02-12,3000,0,0,0,3000,33237590,239000,0,0,0,239000,64828,0
2015-02-13,3000,0,1000,0,2000,33237590,239000,2000,0,0,241000,62246,0
2015-02-24,2000,0,0,0,2000,33237590,241000,0,0,0,241000,56832,0
2015-02-25,2000,0,0,0,2000,33237590,241000,0,0,0,241000,55110,0
2015-02-26,2000,0,0,0,2000,33237590,241000,0,0,0,241000,54741,0
2015-03-02,2000,0,0,0,2000,33237590,241000,0,0,0,241000,53058,0
2015-03-03,2000,0,0,0,2000,33237590,241000,0,0,0,241000,52168,0
2015-03-04,2000,0,0,0,2000,33237590,241000,0,0,0,241000,51535,0
2015-03-05,2000,0,0,0,2000,33237590,241000,1000,0,0,242000,48241,0
2015-03-06,2000,1000,0,0,3000,33237590,242000,3000,0,0,245000,50837,0
2015-03-09,3000,0,0,0,3000,33237590,245000,0,0,0,245000,50936,0
2015-03-10,3000,0,0,0,3000,33237590,245000,0,0,0,245000,50525,0
2015-03-11,3000,0,0,0,3000,33237590,245000,0,0,0,245000,50807,0
2015-03-12,3000,0,0,0,3000,33237590,245000,0,0,0,245000,53547,0
2015-03-13,3000,0,0,0,3000,33237590,245000,0,0,0,245000,46532,0
2015-03-16,3000,0,0,0,3000,33237590,245000,0,0,0,245000,43084,0
2015-03-17,3000,10000,0,0,13000,33237590,245000,0,0,0,245000,44523,0
2015-03-18,13000,0,0,0,13000,33237590,245000,0,0,0,245000,45413,0
2015-03-19,13000,0,0,0,13000,33237590,245000,0,0,0,245000,46250,0
2015-03-20,13000,0,0,0,13000,33237590,245000,0,0,0,245000,46508,0
2015-03-23,13000,0,0,0,13000,33237590,245000,0,0,0,245000,47784,0
2015-03-24,13000,0,10000,0,3000,33237590,245000,0,0,0,245000,46633,0
2015-03-25,3000,0,0,0,3000,33237590,245000,0,0,0,245000,47088,0
2015-03-26,3000,0,0,0,3000,33237590,245000,0,0,0,245000,47810,0
2015-03-27,3000,0,0,0,3000,33237590,245000,0,0,0,245000,48182,0
2015-03-30,3000,0,0,0,3000,33237590,245000,2000,0,0,247000,48575,0
2015-03-31,3000,0,0,0,3000,33237590,247000,2000,0,0,249000,49077,0
2015-04-01,3000,0,0,0,3000,33237590,249000,1000,0,0,250000,50877,0
2015-04-02,3000,0,0,0,3000,33237590,250000,0,0,0,250000,50142,0
2015-04-07,3000,0,0,0,3000,33237590,250000,2000,0,0,252000,50439,0
2015-04-08,3000,0,0,0,3000,33237590,252000,0,0,0,252000,51985,0
2015-04-09,3000,0,0,0,3000,33237590,252000,17000,1000,0,268000,59011,0
2015-04-10,3000,1000,0,0,4000,33237590,268000,2000,0,0,270000,59870,0
2015-04-13,4000,1000,0,0,5000,33237590,270000,2000,0,0,272000,63304,0
2015-04-14,5000,0,1000,0,4000,33237590,272000,0,0,0,272000,64392,0
2015-04-15,4000,0,1000,0,3000,33237590,272000,0,0,0,272000,66167,0
2015-04-16,3000,0,3000,0,0,33237590,272000,0,0,0,272000,69595,0
2015-04-17,0,0,0,0,0,33237590,272000,2000,0,0,274000,71631,0
2015-04-20,0,0,0,0,0,33237590,274000,0,0,0,274000,73405,0
2015-04-21,0,0,0,0,0,33237590,274000,0,0,0,274000,71634,0
2015-04-22,0,0,0,0,0,33237590,274000,2000,0,0,276000,71710,0
2015-04-23,0,0,0,0,0,33237590,276000,0,0,0,276000,73338,0
2015-04-24,0,0,0,0,0,33237590,276000,2000,0,0,278000,73495,0
2015-04-27,0,0,0,0,0,33237590,278000,0,0,0,278000,72089,0
2015-04-28,0,0,0,0,0,33237590,278000,0,0,0,278000,71684,0
2015-04-29,0,0,0,0,0,33237590,278000,0,0,0,278000,72443,0
2015-04-30,0,0,0,0,0,33237590,278000,0,0,0,278000,71350,0
2015-05-04,0,0,0,0,0,33237590,278000,0,0,0,278000,71980,0
2015-05-05,0,0,0,0,0,33237590,278000,0,0,0,278000,71752,0
2015-05-06,0,0,0,0,0,33237590,278000,15000,0,0,293000,71494,0
2015-05-07,0,0,0,0,0,33237590,293000,22000,0,0,315000,71021,0
2015-05-08,0,0,0,0,0,33237590,315000,2000,0,0,317000,70248,0
2015-05-11,0,0,0,0,0,33237590,317000,41000,0,0,358000,73196,0
2015-05-12,0,0,0,0,0,33237590,358000,0,0,0,358000,72948,0
2015-05-13,0,0,0,0,0,33237590,358000,0,0,0,358000,74532,0
2015-05-14,0,0,0,0,0,33237590,358000,0,0,0,358000,73935,0
2015-05-15,0,0,0,0,0,33237590,358000,0,0,0,358000,72956,0
2015-05-18,0,0,0,0,0,33237590,358000,0,0,0,358000,71698,0
2015-05-19,0,0,0,0,0,33237590,358000,0,0,0,358000,71915,0
2015-05-20,0,0,0,0,0,33237590,358000,0,0,0,358000,70540,0
2015-05-21,0,0,0,0,0,33237590,358000,0,0,0,358000,68991,0
2015-05-22,0,0,0,0,0,33237590,358000,0,0,0,358000,61989,0
2015-05-25,0,0,0,0,0,33237590,358000,0,0,0,358000,63142,0
2015-05-26,0,0,0,0,0,33237590,358000,0,0,0,358000,71648,0
2015-05-27,0,45000,0,0,45000,33237590,358000,0,0,0,358000,90195,0
2015-05-28,45000,1000,15000,0,31000,33237590,358000,0,0,0,358000,92473,0
