date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,1576000,802000,67000,22000,2289000,20828573,99000,31000,0,0,130000,802758,0
2015-01-06,2289000,35000,228000,55000,2041000,20828573,130000,16000,0,0,146000,826855,0
2015-01-07,2041000,208000,296000,77000,1876000,20828573,146000,10000,0,0,156000,866364,0
2015-01-08,1876000,54000,51000,211000,1668000,20828573,156000,100000,0,0,256000,881647,0
2015-01-09,1668000,40000,29000,244000,1435000,20828573,256000,23000,0,0,279000,888414,0
2015-01-12,1435000,39000,33000,244000,1197000,20828573,279000,5000,0,0,284000,895493,0
2015-01-13,1197000,82000,6000,175000,1098000,20828573,284000,0,0,0,284000,906151,0
2015-01-14,1098000,203000,24000,133000,1144000,21914354,284000,137000,0,0,421000,935406,0
2015-01-15,1144000,73000,67000,24000,1126000,21914354,421000,0,0,0,421000,949129,0
2015-01-16,1126000,32000,56000,51000,1051000,21914354,421000,0,0,0,421000,955689,0
2015-01-19,1051000,16000,63000,55000,949000,21914354,421000,169000,0,0,590000,957784,0
2015-01-20,949000,6000,6000,127000,822000,21914354,590000,0,0,0,590000,955493,0
2015-01-21,822000,251000,4000,24000,1045000,21914354,590000,9000,0,0,599000,974948,0
2015-01-22,1045000,49000,43000,8000,1043000,21914354,599000,0,0,0,599000,984370,0
2015-01-23,1043000,94000,23000,11000,1103000,21914354,599000,0,0,0,599000,946263,0
2015-01-26,1103000,41000,8000,1000,1135000,21914354,599000,0,0,0,599000,864333,0
2015-01-27,1135000,182000,80000,100000,1137000,21914354,599000,0,0,0,599000,794795,0
2015-01-28,1137000,122000,172000,108000,979000,21914354,599000,0,0,0,599000,738203,0
2015-01-29,979000,120000,36000,44000,1019000,21914354,599000,0,0,0,599000,714817,0
2015-01-30,1019000,46000,4000,35000,1026000,21914354,599000,0,0,0,599000,634133,0
2015-02-02,1026000,103000,126000,0,1003000,21914354,599000,0,0,0,599000,586873,0
2015-02-03,1003000,86000,50000,0,1039000,21914354,599000,0,0,0,599000,569391,0
2015-02-04,1039000,38000,64000,8000,1005000,21914354,599000,0,99000,0,500000,557251,0
2015-02-05,1005000,83000,10000,24000,1054000,21914354,500000,0,0,0,500000,526461,0
2015-02-06,1054000,144000,5000,35000,1158000,21914354,500000,0,0,0,500000,523000,0
2015-02-09,1158000,62000,3000,16000,1201000,21914354,500000,0,0,0,500000,515029,0
2015-02-10,1201000,3000,9000,0,1195000,21914354,500000,0,0,0,500000,506797,0
2015-02-11,1195000,14000,180000,0,1029000,21914354,500000,0,0,0,500000,500071,0
2015-02-12,1029000,13000,3000,0,1039000,22366900,500000,0,0,0,500000,489338,0
2015-02-13,1039000,8000,9000,0,1038000,22366900,500000,0,0,0,500000,446240,0
2015-02-24,1030000,5000,59000,0,976000,22366900,500000,0,0,0,500000,388478,0
2015-02-25,976000,54000,6000,2000,1022000,22366900,500000,0,0,0,500000,361251,0
2015-02-26,1022000,50000,5000,5000,1062000,22366900,500000,0,0,0,500000,323596,0
2015-03-02,1062000,94000,14000,0,1142000,22366900,500000,0,0,0,500000,308159,0
2015-03-03,1142000,493000,8000,0,1627000,22366900,500000,0,0,0,500000,324920,0
2015-03-04,1627000,91000,21000,20000,1677000,22366900,500000,0,0,0,500000,331919,0
2015-03-05,1677000,255000,2000,5000,1925000,22366900,500000,0,0,0,500000,353054,0
2015-03-06,1925000,30000,116000,66000,1773000,22366900,500000,0,0,0,500000,346381,0
2015-03-09,1773000,29000,34000,485000,1283000,22366900,500000,0,0,0,500000,340275,0
2015-03-10,1283000,9000,80000,44000,1168000,22366900,500000,0,500000,0,0,340452,0
2015-03-11,1168000,28000,35000,71000,1090000,22366900,0,334000,0,0,334000,347372,0
2015-03-12,1090000,7000,2000,0,1095000,22462237,334000,50000,0,0,384000,350148,0
2015-03-13,1095000,24000,187000,12000,920000,22462237,384000,0,0,0,384000,361140,0
2015-03-16,920000,14000,91000,0,843000,22462237,384000,0,0,0,384000,364423,0
2015-03-17,843000,23000,126000,0,740000,22462237,384000,0,0,0,384000,379837,0
2015-03-18,740000,28000,74000,0,694000,22462237,384000,0,384000,0,0,411358,0
2015-03-19,694000,2000,160000,0,536000,22462237,0,0,0,0,0,421757,0
2015-03-20,536000,10000,81000,3000,462000,22462237,0,0,0,0,0,424850,0
2015-03-23,462000,1000,267000,1000,195000,22462237,0,0,0,0,0,455705,0
2015-03-24,195000,3000,90000,17000,91000,22462237,0,0,0,0,0,468719,0
2015-03-25,91000,2000,21000,0,72000,22462237,0,0,0,0,0,471359,0
2015-03-26,72000,0,71000,0,1000,22462237,0,0,0,0,0,468035,0
2015-03-27,1000,0,0,1000,0,22462237,0,0,0,0,0,487126,0
2015-03-30,0,0,0,0,0,22462237,0,0,0,0,0,487088,0
2015-03-31,0,0,0,0,0,22462237,0,0,0,0,0,484299,0
2015-04-01,0,3000,0,0,3000,22462237,0,0,0,0,0,488410,0
2015-04-02,3000,3000,1000,0,5000,22462237,0,0,0,0,0,492012,0
2015-04-07,5000,19000,2000,0,22000,22462237,0,0,0,0,0,493065,0
2015-04-08,22000,1000,1000,0,22000,22462237,0,0,0,0,0,493541,0
2015-04-09,22000,1000,1000,0,22000,22462237,0,0,0,0,0,496580,0
2015-04-10,22000,2000,8000,0,16000,22462237,0,0,0,0,0,492925,0
2015-04-13,16000,3000,1000,0,18000,22462237,0,0,0,0,0,493211,0
2015-04-14,18000,0,0,0,18000,22684214,0,0,0,0,0,492023,0
2015-04-15,18000,0,0,0,18000,22684214,0,0,0,0,0,492987,0
2015-04-16,18000,47000,0,0,65000,22684214,0,17000,0,0,17000,475442,0
2015-04-17,65000,0,45000,0,20000,22684214,17000,0,0,0,17000,461048,0
2015-04-20,20000,3000,3000,0,20000,22684214,17000,0,0,0,17000,430825,0
2015-04-21,20000,3000,3000,0,20000,22684214,17000,0,0,0,17000,410852,0
