date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,314000,135000,0,0,449000,145509037,1352000,0,0,0,1352000,697329,0
2015-01-06,449000,362000,0,0,811000,145509037,1352000,7000,0,0,1359000,733948,0
2015-01-07,811000,60000,1000,0,870000,145509037,1359000,20000,0,0,1379000,748440,0
2015-01-08,870000,233000,26000,0,1077000,145509037,1379000,0,0,0,1379000,735207,0
2015-01-09,1077000,1401000,4000,0,2474000,145509037,1379000,28000,0,0,1407000,912841,0
2015-01-12,2474000,2114000,524000,0,4064000,145509037,1407000,0,0,0,1407000,1147680,0
2015-01-13,4064000,788000,920000,0,3932000,145509037,1407000,0,0,0,1407000,1371153,0
2015-01-14,3902000,110000,385000,0,3627000,145509037,1407000,39000,0,0,1446000,1479319,0
2015-01-15,3627000,91000,411000,2000,3305000,145509037,1446000,0,0,0,1446000,1536430,0
2015-01-16,3305000,83000,1275000,0,2113000,145509037,1446000,10000,0,0,1456000,1657450,0
2015-01-19,2113000,102000,358000,0,1857000,145509037,1456000,4000,0,0,1460000,1657170,0
2015-01-20,1857000,98000,142000,0,1813000,145509037,1460000,60000,0,0,1520000,1665404,0
2015-01-21,1813000,40000,103000,0,1750000,145509037,1520000,0,0,0,1520000,1690663,0
2015-01-22,1750000,66000,62000,0,1754000,145509037,1520000,0,50000,0,1470000,1735769,0
2015-01-23,1754000,22000,106000,0,1670000,145509037,1470000,0,0,0,1470000,1826609,0
2015-01-26,1670000,22000,74000,1000,1617000,145509037,1470000,0,0,0,1470000,1854870,0
2015-01-27,1617000,99000,18000,0,1698000,145509037,1470000,20000,0,0,1490000,1914941,0
2015-01-28,1698000,28000,6000,0,1720000,145509037,1490000,0,0,0,1490000,1927279,0
2015-01-29,1720000,3000,38000,0,1685000,145509037,1490000,0,0,0,1490000,1938624,0
2015-01-30,1685000,16000,8000,0,1693000,145509037,1490000,0,0,0,1490000,1955114,0
2015-02-02,1693000,5000,3000,1000,1694000,145509037,1490000,0,0,0,1490000,1951403,0
2015-02-03,1694000,1000,21000,1000,1673000,145509037,1490000,0,0,0,1490000,1964376,0
2015-02-04,1673000,386000,66000,0,1993000,145509037,1490000,87000,0,0,1577000,2091742,0
2015-02-05,1993000,12000,241000,0,1764000,145509037,1577000,58000,0,0,1635000,2118699,0
2015-02-06,1764000,104000,284000,0,1584000,145509037,1635000,10000,0,0,1645000,2196872,0
2015-02-09,1584000,30000,337000,0,1277000,145509037,1645000,0,0,0,1645000,2243979,0
2015-02-10,1277000,10000,27000,0,1260000,145509037,1645000,0,0,0,1645000,2256320,0
2015-02-11,1260000,88000,58000,0,1290000,145509037,1645000,0,0,0,1645000,2277722,0
2015-02-12,1290000,14000,47000,0,1257000,145509037,1645000,0,7000,0,1638000,2287963,0
2015-02-13,1257000,0,41000,0,1216000,145509037,1638000,0,87000,0,1551000,2300928,0
2015-02-24,1216000,1000,15000,0,1202000,145509037,1551000,0,0,0,1551000,2299679,0
2015-02-25,1202000,2000,31000,0,1173000,145509037,1551000,0,0,0,1551000,2270608,0
2015-02-26,1173000,68000,11000,0,1230000,145509037,1551000,0,0,0,1551000,2279969,0
2015-03-02,1230000,1000,55000,0,1176000,145509037,1551000,11000,0,0,1562000,2250803,0
2015-03-03,1176000,4000,8000,0,1172000,145509037,1562000,0,0,0,1562000,2057809,0
2015-03-04,1172000,16000,12000,0,1176000,145509037,1562000,0,0,0,1562000,1855569,0
2015-03-05,1176000,116000,23000,0,1269000,145509037,1562000,51000,0,0,1613000,1679373,0
2015-03-06,1269000,9000,78000,0,1200000,145509037,1613000,277000,0,0,1890000,1596214,0
2015-03-09,1200000,2000,80000,0,1122000,145509037,1890000,0,0,0,1890000,1510243,0
2015-03-10,1122000,28000,2000,0,1148000,145509037,1890000,0,0,0,1890000,1392289,0
2015-03-11,1148000,55000,235000,0,968000,145509037,1890000,12000,0,0,1902000,1354457,0
2015-03-12,968000,113000,5000,0,1076000,145509037,1902000,0,0,0,1902000,1345263,0
2015-03-13,1076000,290000,17000,0,1349000,145509037,1902000,16000,0,0,1918000,1450023,0
2015-03-16,1349000,6000,155000,0,1200000,145509037,1918000,0,0,0,1918000,1417219,0
2015-03-17,1200000,27000,159000,0,1068000,145509037,1918000,0,0,0,1918000,1338587,0
2015-03-18,1068000,39000,1000,0,1106000,145509037,1918000,0,0,0,1918000,1338723,0
2015-03-19,1106000,27000,8000,0,1125000,145509037,1918000,0,0,0,1918000,1287408,0
2015-03-20,1125000,0,637000,0,488000,145509037,1918000,1000,0,0,1919000,1281807,0
2015-03-23,488000,0,306000,0,182000,145509037,1919000,0,7000,0,1912000,1280744,0
2015-03-24,182000,3000,4000,0,181000,145509037,1912000,0,0,0,1912000,1272362,0
2015-03-25,181000,4000,17000,0,168000,145509037,1912000,0,0,0,1912000,1264431,0
