date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,802000,29000,93000,1000,737000,72993750,3438000,30000,0,0,3468000,291677,0
2015-01-06,737000,135000,12000,0,860000,72993750,3468000,0,0,0,3468000,314777,0
2015-01-07,860000,150000,28000,0,982000,72993750,3468000,9000,0,0,3477000,319921,0
2015-01-08,982000,37000,45000,0,974000,72993750,3477000,3000,0,0,3480000,328222,0
2015-01-09,974000,8000,38000,1000,943000,72993750,3480000,0,27000,0,3453000,331936,0
2015-01-12,943000,5000,167000,0,781000,72993750,3453000,0,0,0,3453000,340897,0
2015-01-13,781000,131000,20000,0,892000,72993750,3453000,79000,0,0,3532000,347916,0
2015-01-14,892000,71000,45000,0,918000,72993750,3532000,9000,0,0,3541000,351934,0
2015-01-15,918000,19000,27000,0,910000,72993750,3541000,0,36000,0,3505000,352748,0
2015-01-16,910000,37000,73000,0,874000,72993750,3505000,166000,0,0,3671000,358158,0
2015-01-19,874000,40000,2000,0,912000,72993750,3671000,0,0,0,3671000,358039,0
2015-01-20,912000,24000,0,0,936000,72993750,3671000,2000,0,0,3673000,356456,0
2015-01-21,936000,1000,16000,0,921000,72993750,3673000,1000,0,0,3674000,351369,0
2015-01-22,921000,12000,5000,0,928000,72993750,3674000,0,0,0,3674000,352615,0
2015-01-23,928000,7000,68000,1000,866000,72993750,3674000,162000,0,0,3836000,353648,0
2015-01-26,866000,1000,0,0,867000,72993750,3836000,0,38000,0,3798000,353776,0
2015-01-27,867000,2000,31000,0,838000,72993750,3798000,115000,0,0,3913000,354796,0
2015-01-28,838000,7000,43000,0,802000,72993750,3913000,31000,0,0,3944000,357002,0
2015-01-29,802000,17000,137000,0,682000,72993750,3944000,101000,0,0,4045000,358868,0
2015-01-30,682000,11000,29000,0,664000,72993750,4045000,0,0,0,4045000,358068,0
2015-02-02,664000,39000,30000,0,673000,72993750,4045000,13000,0,0,4058000,356888,0
2015-02-03,673000,4000,4000,0,673000,72993750,4058000,40000,0,0,4098000,349228,0
2015-02-04,676000,13000,9000,0,680000,72993750,4098000,21000,3000,0,4116000,316435,0
2015-02-05,677000,1000,7000,0,671000,72993750,4116000,26000,0,0,4142000,288915,0
2015-02-06,671000,22000,22000,0,671000,72993750,4142000,9000,0,0,4151000,249213,0
2015-02-09,671000,8000,33000,0,646000,72993750,4151000,0,0,0,4151000,233260,0
2015-02-10,646000,8000,5000,0,649000,72993750,4151000,0,0,0,4151000,221097,0
2015-02-11,649000,13000,9000,0,653000,72993750,4151000,13000,0,0,4164000,205192,0
2015-02-12,653000,14000,90000,0,577000,72993750,4164000,4000,179000,0,3989000,196443,0
2015-02-13,577000,5000,80000,0,502000,72993750,3989000,0,15000,0,3974000,185630,0
2015-02-24,502000,8000,21000,0,489000,72993750,3974000,0,0,0,3974000,179837,0
2015-02-25,489000,12000,8000,0,493000,72993750,3974000,20000,0,0,3994000,157391,0
2015-02-26,493000,2000,20000,0,475000,72993750,3994000,57000,0,0,4051000,141200,0
2015-03-02,475000,5000,6000,0,474000,72993750,4051000,0,0,0,4051000,130852,0
2015-03-03,474000,38000,8000,0,504000,72993750,4051000,0,100000,0,3951000,127076,0
2015-03-04,504000,1000,26000,0,479000,72993750,3951000,13000,0,0,3964000,118717,0
2015-03-05,479000,1000,7000,0,473000,72993750,3964000,8000,0,0,3972000,111624,0
2015-03-06,473000,15000,2000,0,486000,72993750,3972000,15000,0,0,3987000,109887,0
2015-03-09,486000,26000,13000,0,499000,72993750,3987000,7000,24000,0,3970000,116325,0
2015-03-10,499000,81000,7000,0,573000,72993750,3970000,6000,200000,0,3776000,115553,0
2015-03-11,573000,29000,31000,0,571000,72993750,3776000,8000,150000,0,3634000,115873,0
2015-03-12,571000,62000,8000,0,625000,72993750,3634000,4000,0,0,3638000,117204,0
2015-03-13,625000,2000,15000,2000,610000,72993750,3638000,3000,0,0,3641000,116504,0
2015-03-16,610000,0,16000,0,594000,72993750,3641000,0,173000,0,3468000,112685,0
2015-03-17,594000,12000,13000,0,593000,72993750,3468000,3000,0,0,3471000,107252,0
2015-03-18,593000,1000,5000,0,589000,72993750,3471000,3000,0,0,3474000,107647,0
2015-03-19,589000,1000,31000,0,559000,72993750,3474000,6000,0,0,3480000,105835,0
2015-03-20,559000,11000,10000,0,560000,72993750,3480000,6000,0,0,3486000,105674,0
2015-03-23,560000,17000,7000,0,570000,72993750,3486000,7000,0,0,3493000,104694,0
2015-03-24,570000,9000,29000,1000,549000,72993750,3493000,5000,0,0,3498000,104250,0
2015-03-25,549000,3000,3000,0,549000,72993750,3498000,3000,15000,0,3486000,103045,0
2015-03-26,549000,8000,1000,0,556000,72993750,3486000,0,0,0,3486000,103985,0
2015-03-27,556000,61000,19000,1000,597000,72993750,3486000,0,6000,0,3480000,113606,0
2015-03-30,597000,179000,0,0,776000,72993750,3480000,5000,0,0,3485000,136063,0
2015-03-31,776000,15000,0,0,791000,72993750,3485000,3000,0,0,3488000,143817,0
2015-04-01,791000,87000,93000,0,785000,72993750,3488000,6000,0,0,3494000,148112,0
2015-04-02,785000,11000,47000,0,749000,72993750,3494000,3000,0,0,3497000,150788,0
2015-04-07,749000,1000,26000,0,724000,72993750,3497000,1000,0,0,3498000,152109,0
2015-04-08,724000,11000,52000,0,683000,72993750,3498000,0,0,0,3498000,151423,0
2015-04-09,683000,6000,65000,0,624000,72993750,3498000,0,0,0,3498000,151357,0
