date,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
2015-01-05,25000,0,0,0,25000,10529624,5000,0,0,0,5000,43906,0
2015-01-06,25000,23000,4000,0,44000,10529624,5000,0,0,0,5000,45118,0
2015-01-07,44000,0,1000,1000,42000,10529624,5000,0,0,0,5000,43056,0
2015-01-08,42000,2000,6000,0,38000,10529624,5000,0,0,0,5000,41096,0
2015-01-09,38000,1000,2000,0,37000,10529624,5000,0,0,0,5000,40601,0
2015-01-12,37000,2000,6000,0,33000,10529624,5000,0,0,0,5000,40562,0
2015-01-13,33000,6000,2000,0,37000,10529624,5000,0,0,0,5000,40224,0
2015-01-14,37000,0,5000,0,32000,10529624,5000,0,0,0,5000,39842,0
2015-01-15,32000,0,2000,0,30000,10529624,5000,0,0,0,5000,37434,0
2015-01-16,30000,3000,0,0,33000,10529624,5000,0,0,0,5000,36066,0
2015-01-19,33000,0,8000,0,25000,10529624,5000,0,0,0,5000,35092,0
2015-01-20,25000,1000,3000,0,23000,10529624,5000,0,0,0,5000,34183,0
2015-01-21,23000,0,0,0,23000,10529624,5000,0,0,0,5000,34010,0
2015-01-22,23000,2000,1000,0,24000,10529624,5000,0,0,0,5000,33963,0
2015-01-23,24000,0,2000,0,22000,10529624,5000,0,0,0,5000,34097,0
2015-01-26,22000,0,0,0,22000,10529624,5000,0,0,0,5000,31571,0
2015-01-27,22000,0,0,0,22000,10529624,5000,0,0,0,5000,29821,0
2015-01-28,22000,0,0,0,22000,10529624,5000,0,0,0,5000,29485,0
2015-01-29,22000,0,0,0,22000,10529624,5000,0,0,0,5000,29146,0
2015-01-30,22000,0,0,0,22000,10529624,5000,0,5000,0,0,29512,0
2015-02-02,22000,15000,0,0,37000,10529624,0,0,0,0,0,31468,0
2015-02-03,37000,0,10000,0,27000,10529624,0,0,0,0,0,32155,0
2015-02-04,27000,0,0,0,27000,10529624,0,0,0,0,0,32650,0
2015-02-05,27000,8000,0,0,35000,10529624,0,0,0,0,0,34714,0
2015-02-06,35000,0,2000,0,33000,10529624,0,0,0,0,0,34743,0
2015-02-09,33000,0,4000,0,29000,10529624,0,0,0,0,0,29018,0
2015-02-10,29000,0,0,0,29000,10529624,0,0,0,0,0,27533,0
2015-02-11,29000,0,3000,0,26000,10529624,0,0,0,0,0,26238,0
2015-02-12,26000,7000,0,0,33000,10529624,0,0,0,0,0,25972,0
2015-02-13,33000,0,0,0,33000,10529624,0,0,0,0,0,24579,0
2015-02-24,33000,2000,0,0,35000,10529624,0,0,0,0,0,23896,0
2015-02-25,35000,0,8000,0,27000,10529624,0,0,0,0,0,22762,0
2015-02-26,27000,0,5000,0,22000,10529624,0,1000,0,0,1000,22211,0
2015-03-02,22000,0,0,0,22000,10529624,1000,2000,0,0,3000,21676,0
2015-03-03,22000,0,0,0,22000,10529624,3000,0,0,0,3000,21651,0
2015-03-04,22000,0,0,0,22000,10529624,3000,0,0,0,3000,21456,0
2015-03-05,22000,0,0,0,22000,10529624,3000,1000,0,0,4000,21321,0
2015-03-06,22000,28000,0,0,50000,10529624,4000,0,0,0,4000,24035,0
2015-03-09,50000,0,25000,0,25000,10529624,4000,0,0,0,4000,25123,0
2015-03-10,25000,0,3000,7000,15000,10529624,4000,0,0,0,4000,26000,0
2015-03-11,15000,0,0,0,15000,10529624,4000,0,0,0,4000,26178,0
2015-03-12,15000,0,0,0,15000,10529624,4000,0,0,0,4000,26987,0
2015-03-13,15000,0,0,0,15000,10529624,4000,0,0,0,4000,27181,0
2015-03-16,15000,0,0,0,15000,10529624,4000,0,0,0,4000,27191,0
2015-03-17,15000,0,0,0,15000,10529624,4000,0,0,0,4000,27202,0
2015-03-18,15000,0,1000,0,14000,10529624,4000,0,0,0,4000,27694,0
2015-03-19,14000,0,0,0,14000,10529624,4000,0,0,0,4000,28209,0
2015-03-20,14000,2000,0,0,16000,10529624,4000,0,0,0,4000,29077,0
2015-03-23,16000,0,0,0,16000,10529624,4000,3000,0,0,7000,29664,0
2015-03-24,16000,0,1000,0,15000,10529624,7000,3000,0,0,10000,29665,0
2015-03-25,15000,0,4000,0,11000,10529624,10000,0,0,0,10000,27682,0
2015-03-26,11000,0,0,0,11000,10529624,10000,0,0,0,10000,26617,0
2015-03-27,11000,0,0,0,11000,10529624,10000,0,0,0,10000,26309,0
2015-03-30,11000,0,0,0,11000,10529624,10000,0,0,0,10000,25089,0
2015-03-31,11000,0,0,0,11000,10529624,10000,3000,0,0,13000,24970,0
2015-04-01,11000,0,0,0,11000,10529624,13000,0,0,0,13000,25527,0
2015-04-02,11000,0,0,0,11000,10529624,13000,0,0,0,13000,26251,0
2015-04-07,11000,0,0,0,11000,10529624,13000,0,9000,0,4000,26892,0
2015-04-08,11000,0,0,0,11000,10529624,4000,0,0,0,4000,26245,0
2015-04-09,11000,0,0,0,11000,10529624,4000,0,0,0,4000,26248,0
2015-04-10,11000,0,11000,0,0,10529624,4000,0,4000,0,0,25960,0
2015-04-13,0,0,0,0,0,10529624,0,0,0,0,0,25409,0
2015-04-14,0,0,0,0,0,10529624,0,0,0,0,0,25583,0
2015-04-15,0,0,0,0,0,10529624,0,0,0,0,0,29589,0
2015-04-16,0,11000,0,0,11000,10529624,0,0,0,0,0,31251,0
2015-04-17,11000,0,1000,0,10000,10529624,0,0,0,0,0,32028,0
2015-04-20,10000,0,3000,0,7000,10529624,0,0,0,0,0,32597,0
2015-04-21,7000,0,2000,0,5000,10529624,0,0,0,0,0,31267,0
2015-04-22,5000,0,2000,0,3000,10529624,0,4000,0,0,4000,30817,0
2015-04-23,3000,0,2000,0,1000,10529624,4000,1000,0,0,5000,30404,0
2015-04-24,1000,2000,0,0,3000,10529624,5000,0,0,0,5000,30470,0
2015-04-27,3000,0,0,0,3000,10529624,5000,2000,0,0,7000,29792,0
2015-04-28,3000,0,0,0,3000,10529624,7000,0,0,0,7000,30278,0
2015-04-29,3000,0,0,0,3000,10529624,7000,0,0,0,7000,30306,0
2015-04-30,3000,0,0,0,3000,10529624,7000,0,0,0,7000,31698,0
2015-05-04,3000,1000,0,0,4000,10529624,7000,0,0,0,7000,32504,0
2015-05-05,4000,2000,0,0,6000,10529624,7000,0,0,0,7000,33324,0
2015-05-06,6000,0,2000,0,4000,10529624,7000,0,0,0,7000,33577,0
2015-05-07,4000,26000,1000,0,29000,10529624,7000,0,0,0,7000,34271,0
2015-05-08,29000,2000,26000,0,5000,10529624,7000,0,0,0,7000,36608,0
2015-05-11,5000,0,1000,0,4000,10529624,7000,0,0,0,7000,36656,0
2015-05-12,4000,1000,1000,0,4000,10529624,7000,0,0,0,7000,37055,0
2015-05-13,4000,0,1000,0,3000,10529624,7000,0,0,0,7000,36907,0
2015-05-14,3000,0,0,0,3000,10529624,7000,0,0,0,7000,36099,0
2015-05-15,3000,0,0,0,3000,10529624,7000,0,0,0,7000,35908,0
2015-05-18,3000,0,0,0,3000,10529624,7000,0,0,0,7000,35329,0
2015-05-19,3000,0,0,0,3000,10529624,7000,0,0,0,7000,34489,0
2015-05-20,3000,0,0,0,3000,10529624,7000,0,0,0,7000,33354,0
2015-05-21,3000,0,0,0,3000,10529624,7000,0,0,0,7000,33008,0
2015-05-22,3000,0,0,0,3000,10529624,7000,0,0,0,7000,32592,0
2015-05-25,3000,1000,0,0,4000,10529624,7000,0,0,0,7000,32641,0
2015-05-26,4000,0,0,0,4000,10529624,7000,0,0,0,7000,32577,0
2015-05-27,4000,1000,0,0,5000,10529624,7000,0,0,0,7000,32894,0
2015-05-28,5000,0,0,0,5000,10529624,7000,0,0,0,7000,29255,0
2015-05-29,5000,0,0,0,5000,10529624,7000,0,0,0,7000,27635,0
2015-06-01,5000,0,0,0,5000,10529624,7000,0,0,0,7000,27265,0
2015-06-02,5000,0,0,0,5000,10529624,7000,0,0,0,7000,27403,0
2015-06-03,5000,5000,0,0,10000,10529624,7000,0,0,0,7000,28417,0
2015-06-04,10000,0,1000,0,9000,10529624,7000,0,0,0,7000,29110,0
2015-06-05,9000,0,2000,0,7000,10529624,7000,0,0,0,7000,28973,0
2015-06-08,7000,0,0,0,7000,10529624,7000,0,0,0,7000,28464,0
2015-06-09,7000,0,0,0,7000,10529624,7000,0,0,0,7000,28921,0
2015-06-10,7000,1000,0,0,8000,10529624,7000,0,0,0,7000,28241,0
2015-06-11,8000,0,0,0,8000,10529624,7000,0,0,0,7000,28181,0
2015-06-12,8000,0,0,0,8000,10529624,7000,0,0,0,7000,26428,0
2015-06-15,8000,0,1000,0,7000,10529624,7000,0,0,0,7000,25085,0
2015-06-16,7000,0,0,0,7000,10529624,7000,0,0,0,7000,23857,0
