sid,signal_date,entry_date,exit_date,hold_days,entry_open,exit_close,r_i,b_i,alpha_i,b_i_21d,alpha_i_21d,b_i_adj,alpha_i_adj,bench_n_entry,score,yoy,year,branch_era,status
6477,2017-09-28,2017-09-29,2017-10-31,20,19.506252,18.734129,-0.044008360247781084,0.030919930831798892,-0.07492829107957998,0.02859258838268608,-0.07260094863046716,0.03003914513929984,-0.07404750538708092,1656,2,5.750904,2017,False,closed
3661,2017-09-28,2017-09-29,2017-10-31,20,84.58491,108.752027,0.2812892840253659,0.030919930831798892,0.250369353193567,0.02859258838268608,0.2526966956426798,0.03003914513929984,0.25125013888606607,1656,0,0.484604,2017,False,closed
2049,2017-10-18,2017-10-19,2017-11-16,20,228.280413,239.350868,0.04406998410535991,-0.005433573282761173,0.04950355738812108,-0.0009143782426356273,0.044984362347995535,-0.005311565051462908,0.049381549156822815,1657,0,0.383873,2017,False,closed
1605,2017-10-24,2017-10-25,2017-11-22,20,11.201323,11.271772,0.0018643463566759954,0.00041125562562460694,0.0014530907310513885,-0.0005836970117745199,0.0024480433684505153,0.0003158089259875929,0.0015485374306884025,1676,2,0.662452,2017,False,closed
9945,2017-10-30,2017-10-31,2017-11-28,20,13.359772,13.774536,0.026620739403337215,0.008613908411567506,0.01800683099176971,0.015852580816928086,0.01076815858640913,0.008412336830049272,0.018208402573287943,1672,2,0.312599,2017,False,closed
4968,2017-10-31,2017-11-01,2017-11-29,20,75.141665,63.354737,-0.16128774718559946,0.007225727661467118,-0.16851347484706658,0.010666858106591182,-0.17195460529219064,0.007106118388364058,-0.16839386557396352,1683,0,0.262214,2017,False,closed
2103,2017-10-31,2017-11-01,2017-11-29,20,25.311133,27.207644,0.07050293783668228,0.007225727661467118,0.06327721017521516,0.010666858106591182,0.0598360797300911,0.007106118388364058,0.06339681944831822,1683,0,0.190235,2017,False,closed
2456,2017-11-16,2017-11-17,2017-12-15,20,128.39909,106.921424,-0.17169772755593515,-0.0047910378535033216,-0.16690668970243183,-0.0009162798066099098,-0.17078144774932524,-0.004628270010525792,-0.16706945754540936,1680,0,1.337063,2017,False,closed
2823,2017-11-22,2017-11-23,2017-12-21,20,24.036335,23.563489,-0.02409713387565114,-0.00790409196615438,-0.01619304190949676,-0.002600496540222208,-0.021496637335428934,-0.00878495838862603,-0.015312175487025112,1681,2,0.38187,2017,False,closed
8436,2017-11-28,2017-11-29,2017-12-27,20,148.940339,157.60291,0.053736348753208,-0.010917147529939886,0.06465349628314788,-0.008903951674323118,0.06264030042753112,-0.011724204817813777,0.06546055357102178,1685,0,0.261709,2017,False,closed
