date,mkt_logret,index,ma120,regime
2015-01-06,-0.01169511111376466,-0.01169511111376466,,False
2015-01-07,0.004948323458407477,-0.006746787655357183,,False
2015-01-08,0.003726060327035307,-0.003020727328321876,,False
2015-01-09,0.002197210055670464,-0.000823517272651412,,False
2015-01-12,-0.001939888880860918,-0.00276340615351233,,False
2015-01-13,0.003096776775405367,0.000333370621893037,,False
2015-01-14,1.4751014406106636e-05,0.00034812163629914365,,False
2015-01-15,-0.001718571967818299,-0.0013704503315191553,,False
2015-01-16,-0.010751951584069965,-0.01212240191558912,,False
2015-01-19,-0.004348362574734356,-0.016470764490323475,,False
2015-01-20,0.009214831385558963,-0.007255933104764512,,False
2015-01-21,0.00033068948662057836,-0.006925243618143934,,False
2015-01-22,0.006362613055633214,-0.00056263056251072,,False
2015-01-23,0.0016465409421168556,0.0010839103796061356,,False
2015-01-26,0.0001801204388981958,0.0012640308185043313,,False
2015-01-27,0.0031611580088350974,0.004425188827339429,,False
2015-01-28,-0.00038354659269367226,0.004041642234645757,,False
2015-01-29,-0.0014560978884539258,0.002585544346191831,,False
2015-01-30,-0.0018645904339361112,0.0007209539122557196,,False
2015-02-02,-0.0051585917470108305,-0.004437637834755111,,False
2015-02-03,0.002996486761434145,-0.001441151073320966,,False
2015-02-04,0.0014698841733370694,2.8733100016103442e-05,,False
2015-02-05,0.00019926955849148672,0.00022800265850759016,,False
2015-02-06,-0.0026917279203292847,-0.0024637252618216945,,False
2015-02-09,-0.0024713411507828044,-0.004935066412604499,,False
2015-02-10,-0.003455775910069515,-0.008390842322674015,,False
2015-02-11,-0.0018515169852479198,-0.010242359307921934,,False
2015-02-12,-0.001477286707112387,-0.011719646015034321,,False
2015-02-13,0.0037542087082646364,-0.007965437306769685,,False
2015-02-24,0.007555475847771351,-0.0004099614589983336,,False
2015-02-25,0.004813247621902057,0.004403286162903724,,False
2015-02-26,0.003155328289568,0.007558614452471723,,False
2015-03-02,0.00034416448194136626,0.00790277893441309,,False
2015-03-03,0.0017257649355883439,0.009628543870001434,,False
2015-03-04,0.00199764815940657,0.011626192029408004,,False
2015-03-05,0.004688855189588535,0.01631504721899654,,False
2015-03-06,0.0052361740806919545,0.02155122129968849,,False
2015-03-09,0.0007496355161050245,0.022300856815793517,,False
2015-03-10,-0.0037700667068214806,0.018530790108972038,,False
2015-03-11,-0.0032459331902999827,0.015284856918672055,,False
2015-03-12,0.005184921325968276,0.02046977824464033,,False
2015-03-13,0.0023758718059209154,0.022845650050561245,,False
2015-03-16,0.0007699245564881536,0.023615574607049397,,False
2015-03-17,-0.0018670777398109044,0.021748496867238492,,False
2015-03-18,0.002624887971536549,0.02437338483877504,,False
2015-03-19,0.006040024112619125,0.030413408951394164,,False
2015-03-20,0.0031259154672561166,0.03353932441865028,,False
2015-03-23,-0.0002824200965631766,0.033256904322087104,,False
2015-03-24,-5.44064599759609e-05,0.033202497862111144,,False
2015-03-25,-0.006007350937819025,0.02719514692429212,,False
2015-03-26,-0.0008656205909882963,0.02632952633330382,,False
2015-03-27,-0.003678403071766778,0.022651123261537044,,False
2015-03-30,-0.007812264104185761,0.014838859157351284,,False
2015-03-31,0.0037307525766238263,0.01856961173397511,,False
2015-04-01,-0.00442226614846909,0.01414734558550602,,False
2015-04-02,0.005862296557639397,0.020009642143145417,,False
2015-04-07,0.006438515478617973,0.02644815762176339,,False
2015-04-08,0.00010081199949889243,0.026548969621262283,,False
2015-04-09,-0.0027044454859247976,0.023844524135337487,,False
2015-04-10,-0.000853353816647167,0.02299117031869032,0.008590633046748205,True
2015-04-13,0.003963622134928191,0.02695479245361851,0.008891684840303454,True
2015-04-14,0.0042793072718992,0.03123409972551771,0.009252046370710136,True
2015-04-15,-0.003381258097066293,0.027852841628451416,0.009547297089086982,True
2015-04-16,0.0032797841442900465,0.03113262577274146,0.009884567849769084,True
2015-04-17,-0.0025809577673370212,0.02855166800540444,0.010171754006009627,True
2015-04-20,-0.007554194284048498,0.020997473721355943,0.010335780062302754,True
2015-04-21,-0.013558311014420192,0.00743916270693575,0.01029254696744653,False
2015-04-22,0.003757335661713871,0.01119649836864962,0.010305840370405397,True
2015-04-23,0.006411722311115137,0.01760822067976476,0.010411671969091766,True
2015-04-24,0.0015238887820509738,0.019132109461815733,0.010536249647559252,True
2015-04-27,0.004826329589120831,0.023958439050936566,0.010725294568733579,True
2015-04-28,-0.0008826532545689754,0.02307578579636759,0.010896829169117385,True
2015-04-29,-0.004047087733386948,0.019028698062980645,0.011008224633416882,True
2015-04-30,0.004051301644519066,0.023079999707499712,0.011171356729012597,True
2015-05-04,-0.004982407546550458,0.018097592160949253,0.011263706534771751,True
2015-05-05,-0.005023434449313635,0.013074157711635618,0.011287528260783119,True
2015-05-06,0.0032236614137152986,0.016297819125350915,0.011352596973309972,True
2015-05-07,-0.009048774332806937,0.007249044792543978,0.011299987329966819,False
2015-05-08,-0.007151611796810164,9.74329957338137e-05,0.011158182844723363,False
2015-05-11,-0.022482577787565575,-0.022385144791831763,0.010738891249266424,False
2015-05-12,-0.001333526697984449,-0.023718671489816212,0.010313489240141948,False
2015-05-13,0.005111844132655457,-0.018606827357160755,0.009960802452369962,False
2015-05-14,-0.005231715324053615,-0.02383854268121437,0.009553581426664126,False
2015-05-15,-0.005415011141126796,-0.029253553822341165,0.009091591721318827,False
2015-05-18,-0.011896928901446035,-0.0411504827237872,0.008500508492552874,False
2015-05-19,0.006922327665821379,-0.03422815505796582,0.008003663567546842,False
2015-05-20,0.0019205450451741303,-0.03230761001279169,0.007540315595359043,False
2015-05-21,-0.005016088511881349,-0.037323698524673043,0.007030497253085951,False
2015-05-22,0.003956690870841249,-0.0333670076538318,0.00657659270357002,False
2015-05-25,-0.0019652196616150633,-0.035332227315446864,0.0061109391478031665,False
2015-05-26,0.0003974708675121435,-0.03493475644793472,0.005659887547850002,False
2015-05-27,0.003933656982464606,-0.031001099465470115,0.005261398558574784,False
2015-05-28,0.007013482660253056,-0.02398761680521706,0.004946893017028635,False
2015-05-29,0.0012456760573983843,-0.022741940747818674,0.004652330955700472,False
2015-06-01,-0.0016292227142709788,-0.024371163462089653,0.004346820488144787,False
2015-06-02,0.0004546985858322458,-0.023916464876257405,0.004052411265598931,False
2015-06-03,-0.00859227694447901,-0.03250874182073642,0.0036754921616160923,False
2015-06-04,-0.02270236378603112,-0.055211105606767535,0.0030746085109183,False
2015-06-05,-0.005488085586691842,-0.06069919119345938,0.002430428715924586,False
2015-06-08,-0.006865095119565819,-0.0675642863130252,0.0017304815656350883,False
