date,day_trade_volume,day_trade_ratio
2026-06-16,803000,0.168538
2026-06-17,910000,0.336633
2026-06-18,1032000,0.280914
2026-06-22,377000,0.113621
2026-06-23,567000,0.172437
2026-06-24,388000,0.133844
2026-06-25,444000,0.230278
2026-06-26,755000,0.240717
2026-06-29,662000,0.264066
2026-06-30,781000,0.20513
2026-07-01,497000,0.206942
2026-07-02,451000,0.276598
2026-07-03,765000,0.143109
2026-07-06,0,0.0
2026-07-07,468000,0.141481
2026-07-08,2019000,0.189425
2026-07-09,727000,0.241567
2026-07-13,439000,0.10396
2026-07-14,658000,0.157412
2026-07-15,560000,0.291951
2026-07-16,882000,0.367882
2026-07-17,1798000,0.278933
2026-07-20,992000,0.315701
2026-07-21,260000,0.137372
