date,day_trade_volume,day_trade_ratio
2015-06-01,2000,0.0188
2015-06-02,0,0.0
2015-06-03,3000,0.0167
2015-06-04,0,0.0
2015-06-05,0,0.0
2015-06-08,1000,0.0081
2015-06-09,2000,0.0088
2015-06-10,0,0.0
2015-06-11,0,0.0
2015-06-12,0,0.0
2015-06-15,0,0.0
2015-06-16,0,0.0
2015-06-17,12000,0.0498
2015-06-18,0,0.0
2015-06-22,2000,0.0111
2015-06-23,0,0.0
2015-06-24,0,0.0
2015-06-25,0,0.0
2015-06-26,0,0.0
2015-06-29,1000,0.0158
2015-06-30,0,0.0
2015-07-01,7000,0.093
2015-10-02,5000,0.0224
2015-10-05,8000,0.0189
2015-10-06,4000,0.0132
2015-10-07,4000,0.025
2015-10-08,2000,0.0106
2015-10-12,1000,0.0057
2015-10-13,0,0.0
2015-10-14,0,0.0
2015-10-15,2000,0.0084
2015-10-16,31000,0.0643
2015-10-19,5000,0.0352
2015-10-20,2000,0.018
2015-10-21,2000,0.0109
2015-10-22,2000,0.0126
2015-10-23,2000,0.0083
2015-10-26,0,0.0
2015-10-27,3000,0.017
2015-10-28,19000,0.0563
2015-10-29,2000,0.0096
2015-10-30,14000,0.0369
2015-11-02,117000,0.0744
2015-11-03,85000,0.0723
2015-11-04,81000,0.1158
2015-11-05,123000,0.1126
2015-11-06,14000,0.0233
2015-11-09,26000,0.0416
2015-11-10,25000,0.0525
2015-11-11,30000,0.0693
2015-11-12,21000,0.0484
2015-11-13,15000,0.0382
2015-11-16,85000,0.0759
2015-11-17,80000,0.0718
2015-11-18,311000,0.1572
2015-11-19,204000,0.1347
2015-11-20,418000,0.1569
2015-11-23,278000,0.1835
2015-11-24,358000,0.186
2015-11-25,86000,0.088
2015-11-26,156000,0.1139
2015-11-27,266000,0.1514
2015-11-30,114000,0.1094
2015-12-01,20000,0.0332
2015-12-02,58000,0.0724
2015-12-03,32000,0.0531
2015-12-04,31000,0.0706
2015-12-07,132000,0.1422
2015-12-08,76000,0.1056
2015-12-09,57000,0.0714
2015-12-10,40000,0.0856
2015-12-11,14000,0.0373
2015-12-14,61000,0.1182
2015-12-15,66000,0.14
2015-12-16,15000,0.0489
2015-12-17,73000,0.1597
2015-12-18,37000,0.1015
2015-12-21,16000,0.0695
2015-12-22,7000,0.0401
2015-12-23,4000,0.0183
2015-12-24,22000,0.0516
2015-12-25,2000,0.0149
2015-12-28,6000,0.054
2015-12-29,7000,0.0432
2015-12-30,2000,0.0211
2015-12-31,6000,0.0259
2016-01-04,5000,0.021
2016-01-05,4000,0.0253
2016-01-06,13000,0.0489
2016-01-07,99000,0.1092
2016-01-08,32000,0.0607
2016-01-11,33000,0.0846
2016-01-12,19000,0.0394
2016-01-13,24000,0.0647
2016-01-14,26000,0.0748
2016-01-15,225000,0.1259
2016-01-18,891000,0.2144
2016-01-19,550000,0.2034
2016-01-20,630000,0.1827
2016-01-21,485000,0.196
2016-01-22,281000,0.1539
2016-01-25,109000,0.1259
2016-01-26,120000,0.1173
2016-01-27,418000,0.1829
2016-01-28,123000,0.0973
2016-01-29,97000,0.1023
2016-02-01,80000,0.0573
2016-02-02,125000,0.1097
2016-02-03,75000,0.0713
2016-02-15,54000,0.0648
2016-02-16,27000,0.0311
2016-02-17,155000,0.1017
2016-02-18,387000,0.1364
2016-02-19,103000,0.0719
2016-02-22,106000,0.0643
2016-02-23,166000,0.0861
2016-02-24,60000,0.0549
2016-02-25,45000,0.0585
2016-02-26,65000,0.083
2016-03-01,25000,0.0415
2016-03-02,20000,0.0454
2016-03-03,142000,0.1253
2016-03-04,40000,0.0629
2016-03-07,57000,0.0577
2016-03-08,17000,0.0474
2016-03-09,20000,0.0589
2016-03-10,17000,0.0366
2016-03-11,34000,0.0557
2016-03-14,5000,0.0131
2016-03-15,11000,0.018
2016-03-16,10000,0.0337
2016-03-17,6000,0.0198
2016-03-18,7000,0.0521
2016-03-21,10000,0.0408
2016-03-22,8000,0.0189
2016-03-23,11000,0.0429
2016-03-24,45000,0.0768
2016-03-25,4000,0.0112
2016-03-28,19000,0.034
2016-03-29,48000,0.1012
2016-03-30,15000,0.046
2016-03-31,11000,0.0386
2016-04-01,8000,0.0282
2016-04-06,4000,0.0111
2016-04-07,53000,0.0398
2016-04-08,199000,0.1305
2016-04-11,199000,0.1175
2016-04-12,26000,0.0335
2016-04-13,140000,0.1486
2016-04-14,143000,0.109
2016-04-15,72000,0.0695
2016-04-18,180000,0.0992
2016-04-19,220000,0.1543
2016-04-20,183000,0.1596
2016-04-21,105000,0.1172
2016-04-22,106000,0.1077
2016-04-25,52000,0.0988
