date,day_trade_volume,day_trade_ratio
2015-06-01,2000,0.0029
2015-06-02,16000,0.0175
2015-06-03,153000,0.0827
2015-06-04,47000,0.021
2015-06-05,13000,0.0078
2015-06-08,63000,0.0589
2015-06-09,35000,0.0089
2015-06-10,22000,0.0166
2015-06-11,25000,0.0295
2015-06-12,12000,0.0229
2015-06-15,12000,0.0177
2015-06-16,26000,0.0178
2015-06-17,7000,0.0066
2015-06-18,41000,0.0268
2015-06-22,5000,0.0044
2015-06-23,5000,0.006
2015-06-24,15000,0.0155
2015-06-25,308000,0.0841
2015-06-26,30000,0.0304
2015-06-29,21000,0.0211
2015-06-30,16000,0.0219
2015-07-01,26000,0.0271
2016-02-01,6000,0.0099
2016-02-02,16000,0.0415
2016-02-03,39000,0.0377
2016-02-15,0,0.0
2016-02-16,3000,0.0039
2016-02-17,11000,0.0162
2016-02-18,407000,0.1194
2016-02-19,118000,0.0878
2016-02-22,12000,0.0118
2016-02-23,219000,0.0792
2016-02-24,38000,0.0312
2016-02-25,136000,0.0795
2016-02-26,54000,0.0647
2016-03-01,35000,0.0235
2016-03-02,252000,0.0896
2016-03-03,32000,0.0216
2016-03-04,19000,0.0191
2016-03-07,59000,0.0429
2016-03-08,62000,0.057
2016-03-09,7000,0.0066
2016-03-10,13000,0.0185
2016-03-11,197000,0.093
2016-03-14,21000,0.0209
2016-03-15,27000,0.0209
2016-03-16,45000,0.0527
2016-03-17,15000,0.0147
2016-03-18,17000,0.0235
2016-03-21,97000,0.0509
2016-03-22,3000,0.0039
2016-03-23,14000,0.0143
2016-03-24,2000,0.0028
2016-03-25,21000,0.0419
2016-03-28,5000,0.0087
2016-03-29,25000,0.024
2016-03-30,44000,0.0782
2016-03-31,26000,0.0393
2016-04-01,3000,0.0097
2016-04-06,278000,0.1397
2016-04-07,65000,0.0437
2016-04-08,10000,0.0142
2016-04-11,5000,0.0074
2016-04-12,22000,0.027
2016-04-13,4000,0.007
2016-04-14,1000,0.0034
2016-04-15,1000,0.0024
2016-04-18,2000,0.0048
2016-04-19,467000,0.1939
2016-04-20,21000,0.0307
2016-04-21,2000,0.0039
2016-04-22,8000,0.0107
2016-04-25,14000,0.0239
2016-04-26,1000,0.0014
2016-04-27,25000,0.0444
2016-04-28,1000,0.0018
2016-04-29,39000,0.0378
2016-05-03,23000,0.0225
2016-05-04,39000,0.0435
2016-05-05,31000,0.0385
2016-05-06,13000,0.0238
2016-05-09,18000,0.0411
2016-05-10,23000,0.0697
2016-05-11,9000,0.0291
2016-05-12,11000,0.0149
2016-05-13,157000,0.0709
2016-05-16,29000,0.0461
2016-05-17,22000,0.0249
2016-05-18,15000,0.0376
2016-05-19,10000,0.0248
2016-05-20,13000,0.0395
2016-05-23,41000,0.0364
2016-05-24,4000,0.0098
2016-05-25,11000,0.0271
2016-05-26,4000,0.0074
2016-05-27,7000,0.0119
2016-05-30,17000,0.0286
2016-05-31,9000,0.0152
2016-06-01,308000,0.0898
2016-06-02,104000,0.0465
2016-06-03,64000,0.0605
2016-06-06,16000,0.0299
2016-06-07,6000,0.0128
2016-06-08,3000,0.0076
2016-06-13,5000,0.0075
2016-06-14,8000,0.0206
2016-06-15,2000,0.0046
2016-06-16,13000,0.0406
2016-06-17,8000,0.0312
2016-06-20,8000,0.026
2016-06-21,2000,0.0073
2016-06-22,38000,0.0372
2016-06-23,0,0.0
2016-06-24,14000,0.0137
2016-06-27,12000,0.0285
2016-06-28,8000,0.0214
2016-06-29,30000,0.0375
2016-06-30,153000,0.0851
2016-07-01,603000,0.12
2016-07-04,176000,0.099
2016-07-05,68000,0.0575
2016-07-06,12000,0.0132
2016-07-07,9000,0.018
2016-07-11,5000,0.0055
2016-07-12,17000,0.0277
2016-07-13,23000,0.0231
2016-07-14,150000,0.0756
2016-07-15,136000,0.0727
2016-07-18,12000,0.0159
2016-07-19,295000,0.1413
2016-07-20,12000,0.0151
2016-07-21,115000,0.0586
2016-07-22,86000,0.0529
2016-07-25,173000,0.084
2016-07-26,70000,0.0578
2016-07-27,148000,0.0743
2016-07-28,744000,0.1653
2016-07-29,62000,0.0426
2016-08-01,29000,0.0279
2016-08-02,30000,0.0606
2016-08-03,19000,0.0183
2016-08-04,16000,0.0095
2016-08-05,42000,0.0573
2016-08-08,50000,0.0566
2016-08-09,15000,0.0318
2016-08-10,59000,0.0959
2016-08-11,66000,0.0716
2016-08-12,0,0.0
2016-08-15,49000,0.0662
2016-08-16,51000,0.1177
2016-08-17,22000,0.0201
2016-08-18,5000,0.0095
2016-08-19,13000,0.0129
2016-08-22,86000,0.1079
2016-08-23,31000,0.0206
2016-08-24,16000,0.0244
2016-08-25,875000,0.146
2016-08-26,287000,0.0876
2016-08-29,27000,0.0292
2016-08-30,12000,0.0242
2016-08-31,10000,0.0177
