date,day_trade_volume,day_trade_ratio
2016-02-01,5000,0.0769
2016-02-02,4000,0.058
2016-02-03,1000,0.0145
2016-02-15,1000,0.0286
2016-02-16,13000,0.0647
2016-02-17,11000,0.0618
2016-02-18,43000,0.0565
2016-02-19,178000,0.1354
2016-02-22,151000,0.2663
2016-02-23,14000,0.0946
2016-02-24,18000,0.1
2016-02-25,101000,0.297
2016-02-26,10000,0.084
2016-03-01,15000,0.0661
2016-03-02,12000,0.0992
2016-03-03,67000,0.1599
2016-03-04,2000,0.0131
2016-03-07,14000,0.0828
2016-03-08,4000,0.0263
2016-03-09,19000,0.0633
2016-03-10,9000,0.0528
2016-03-11,18000,0.0496
2016-03-14,26000,0.0527
2016-03-15,12000,0.04
2016-03-16,14000,0.069
2016-03-17,7000,0.0419
2016-03-18,13000,0.064
2016-03-21,280000,0.1114
2016-03-22,186000,0.1192
2016-03-23,31000,0.0731
2016-03-24,29000,0.0884
2016-03-25,27000,0.0748
2016-03-28,20000,0.0545
2016-03-29,79000,0.1622
2016-03-30,5000,0.0189
2016-03-31,21000,0.1135
2016-04-01,5000,0.0409
2016-04-06,15000,0.0843
2016-04-07,11000,0.0714
2016-04-08,2000,0.0244
2016-04-11,24000,0.1333
2016-04-12,13000,0.0977
2016-04-13,23000,0.1575
2016-04-14,12000,0.1091
2016-04-15,6000,0.107
2016-04-18,4000,0.0519
2016-04-19,4000,0.0396
2016-04-20,5000,0.0641
2016-04-21,113000,0.2816
2016-04-22,6000,0.0335
2016-04-25,15000,0.153
2016-04-26,20000,0.0868
2016-04-27,3000,0.0303
2016-04-28,3000,0.0405
2016-04-29,3000,0.0326
2016-05-03,3000,0.0441
2016-05-04,10000,0.0633
2016-05-05,12000,0.1026
2016-05-06,1000,0.0222
2016-05-09,4000,0.0563
2016-05-10,1000,0.0213
2016-05-11,16000,0.2
2016-05-12,0,0.0
2016-05-13,5000,0.0806
2016-05-16,18000,0.1277
2016-05-17,3000,0.0441
2016-05-18,34000,0.1162
2016-05-19,12000,0.0847
2016-05-20,5000,0.0893
2016-05-23,4000,0.0605
2016-05-24,6000,0.0998
2016-05-25,3000,0.0326
2016-05-26,2000,0.0444
2016-05-27,3000,0.04
2016-05-30,14000,0.0854
2016-05-31,8000,0.0833
2016-06-01,1000,0.0147
2016-06-02,4000,0.0667
2016-06-03,2000,0.0316
2016-06-06,0,0.0
2016-06-07,3000,0.0498
2016-06-08,0,0.0
2016-06-13,17000,0.1695
2016-06-14,0,0.0
2016-06-15,2000,0.0392
2016-06-16,2000,0.0308
2016-06-17,6000,0.039
2016-06-20,2000,0.0222
2016-06-21,16000,0.1123
2016-06-22,2000,0.0357
2016-06-23,0,0.0
2016-06-24,3000,0.0201
2016-06-27,115000,0.2452
2016-06-28,12000,0.081
2016-06-29,3000,0.0319
2016-06-30,2000,0.0194
2016-07-01,6000,0.0741
2016-07-04,5000,0.1
2016-07-05,43000,0.1483
2016-07-06,477000,0.2404
2016-07-07,42000,0.0927
2016-07-11,19000,0.0392
2016-07-12,42000,0.1288
2016-07-13,27000,0.1617
2016-07-14,15000,0.0739
2016-07-15,10000,0.0612
2016-07-18,35000,0.0656
2016-07-19,15000,0.0633
2016-07-20,17000,0.0924
2016-07-21,11000,0.0152
2016-07-22,679000,0.2038
2016-07-25,48000,0.0882
2016-07-26,21000,0.0568
2016-07-27,26000,0.0812
2016-07-28,2000,0.0103
2016-07-29,12000,0.0678
2016-08-01,4000,0.0172
2016-08-02,10000,0.0592
2016-08-03,34000,0.1153
2016-08-04,1000,0.0101
2016-08-05,6000,0.0366
2016-08-08,252000,0.1559
2016-08-09,30000,0.0718
2016-08-10,10000,0.0592
2016-08-11,9000,0.0489
2016-08-12,6000,0.042
2016-08-15,5000,0.0704
2016-08-16,6000,0.0968
2016-08-17,2000,0.0435
2016-08-18,4000,0.0296
2016-08-19,1000,0.0119
2016-08-22,18000,0.1065
2016-08-23,6000,0.0465
2016-08-24,4000,0.0396
2016-08-25,1000,0.0164
2016-08-26,2000,0.029
2016-08-29,2000,0.0274
2016-08-30,33000,0.056
2016-08-31,99000,0.1106
2016-09-01,13000,0.0588
2016-09-02,9000,0.0457
2016-09-05,9000,0.0439
2016-09-06,12000,0.0811
2016-09-07,5000,0.0373
2016-09-08,0,0.0
2016-09-09,129000,0.1532
2016-09-12,123000,0.1651
2016-09-13,31000,0.0824
2016-09-14,4000,0.037
2016-09-19,7000,0.0625
2016-09-20,7000,0.0395
2016-09-21,5000,0.0266
2016-09-22,96000,0.1005
2016-09-23,18000,0.067
2016-09-26,5000,0.0212
2016-09-29,3000,0.0146
2016-09-30,207000,0.2025
2016-10-03,15000,0.0519
2016-10-04,6000,0.0324
2016-10-05,5000,0.0205
2016-10-06,12000,0.1131
2016-10-07,15000,0.0624
2016-10-11,54000,0.1104
2016-10-12,6000,0.0351
2016-10-13,4000,0.0223
2016-10-14,12000,0.0441
2016-10-17,7000,0.0752
2016-10-18,2000,0.0488
2016-10-19,2000,0.027
2016-10-20,5000,0.0345
2016-10-21,0,0.0
2016-10-24,0,0.0
2016-10-25,1000,0.0213
2016-10-26,0,0.0
2016-10-27,1000,0.0244
2016-10-28,53000,0.2245
2016-10-31,3000,0.0395
2016-11-01,1000,0.0435
2016-11-02,0,0.0
2016-11-03,3000,0.0349
2016-11-04,2000,0.0208
2016-11-07,1000,0.0345
2016-11-08,8000,0.1667
2016-11-09,5000,0.0431
2016-11-10,12000,0.0332
2016-11-11,11000,0.0576
2016-11-14,9000,0.0726
2016-11-15,6000,0.0667
2016-11-16,0,0.0
2016-11-17,1000,0.009
2016-11-18,10000,0.1097
2016-11-21,10000,0.0588
2016-11-22,221000,0.1706
2016-11-23,18000,0.0371
2016-11-24,3000,0.019
2016-11-25,3000,0.0353
2016-11-28,1000,0.0149
2016-11-29,1000,0.0152
2016-11-30,2000,0.0206
2016-12-01,1000,0.0104
2016-12-02,1000,0.0109
2016-12-05,2000,0.0407
2016-12-06,4000,0.058
2016-12-07,3000,0.0429
2016-12-08,1000,0.0112
2016-12-09,0,0.0
2016-12-12,2000,0.0161
2016-12-13,2000,0.0317
2016-12-14,1000,0.0084
2016-12-15,1000,0.0182
2016-12-16,10000,0.0389
2016-12-19,1000,0.0123
2016-12-20,0,0.0
2016-12-21,4000,0.0345
2016-12-22,11000,0.1158
2016-12-23,3000,0.0577
2016-12-26,1000,0.0294
2016-12-27,0,0.0
2016-12-28,0,0.0
2016-12-29,6000,0.1622
2016-12-30,6000,0.0625
2017-01-03,0,0.0
2017-01-04,1000,0.0189
2017-01-05,0,0.0
2017-01-06,0,0.0
2017-01-09,0,0.0
2017-01-10,32000,0.0812
2017-01-11,4000,0.017
2017-01-12,3000,0.0309
2017-01-13,2000,0.0182
2017-01-16,0,0.0
2017-01-17,7000,0.0706
2017-01-18,1000,0.0141
2017-01-19,5000,0.0962
2017-01-20,0,0.0
2017-01-23,1000,0.0217
2017-01-24,1000,0.0256
2017-02-02,1000,0.0322
2017-02-03,0,0.0
2017-02-06,5000,0.0136
2017-02-07,1000,0.0062
2017-02-08,2000,0.0123
2017-02-09,25000,0.0581
2017-02-10,6000,0.0212
2017-02-13,6000,0.0606
2017-02-14,1000,0.0085
2017-02-15,0,0.0
2017-02-16,5000,0.041
2017-02-17,0,0.0
2017-02-20,1000,0.0058
2017-02-21,1000,0.0101
2017-02-22,4000,0.0237
2017-02-23,5000,0.0459
2017-02-24,6000,0.1013
2017-03-01,0,0.0
2017-03-02,1000,0.0172
2017-03-03,0,0.0
2017-03-06,3000,0.1248
2017-03-07,10000,0.1515
2017-03-08,2000,0.0454
2017-03-09,1000,0.0118
2017-03-10,1000,0.0196
2017-03-13,0,0.0
2017-03-14,2000,0.0263
2017-03-15,0,0.0
2017-03-16,0,0.0
2017-03-17,2000,0.018
2017-03-20,12000,0.0774
2017-03-21,0,0.0
2017-03-22,4000,0.0444
2017-03-23,3000,0.0283
2017-03-24,0,0.0
2017-03-27,7000,0.1427
2017-03-28,9000,0.0789
2017-03-29,0,0.0
2017-03-30,7000,0.031
2017-03-31,0,0.0
2017-04-05,2000,0.0227
2017-04-06,11000,0.0638
2017-04-07,46000,0.2444
2017-04-10,3000,0.0329
2017-04-11,1000,0.0096
