date,day_trade_volume,day_trade_ratio
2016-02-01,3000,0.12
2016-02-02,0,0.0
2016-02-03,0,0.0
2016-02-15,0,0.0
2016-02-16,0,0.0
2016-02-17,0,0.0
2016-02-18,0,0.0
2016-02-19,0,0.0
2016-02-22,2000,0.0199
2016-02-23,0,0.0
2016-02-24,4000,0.0423
2016-02-25,0,0.0
2016-02-26,0,0.0
2016-03-01,0,0.0
2016-03-02,0,0.0
2016-03-03,0,0.0
2016-03-04,39000,0.1221
2016-03-07,8000,0.0406
2016-03-08,1000,0.0179
2016-03-09,0,0.0
2016-03-10,0,0.0
2016-03-11,0,0.0
2016-03-14,0,0.0
2016-03-15,29000,0.0131
2016-03-16,1000,0.0032
2016-03-17,0,0.0
2016-03-18,0,0.0
2016-03-21,1000,0.0055
2016-03-22,0,0.0
2016-03-23,0,0.0
2016-03-24,0,0.0
2016-03-25,0,0.0
2016-03-28,0,0.0
2016-03-29,0,0.0
2016-03-30,0,0.0
2016-03-31,0,0.0
2016-04-01,0,0.0
2016-04-06,0,0.0
2016-04-07,5000,0.0315
2016-04-08,1000,0.0056
2016-04-11,0,0.0
2016-04-12,1000,0.0052
2016-04-13,1000,0.0073
2016-04-14,1000,0.0019
2016-04-15,17000,0.067
2016-04-18,0,0.0
2016-04-19,0,0.0
2016-04-20,5000,0.0223
2016-04-21,2000,0.0167
2016-04-22,0,0.0
2016-04-25,0,0.0
2016-04-26,6000,0.0665
2016-04-27,0,0.0
2016-04-28,0,0.0
2016-04-29,66000,0.0574
2016-05-03,63000,0.0719
2016-05-04,7000,0.0204
2016-05-05,0,0.0
2016-05-06,0,0.0
2016-05-09,0,0.0
2016-05-10,18000,0.033
2016-05-11,5000,0.0412
2016-05-12,0,0.0
2016-05-13,0,0.0
2016-05-16,0,0.0
2016-05-17,0,0.0
2016-05-18,1000,0.0082
2016-05-19,0,0.0
2016-05-20,0,0.0
2016-05-23,2000,0.0088
2016-05-24,1000,0.0059
2016-05-25,4000,0.0138
2016-05-26,0,0.0
2016-05-27,78000,0.1305
2016-05-30,8000,0.0403
2016-05-31,0,0.0
2016-06-01,1000,0.0216
2016-06-02,3000,0.0228
2016-06-03,0,0.0
2016-06-06,5000,0.0928
2016-06-07,0,0.0
2016-06-08,0,0.0
2016-06-13,7000,0.0398
2016-06-14,0,0.0
2016-06-15,9000,0.0265
2016-06-16,3000,0.0341
2016-06-17,5000,0.0331
2016-06-20,0,0.0
2016-06-21,1000,0.0221
2016-06-22,0,0.0
2016-06-23,0,0.0
2016-06-24,5000,0.028
2016-06-27,0,0.0
2016-06-28,31000,0.0191
2016-06-29,20000,0.0489
2016-06-30,1000,0.0053
2016-07-01,0,0.0
2016-07-04,4000,0.0517
2016-07-05,0,0.0
2016-07-06,0,0.0
2016-07-07,0,0.0
2016-07-11,36000,0.0479
2016-07-12,4000,0.0158
2016-07-13,0,0.0
2016-07-14,5000,0.0703
2016-07-15,1000,0.0072
2016-07-18,0,0.0
2016-07-19,34000,0.0199
2016-07-20,67000,0.1958
2016-07-21,45000,0.0873
2016-07-22,0,0.0
2016-07-25,0,0.0
2016-07-26,0,0.0
2016-07-27,0,0.0
2016-07-28,0,0.0
2016-07-29,0,0.0
2016-08-01,0,0.0
2016-08-02,0,0.0
2016-08-03,0,0.0
2016-08-04,16000,0.0274
2016-08-05,8000,0.0295
2016-08-08,22000,0.0316
2016-08-09,10000,0.0264
2016-08-10,3000,0.0169
2016-08-11,32000,0.034
2016-08-12,9000,0.0474
2016-08-15,0,0.0
2016-08-16,0,0.0
2016-08-17,1000,0.0121
2016-08-18,0,0.0
2016-08-19,0,0.0
2016-08-22,0,0.0
2016-08-23,0,0.0
2016-08-24,0,0.0
2016-08-25,8000,0.1468
2016-08-26,0,0.0
2016-08-29,0,0.0
2016-08-30,0,0.0
2016-08-31,0,0.0
2016-09-01,0,0.0
2016-09-02,0,0.0
2016-09-05,0,0.0
2016-09-06,0,0.0
2016-09-07,11000,0.0274
2016-09-08,1000,0.0047
2016-09-09,0,0.0
2016-09-12,0,0.0
2016-09-13,0,0.0
2016-09-14,0,0.0
2016-09-19,0,0.0
2016-09-20,0,0.0
2016-09-21,0,0.0
2016-09-22,0,0.0
2016-09-23,12000,0.0086
2016-09-26,1000,0.0018
2016-09-29,1000,0.0048
2016-09-30,0,0.0
2016-10-03,175000,0.107
2016-10-04,725000,0.1493
2016-10-05,113000,0.0747
2016-10-06,1108000,0.2445
2016-10-07,98000,0.1076
2016-10-11,140000,0.1058
2016-10-12,2000,0.0075
2016-10-13,10000,0.0389
2016-10-14,2000,0.005
2016-10-17,1000,0.0081
2016-10-18,0,0.0
2016-10-19,0,0.0
2016-10-20,41000,0.0525
2016-10-21,0,0.0
2016-10-24,6000,0.0197
2016-10-25,0,0.0
2016-10-26,0,0.0
2016-10-27,0,0.0
2016-10-28,1000,0.009
2016-10-31,0,0.0
2016-11-01,1000,0.021
2016-11-02,1000,0.0054
2016-11-03,0,0.0
2016-11-04,1000,0.0131
2016-11-07,1000,0.0094
2016-11-08,0,0.0
2016-11-09,5000,0.008
2016-11-10,0,0.0
2016-11-11,6000,0.0137
2016-11-14,0,0.0
2016-11-15,0,0.0
2016-11-16,0,0.0
2016-11-17,0,0.0
2016-11-18,0,0.0
2016-11-21,0,0.0
2016-11-22,10000,0.0226
2016-11-23,8000,0.0249
2016-11-24,16000,0.0653
2016-11-25,1000,0.0086
2016-11-28,0,0.0
2016-11-29,1000,0.0163
2016-11-30,0,0.0
2016-12-01,0,0.0
2016-12-02,3000,0.0166
2016-12-05,1000,0.0147
2016-12-06,0,0.0
2016-12-07,0,0.0
2016-12-08,1000,0.0098
2016-12-09,6000,0.0357
2016-12-12,1000,0.0128
2016-12-13,0,0.0
2016-12-14,0,0.0
2016-12-15,0,0.0
2016-12-16,0,0.0
2016-12-19,0,0.0
2016-12-20,0,0.0
2016-12-21,0,0.0
2016-12-22,1000,0.0158
2016-12-23,0,0.0
2016-12-26,0,0.0
2016-12-27,0,0.0
2016-12-28,0,0.0
2016-12-29,4000,0.0336
2016-12-30,0,0.0
2017-01-03,0,0.0
2017-01-04,0,0.0
2017-01-05,0,0.0
