date,day_trade_volume,day_trade_ratio
2023-04-06,249000,0.3422
2023-04-07,130000,0.2049
2023-04-10,209000,0.3285
2023-04-11,226000,0.4024
2023-04-12,287000,0.4468
2023-04-13,343000,0.4544
2023-04-14,222000,0.3679
2023-04-17,266000,0.3354
2023-04-18,229000,0.3638
2023-04-19,214000,0.3323
2023-04-20,225000,0.3712
2023-04-21,559000,0.539
2023-04-24,347000,0.538
2023-04-25,370000,0.4579
2023-04-26,282000,0.5426
2023-04-27,237000,0.485
2023-04-28,518000,0.5349
2023-05-02,159000,0.3726
2023-05-03,309000,0.5577
2023-05-04,128000,0.308
2023-05-05,100000,0.4282
2023-05-08,238000,0.2462
2023-05-09,161000,0.4042
2023-05-10,127000,0.4361
2023-05-11,106000,0.3416
2023-05-12,59000,0.3401
2023-05-15,182000,0.3725
2023-05-16,117000,0.4832
2023-05-17,53000,0.4203
2023-05-18,53000,0.3399
2023-05-19,43000,0.2496
2023-05-22,64000,0.4256
2023-05-23,54000,0.3469
2023-05-24,51000,0.1562
2023-05-25,179000,0.3869
2023-05-26,125000,0.2165
2023-05-29,94000,0.2242
2023-05-30,55000,0.165
2023-05-31,205000,0.1927
2023-06-01,367000,0.3668
2023-06-02,650000,0.4548
2023-06-05,373000,0.3831
2023-06-06,231000,0.4512
2023-06-07,334000,0.384
2023-06-08,424000,0.6033
2023-06-09,233000,0.2627
2023-06-12,342000,0.2754
2023-06-13,1447000,0.4841
2023-06-14,366000,0.2614
2023-06-15,455000,0.4512
2023-06-16,402000,0.3062
2023-06-19,218000,0.2754
2023-06-20,228000,0.2323
2023-06-21,284000,0.279
2023-06-26,264000,0.2413
2023-06-27,194000,0.4175
2023-06-28,261000,0.3713
2023-06-29,153000,0.39
2023-06-30,424000,0.4042
2023-07-03,202000,0.3766
2023-07-04,95000,0.3062
2023-07-05,111000,0.304
2023-07-06,470000,0.3408
2023-07-07,407000,0.3769
2023-07-10,931000,0.4344
2023-07-11,473000,0.5146
2023-07-12,531000,0.3984
2023-07-13,345000,0.3303
2023-07-14,198000,0.3726
2023-07-17,183000,0.4268
2023-07-18,134000,0.2053
2023-07-19,605000,0.3205
2023-07-20,228000,0.421
2023-07-21,335000,0.4964
2023-07-24,95000,0.1429
2023-07-25,175000,0.3876
2023-07-26,154000,0.4486
2023-07-27,383000,0.2327
2023-07-28,1560000,0.4446
2023-07-31,1640000,0.5024
2023-08-01,2364000,0.594
2023-08-02,672000,0.3161
2023-08-04,616000,0.5982
2023-08-07,652000,0.553
2023-08-08,427000,0.5397
2023-08-09,318000,0.5425
2023-08-10,343000,0.4
2023-08-11,338000,0.5329
2023-08-14,198000,0.3822
2023-08-15,124000,0.3294
2023-08-16,183000,0.354
2023-08-17,237000,0.4154
2023-08-18,346000,0.3477
2023-08-21,108000,0.3315
2023-08-22,170000,0.4959
2023-08-23,347000,0.2819
2023-08-24,482000,0.4723
2023-08-25,157000,0.3255
2023-08-28,200000,0.4576
2023-08-29,189000,0.3818
2023-08-30,390000,0.3364
2023-08-31,502000,0.4919
2023-09-01,112000,0.2145
2023-09-04,351000,0.3085
2023-09-05,440000,0.4791
2023-09-06,116000,0.3309
2023-09-07,155000,0.4535
2023-09-08,202000,0.2891
2023-09-11,350000,0.1421
2023-09-12,501000,0.4137
2023-09-13,276000,0.4401
2023-09-14,116000,0.3013
2023-09-15,188000,0.1799
2023-09-18,161000,0.5186
2023-09-19,98000,0.2296
2023-09-20,77000,0.3074
2023-09-21,161000,0.3449
2023-09-22,114000,0.315
2023-09-25,104000,0.4158
2023-09-26,73000,0.3342
2023-09-27,91000,0.4515
2023-09-28,34000,0.251
2023-10-02,124000,0.2472
2023-10-03,151000,0.3054
2023-10-04,420000,0.4584
2023-10-05,38000,0.2191
