date,day_trade_volume,day_trade_ratio
2019-12-05,1000,0.0233
2019-12-06,0,0.0
2019-12-09,0,0.0
2019-12-10,16000,0.2462
2019-12-11,0,0.0
2019-12-12,1000,0.02
2019-12-13,0,0.0
2019-12-16,1000,0.025
2019-12-17,0,0.0
2019-12-18,0,0.0
2019-12-19,0,0.0
2019-12-20,0,0.0
2019-12-23,5000,0.1471
2019-12-24,6000,0.0857
2019-12-25,0,0.0
2019-12-26,0,0.0
2019-12-27,0,0.0
2019-12-30,0,0.0
2019-12-31,0,0.0
2020-01-02,5000,0.1389
2020-01-03,0,0.0
2020-01-06,0,
2020-01-07,1000,0.25
2020-01-08,0,0.0
2020-01-09,8000,0.32
2020-01-10,0,0.0
2020-01-13,0,0.0
2020-01-14,0,0.0
2020-01-15,1000,0.25
2020-01-16,1000,0.1429
2020-01-17,0,0.0
2020-01-20,0,0.0
2020-01-30,4000,0.2667
2020-01-31,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,1000,0.0833
2020-02-07,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,6000,0.2143
2020-02-13,2000,0.1538
2020-02-14,0,
2020-02-17,0,
2020-02-18,0,0.0
2020-02-19,0,
2020-02-20,3000,0.1126
2020-02-21,154000,0.5944
2020-02-24,34000,0.3029
2020-02-25,5000,0.1471
2020-02-26,0,0.0
2020-02-27,2000,0.1176
2020-03-02,2000,0.1333
2020-03-03,0,
2020-03-04,0,0.0
2020-03-05,0,
2020-03-06,0,0.0
2020-03-09,2000,0.25
2020-03-10,0,
2020-03-11,0,0.0
2020-03-12,13000,0.1193
2020-03-13,6000,0.1579
2020-03-16,12000,0.3429
2020-03-17,7000,0.28
2020-03-18,0,0.0
2020-03-19,3000,0.111
2020-03-20,14000,0.2373
2020-03-23,0,0.0
2020-03-24,1000,0.0208
2020-03-25,1000,0.125
2020-03-26,10000,0.1586
2020-03-27,1000,0.1655
2020-03-30,3000,0.1875
2020-03-31,2000,0.3899
2020-04-01,0,0.0
2020-04-06,0,0.0
2020-04-07,0,0.0
2020-04-08,0,0.0
2020-04-09,0,0.0
2020-04-10,0,
2020-04-13,0,0.0
2020-04-14,0,0.0
2020-04-15,0,0.0
2020-04-16,1000,0.5
2020-04-17,0,0.0
2020-04-20,0,0.0
2020-04-21,0,0.0
2020-04-22,0,
2020-04-23,0,0.0
2020-04-24,0,
2020-04-27,0,0.0
2020-04-28,0,0.0
2020-04-29,19000,0.4043
2020-04-30,10000,0.261
2020-05-04,0,0.0
2020-05-05,0,
2020-05-06,7000,0.1373
2020-05-07,0,0.0
2020-05-08,3000,0.271
2020-05-11,1000,0.0435
2020-05-12,0,0.0
2020-05-13,7000,0.0959
2020-05-14,2000,0.25
2020-05-15,0,
2020-05-18,0,0.0
2020-05-19,1000,0.0769
2020-05-20,2000,0.1428
2020-05-21,0,0.0
2020-05-22,0,0.0
2020-05-25,0,0.0
2020-05-26,5000,0.4167
2020-05-27,47000,0.7581
2020-05-28,0,0.0
2020-05-29,6000,0.1651
2020-06-01,7000,0.1625
2020-06-02,2000,0.3333
2020-06-03,12000,0.3077
2020-06-04,2000,0.1667
2020-06-05,0,0.0
2020-06-08,0,0.0
2020-06-09,2000,0.0741
2020-06-10,27000,0.4655
2020-06-11,8000,0.1728
2020-06-12,4000,0.1053
2020-06-15,2000,0.1527
2020-06-16,1000,0.0606
2020-06-17,2000,0.25
2020-06-18,0,0.0
2020-06-19,11000,0.2157
2020-06-22,0,0.0
2020-06-23,5000,0.3297
2020-06-24,0,0.0
2020-06-29,0,0.0
2020-06-30,0,0.0
2020-07-01,0,0.0
2020-07-02,3000,0.2143
2020-07-03,3000,0.125
2020-07-06,2000,0.0317
2020-07-07,0,0.0
2020-07-08,11000,0.2683
2020-07-09,6000,0.25
2020-07-10,3000,0.2727
2020-07-13,1000,0.1111
2020-07-14,1000,0.0625
2020-07-15,33000,0.1803
2020-07-16,169000,0.3062
2020-07-17,47000,0.1343
2020-07-20,3000,0.0614
2020-07-21,4000,0.1026
2020-07-22,3000,0.1364
2020-07-23,1000,0.0217
2020-07-24,0,0.0
2020-07-27,1000,0.0909
2020-07-28,7000,0.35
2020-07-29,2000,0.0952
2020-07-30,2000,0.0624
2020-07-31,0,0.0
2020-08-03,0,0.0
2020-08-04,16000,0.2353
2020-08-05,3000,0.25
2020-08-06,15000,0.3
2020-08-07,0,0.0
2020-08-10,2000,0.0348
2020-08-11,2000,0.1111
2020-08-12,9000,0.1522
2020-08-13,0,0.0
2020-08-14,0,0.0
2020-08-17,2000,0.0769
2020-08-18,0,0.0
2020-08-19,0,0.0
2020-08-20,4000,0.2667
2020-08-21,6000,0.1176
