date,day_trade_volume,day_trade_ratio
2025-11-05,22000,0.178
2025-11-06,17000,0.1067
2025-11-07,32000,0.1818
2025-11-10,26000,0.1227
2025-11-11,23000,0.1529
2025-11-12,12000,0.1721
2025-11-13,51000,0.149
2025-11-14,19000,0.0888
2025-11-17,32000,0.1912
2025-11-18,31000,0.1446
2025-11-19,42000,0.3119
2025-11-20,15000,0.1328
2025-11-21,15000,0.136
2025-11-24,6000,0.168
2025-11-25,32000,0.4352
2025-11-26,36000,0.2433
2025-11-27,47000,0.3133
2025-11-28,6000,0.1088
2025-12-01,12000,0.1235
2025-12-02,1000,0.0416
2025-12-03,10000,0.1388
2025-12-04,2000,0.055
2025-12-05,5000,0.0708
2025-12-08,11000,0.1083
2025-12-09,25000,0.1975
2025-12-10,13000,0.1877
2025-12-11,31000,0.2172
2025-12-12,3000,0.0496
2025-12-15,9000,0.1418
2025-12-16,9000,0.1354
2025-12-17,6000,0.2664
2025-12-18,8000,0.1941
2025-12-19,6000,0.1322
2025-12-22,2000,0.0451
2025-12-23,8000,0.0907
2025-12-24,2000,0.0814
2025-12-26,6000,0.1442
2025-12-29,2000,0.0616
2025-12-30,0,0.0
2025-12-31,248000,0.3441
2026-01-02,32000,0.18
2026-01-05,15000,0.0471
2026-01-06,48000,0.3149
2026-01-07,19000,0.0904
2026-01-08,7000,0.0766
2026-01-09,22000,0.2021
2026-01-12,25000,0.2159
2026-01-13,277000,0.3909
2026-01-14,65000,0.2575
2026-01-15,42000,0.2182
2026-01-16,27000,0.1643
2026-01-19,7000,0.0882
2026-01-20,82000,0.282
2026-01-21,25000,0.1877
2026-01-22,18000,0.1365
2026-01-23,36000,0.1911
2026-01-26,7000,0.0692
2026-01-27,13000,0.091
2026-01-28,12000,0.1258
2026-01-29,3000,0.0437
2026-01-30,11000,0.1275
2026-02-02,8000,0.1178
2026-02-03,4000,0.0352
2026-02-04,4000,0.0539
2026-02-05,73000,0.4401
2026-02-06,7000,0.1024
2026-02-09,3000,0.044
2026-02-10,4000,0.0667
2026-02-11,3000,0.046
2026-02-23,15000,0.1427
2026-02-24,6000,0.0734
2026-02-25,1000,0.0176
2026-02-26,1000,0.0105
2026-03-02,13000,0.1225
2026-03-03,6000,0.0826
2026-03-04,19000,0.1881
2026-03-05,3000,0.0749
2026-03-06,3000,0.0845
2026-03-09,4000,0.0413
2026-03-10,11000,0.1547
2026-03-11,8000,0.1105
2026-03-12,1000,0.0261
2026-03-13,0,0.0
2026-03-16,11000,0.0702
2026-03-17,26000,0.2296
2026-03-18,75000,0.188
2026-03-19,37000,0.2117
2026-03-20,32000,0.1464
2026-03-23,27000,0.1521
2026-03-24,40000,0.2073
2026-03-25,54000,0.2595
2026-03-26,59000,0.234
2026-03-27,44000,0.2678
2026-03-30,49000,0.3
2026-03-31,43000,0.3024
2026-04-01,19000,0.2384
2026-04-02,9000,0.1193
2026-04-07,10000,0.0784
2026-04-08,26000,0.2304
2026-04-09,10000,0.1911
2026-04-10,8000,0.1937
2026-04-13,49000,0.3184
2026-04-14,60000,0.3714
2026-04-15,68000,0.3387
2026-04-16,37000,0.2944
2026-04-17,17000,0.2677
2026-04-20,18000,0.2088
2026-04-21,56000,0.322
2026-04-22,25000,0.1797
2026-04-23,31000,0.2867
2026-04-24,13000,0.1945
2026-04-27,54000,0.3343
2026-04-28,20000,0.1455
2026-04-29,18000,0.0936
2026-04-30,1000,0.0135
2026-05-04,20000,0.0688
2026-05-05,35000,0.1843
2026-05-06,23000,0.1119
2026-05-07,161000,0.4459
2026-05-08,14000,0.1282
2026-05-11,28000,0.1629
2026-05-12,20000,0.2082
2026-05-13,55000,0.1794
2026-05-14,11000,0.0615
2026-05-15,35000,0.1228
2026-05-18,29000,0.1629
2026-05-19,18000,0.1622
2026-05-20,11000,0.1239
2026-05-21,6000,0.0628
2026-05-22,5000,0.0477
2026-05-25,17000,0.0736
2026-05-26,20000,0.1185
2026-05-27,19000,0.1483
2026-05-28,16000,0.1409
2026-05-29,44000,0.2391
2026-06-01,45000,0.2356
2026-06-02,11000,0.0771
2026-06-03,23000,0.1253
2026-06-04,18000,0.0849
2026-06-05,24000,0.098
2026-06-08,24000,0.2785
2026-06-09,10000,0.0741
2026-06-10,14000,0.1709
2026-06-11,2000,0.0287
2026-06-12,23000,0.1735
2026-06-15,35000,0.1549
2026-06-16,10000,0.0565
2026-06-17,59000,0.1989
2026-06-18,9000,0.0433
2026-06-22,28000,0.1782
2026-06-23,7000,0.0507
2026-06-24,6000,0.2005
2026-06-25,7000,0.0877
2026-06-26,13000,0.1603
2026-06-29,0,0.0
2026-06-30,0,0.0
2026-07-01,4000,0.1384
2026-07-02,1000,0.0728
2026-07-03,16000,0.2263
2026-07-06,13000,0.206
2026-07-07,3000,0.1006
2026-07-08,2000,0.1749
2026-07-09,0,0.0
2026-07-13,10000,0.1226
2026-07-14,14000,0.1091
2026-07-15,15000,0.2537
2026-07-16,1000,0.0251
2026-07-17,4000,0.0806
2026-07-20,8000,0.2063
2026-07-21,1000,0.040589
2026-07-22,14000,0.236666
2026-07-23,6000,0.079874
