date,day_trade_volume,day_trade_ratio
2024-05-28,1000,0.036
2024-05-29,0,0.0
2024-05-30,0,0.0
2024-05-31,0,0.0
2024-06-03,2000,0.0523
2024-06-04,1000,0.0984
2024-06-05,1000,0.0342
2024-06-06,27000,0.0956
2024-06-07,159000,0.4089
2024-06-11,7000,0.079
2024-06-12,5000,0.089
2024-06-13,4000,0.0967
2024-06-14,2000,0.1082
2024-06-17,17000,0.1453
2024-06-18,18000,0.1835
2024-06-19,3000,0.0808
2024-06-20,0,0.0
2024-06-21,0,0.0
2024-06-24,0,0.0
2024-06-25,1000,0.0458
2024-06-26,0,0.0
2024-06-27,0,0.0
2024-06-28,0,0.0
2024-07-01,3000,0.1216
2024-07-02,1000,0.0283
2024-07-03,2000,0.1329
2024-07-04,2000,0.0345
2024-07-05,16000,0.1345
2024-07-08,409000,0.3419
2024-07-09,316000,0.4286
2024-07-10,28000,0.1814
2024-07-11,14000,0.1372
2024-07-12,4000,0.0905
2024-07-15,3000,0.0798
2024-07-16,1000,0.0272
2024-07-17,13000,0.15
2024-07-18,3000,0.048
2024-07-19,1000,0.0152
2024-07-22,2000,0.0291
2024-07-23,3000,0.1045
2024-07-26,2000,0.1579
2024-07-29,1000,0.0285
2024-07-30,1000,0.0379
2024-07-31,3000,0.183
2024-08-01,2000,0.083
2024-08-02,4000,0.1073
2024-08-05,2000,0.0242
2024-08-06,5000,0.2565
2024-08-07,1000,0.0623
2024-08-08,0,0.0
2024-08-09,1000,0.0219
2024-08-12,4000,0.0526
2024-08-13,1000,0.0958
2024-08-14,0,0.0
2024-08-15,10000,0.3666
2024-08-16,0,0.0
2024-08-19,0,0.0
2024-08-20,0,0.0
2024-08-21,2000,0.0437
2024-08-22,1000,0.0507
2024-08-23,1000,0.0533
2024-08-26,3000,0.09
2024-08-27,0,0.0
2024-08-28,1000,0.0684
2024-08-29,0,0.0
2024-08-30,3000,0.1727
2024-09-02,0,0.0
2024-09-03,4000,0.0824
2024-09-04,0,0.0
2024-09-05,1000,0.046
2024-09-06,8000,0.0942
2024-09-09,10000,0.1055
2024-09-10,3000,0.1439
2024-09-11,2000,0.0634
2024-09-12,2000,0.0628
2024-09-13,6000,0.0982
2024-09-16,14000,0.1005
2024-09-18,10000,0.1038
2024-09-19,7000,0.0695
2024-09-20,3000,0.0386
2024-09-23,1000,0.0234
2024-09-24,1000,0.0297
2024-09-25,0,0.0
2024-09-26,2000,0.042
2024-09-27,13000,0.0846
2024-09-30,2000,0.0623
2024-10-01,0,0.0
2024-10-04,1000,0.0165
2024-10-07,3000,0.0725
2024-10-08,1000,0.0301
2024-10-09,5000,0.0993
2024-10-11,12000,0.1066
2024-10-14,0,0.0
2024-10-15,2000,0.0692
2024-10-16,4000,0.1025
2024-10-17,1000,0.0587
2024-10-18,1000,0.0334
2024-10-21,0,0.0
2024-10-22,0,0.0
2024-10-23,0,0.0
2024-10-24,0,0.0
2024-10-25,0,0.0
2024-10-28,1000,0.047
2024-10-29,1000,0.0628
2024-10-30,5000,0.437
2024-11-01,1000,0.0946
2024-11-04,8000,0.2161
2024-11-05,1000,0.1897
2024-11-06,0,0.0
2024-11-07,0,0.0
2024-11-08,1000,0.0405
2024-11-11,1000,0.0517
2024-11-12,0,0.0
2024-11-13,4000,0.0594
2024-11-14,37000,0.134
2024-11-15,10000,0.1349
2024-11-18,8000,0.3129
2024-11-19,1000,0.0884
2024-11-20,3000,0.1492
2024-11-21,0,0.0
2024-11-22,20000,0.6346
2024-11-25,0,0.0
2024-11-26,0,0.0
2024-11-27,0,0.0
2024-11-28,1000,0.0513
2024-11-29,12000,0.1466
2024-12-02,25000,0.3734
2024-12-03,6000,0.1592
2024-12-04,5000,0.2334
2024-12-05,26000,0.4013
2024-12-06,0,0.0
2024-12-09,5000,0.1901
2024-12-10,2000,0.2821
2024-12-11,0,0.0
2024-12-12,3000,0.2561
2024-12-13,0,0.0
2024-12-16,0,0.0
2024-12-17,0,0.0
2024-12-18,0,0.0
2024-12-19,3000,0.4981
2024-12-20,2000,0.1195
2024-12-23,0,0.0
2024-12-24,0,0.0
2024-12-25,1000,0.0904
2024-12-26,0,0.0
2024-12-27,2000,0.169
2024-12-30,5000,0.2474
2024-12-31,1000,0.1778
2025-01-02,0,0.0
2025-01-03,0,0.0
2025-01-06,0,0.0
2025-01-07,0,0.0
2025-01-08,0,0.0
2025-01-09,7000,0.4421
2025-01-10,0,0.0
2025-01-13,1000,0.0473
2025-01-14,2000,0.2151
2025-01-15,0,0.0
2025-01-16,1000,0.0909
2025-01-17,5000,0.2553
2025-01-20,3000,0.0919
2025-01-21,0,0.0
2025-01-22,0,0.0
2025-02-03,0,0.0
2025-02-04,0,0.0
2025-02-05,0,0.0
2025-02-06,0,0.0
2025-02-07,0,0.0
2025-02-10,1000,0.058
2025-02-11,4000,0.146
2025-02-12,0,0.0
2025-02-13,0,0.0
2025-02-14,0,0.0
2025-02-17,0,0.0
2025-02-18,0,0.0
2025-02-19,0,0.0
2025-02-20,0,0.0
2025-02-21,0,0.0
2025-02-24,2000,0.0506
2025-02-25,1000,0.0813
2025-02-26,0,0.0
2025-02-27,0,0.0
2025-03-03,1000,0.041
2025-03-04,3000,0.2999
2025-03-05,0,0.0
2025-03-06,0,0.0
2025-03-07,0,0.0
2025-03-10,2000,0.1418
2025-03-11,0,0.0
2025-03-12,0,0.0
2025-03-13,0,0.0
2025-03-14,0,0.0
2025-03-17,0,0.0
2025-03-18,0,0.0
2025-03-19,0,0.0
2025-03-20,1000,0.0885
2025-03-21,0,0.0
2025-03-24,1000,0.0663
2025-03-25,0,0.0
2025-03-26,1000,0.1224
2025-03-27,1000,0.1874
2025-03-28,15000,0.401
2025-03-31,4000,0.1655
2025-04-01,0,0.0
2025-04-02,1000,0.1428
2025-04-07,6000,0.0772
2025-04-08,8000,0.1112
2025-04-09,5000,0.0813
2025-04-10,2000,0.1966
2025-04-11,0,
2025-04-14,3000,0.1965
2025-04-15,0,0.0
2025-04-16,1000,0.1098
2025-04-17,0,0.0
2025-04-18,0,0.0
2025-04-21,1000,0.2922
2025-04-22,1000,0.1825
2025-04-23,0,0.0
2025-04-24,0,0.0
2025-04-25,0,0.0
2025-04-28,0,0.0
2025-04-29,0,0.0
