date,day_trade_volume,day_trade_ratio
2015-06-01,113000,0.0503
2015-06-02,91000,0.0409
2015-06-03,57000,0.0436
2015-06-04,110000,0.0567
2015-06-05,332000,0.0966
2015-06-08,243000,0.103
2015-06-09,350000,0.1005
2015-06-10,242000,0.0821
2015-06-11,770000,0.1836
2015-06-12,360000,0.2383
2015-06-15,143000,0.1468
2015-06-16,139000,0.1008
2015-06-17,66000,0.0754
2015-06-18,71000,0.0926
2015-06-22,90000,0.0925
2015-06-23,79000,0.0832
2015-06-24,59000,0.0618
2015-06-25,235000,0.1329
2015-06-26,57000,0.0612
2015-06-29,112000,0.0485
2015-06-30,49000,0.0528
2015-07-01,76000,0.0446
2015-07-02,86000,0.0692
2015-07-03,13000,0.0139
2015-07-06,111000,0.0491
2015-07-07,67000,0.0666
2015-07-08,224000,0.1076
2015-07-09,141000,0.1205
2015-07-13,180000,0.1175
2015-07-14,86000,0.0825
2015-07-15,48000,0.0663
2015-07-16,42000,0.0612
2015-07-17,49000,0.1018
2015-07-20,287000,0.165
2015-07-21,96000,0.0942
2015-07-22,55000,0.0851
2015-07-23,65000,0.0801
2015-07-24,46000,0.0458
2015-07-27,90000,0.0477
2015-07-28,106000,0.1157
2015-07-29,110000,0.1013
2015-07-30,105000,0.1515
2015-07-31,38000,0.0973
2015-08-03,112000,0.0998
2015-08-04,75000,0.0911
2015-08-05,57000,0.1018
2015-08-06,35000,0.0842
2015-08-07,116000,0.1151
2015-08-10,135000,0.123
2015-08-11,138000,0.1012
2015-08-12,659000,0.221
2015-08-13,832000,0.1945
2015-08-14,1820000,0.309
2015-08-17,370000,0.2058
2015-08-18,300000,0.2265
2015-08-19,264000,0.1737
2015-08-20,357000,0.267
2015-08-21,118000,0.1015
2015-08-24,172000,0.081
2015-08-25,263000,0.1945
2015-08-26,243000,0.2202
2015-08-27,222000,0.1692
2015-08-28,117000,0.1062
2015-08-31,140000,0.1594
2015-09-01,389000,0.2206
2015-09-02,170000,0.1912
2015-09-03,298000,0.2306
2015-09-04,224000,0.1078
2015-09-07,173000,0.1633
2015-09-08,131000,0.1554
2015-09-09,202000,0.1138
2015-09-10,67000,0.0837
2015-09-11,392000,0.133
2015-09-14,1405000,0.2366
2015-09-15,1818000,0.3072
2015-09-16,910000,0.2269
2015-09-17,659000,0.2285
2015-09-18,583000,0.1825
2015-09-21,258000,0.1437
2015-09-22,263000,0.1987
2015-09-23,260000,0.1995
2015-09-24,223000,0.1464
2015-09-25,183000,0.2073
2015-09-30,150000,0.1753
2015-10-01,191000,0.1695
2015-10-02,548000,0.205
2015-10-05,291000,0.1357
2015-10-06,122000,0.0934
2015-10-07,116000,0.0952
2015-10-08,130000,0.0974
2015-10-12,250000,0.0702
2015-10-13,1507000,0.1863
2015-10-14,1624000,0.1826
2015-10-15,1667000,0.2253
2015-10-16,519000,0.1065
2015-10-19,239000,0.1184
2015-10-20,723000,0.1579
2015-10-21,213000,0.1089
2015-10-22,174000,0.1582
2015-10-23,512000,0.1899
2015-10-26,123000,0.0966
2015-10-27,233000,0.1339
2015-10-28,102000,0.0772
2015-10-29,956000,0.1417
2015-10-30,475000,0.1649
2015-11-02,112000,0.1029
2015-11-03,395000,0.1707
2015-11-04,1358000,0.174
2015-11-05,310000,0.1341
2015-11-06,252000,0.0587
2015-11-09,252000,0.0812
2015-11-10,130000,0.0901
2015-11-11,140000,0.0616
2015-11-12,206000,0.1433
2015-11-13,804000,0.1773
2015-11-16,207000,0.1417
2015-11-17,463000,0.1539
2015-11-18,141000,0.118
2015-11-19,96000,0.0841
2015-11-20,125000,0.122
2015-11-23,30000,0.0452
2015-11-24,90000,0.0602
2015-11-25,62000,0.0457
2015-11-26,503000,0.1332
2015-11-27,181000,0.1156
2015-11-30,248000,0.0148
2015-12-01,193000,0.1157
2015-12-02,100000,0.0447
2015-12-03,112000,0.111
2015-12-04,176000,0.1397
2015-12-07,379000,0.1532
2015-12-08,32000,0.0408
2015-12-09,67000,0.0484
2015-12-10,194000,0.0966
2015-12-11,122000,0.0775
2015-12-14,62000,0.0523
2015-12-15,142000,0.1157
2015-12-16,108000,0.116
2015-12-17,218000,0.1458
2015-12-18,16000,0.0312
2015-12-21,22000,0.0569
2015-12-22,30000,0.0566
2015-12-23,65000,0.1236
2015-12-24,37000,0.0784
2015-12-25,16000,0.0658
2015-12-28,88000,0.086
2015-12-29,13000,0.0325
2015-12-30,21000,0.0638
2015-12-31,10000,0.0356
2016-01-04,26000,0.033
2016-01-05,76000,0.1003
2016-01-06,52000,0.0457
2016-01-07,49000,0.0387
2016-01-08,26000,0.0298
2016-01-11,39000,0.0243
2016-01-12,170000,0.1435
2016-01-13,55000,0.0751
2016-01-14,35000,0.0366
2016-01-15,139000,0.1336
2016-01-18,96000,0.1154
2016-01-19,49000,0.1099
2016-01-20,39000,0.0678
2016-01-21,41000,0.1079
2016-01-22,31000,0.1152
2016-01-25,64000,0.0528
2016-01-26,44000,0.0815
2016-01-27,14000,0.0352
2016-01-28,768000,0.1171
2016-01-29,396000,0.1224
2016-02-01,134000,0.0934
2016-02-02,125000,0.1166
2016-02-03,315000,0.159
2016-02-15,84000,0.0725
2016-02-16,85000,0.0932
2016-02-17,290000,0.1454
2016-02-18,56000,0.0463
2016-02-19,445000,0.1178
2016-02-22,88000,0.0919
2016-02-23,203000,0.1391
2016-02-24,50000,0.0522
2016-02-25,108000,0.0836
2016-02-26,46000,0.0534
2016-03-01,233000,0.1153
2016-03-02,109000,0.0873
2016-03-03,96000,0.1006
2016-03-04,33000,0.0439
2016-03-07,21000,0.023
2016-03-08,24000,0.0356
2016-03-09,3000,0.0056
2016-03-10,41000,0.0582
2016-03-11,1883000,0.1721
2016-03-14,1909000,0.2041
2016-03-15,319000,0.0893
2016-03-16,121000,0.0775
2016-03-17,722000,0.1844
2016-03-18,717000,0.1379
2016-03-21,131000,0.0874
2016-03-22,106000,0.0543
2016-03-23,167000,0.1051
2016-03-24,103000,0.0676
2016-03-25,87000,0.0759
2016-03-28,65000,0.0503
2016-03-29,120000,0.06
2016-03-30,80000,0.0682
2016-03-31,65000,0.0843
2016-04-01,56000,0.071
2016-04-06,21000,0.0232
2016-04-07,36000,0.0475
2016-04-08,19000,0.0332
2016-04-11,9000,0.0006
2016-04-12,25000,0.0312
2016-04-13,79000,0.0964
2016-04-14,27000,0.0511
2016-04-15,31000,0.0476
2016-04-18,114000,0.1136
2016-04-19,683000,0.186
2016-04-20,48000,0.048
2016-04-21,175000,0.1901
2016-04-22,72000,0.0651
2016-04-25,46000,0.0624
2016-04-26,25000,0.0518
2016-04-27,11000,0.0191
2016-04-28,51000,0.0485
2016-04-29,51000,0.0379
2016-05-03,93000,0.0828
2016-05-04,37000,0.0473
2016-05-05,47000,0.0489
2016-05-06,66000,0.1013
2016-05-09,36000,0.0776
2016-05-10,26000,0.0572
2016-05-11,302000,0.0633
2016-05-12,301000,0.135
2016-05-13,297000,0.1129
2016-05-16,147000,0.1003
2016-05-17,370000,0.1196
2016-05-18,140000,0.1004
2016-05-19,79000,0.0718
2016-05-20,26000,0.0402
2016-05-23,336000,0.1478
2016-05-24,49000,0.0667
2016-05-25,187000,0.0912
2016-05-26,27000,0.0501
2016-05-27,130000,0.0948
2016-05-30,32000,0.0494
2016-05-31,90000,0.0686
2016-06-01,56000,0.0617
2016-06-02,73000,0.1024
2016-06-03,65000,0.121
2016-06-06,26000,0.0773
2016-06-07,1683000,0.1381
2016-06-08,305000,0.1265
2016-06-13,182000,0.1047
2016-06-14,233000,0.1219
2016-06-15,77000,0.0689
2016-06-16,7000,0.0123
2016-06-17,128000,0.0773
2016-06-20,61000,0.0646
2016-06-21,18000,0.031
2016-06-22,138000,0.087
2016-06-23,41000,0.0628
2016-06-24,137000,0.0743
2016-06-27,73000,0.059
2016-06-28,126000,0.0852
2016-06-29,53000,0.0391
2016-06-30,67000,0.0612
2016-07-01,32000,0.035
2016-07-04,78000,0.0548
2016-07-05,11000,0.0165
2016-07-06,17000,0.0177
2016-07-07,33000,0.0493
2016-07-11,279000,0.1259
2016-07-12,64000,0.0555
2016-07-13,21000,0.0266
2016-07-14,1159000,0.1938
2016-07-15,156000,0.0636
2016-07-18,90000,0.0608
2016-07-19,38000,0.038
2016-07-20,91000,0.0571
2016-07-21,77000,0.055
2016-07-22,2810000,0.2002
2016-07-25,619000,0.1067
2016-07-26,218000,0.0852
2016-07-27,1439000,0.2156
2016-07-28,110000,0.0371
2016-07-29,47000,0.0341
2016-08-01,49000,0.0342
2016-08-02,649000,0.1322
2016-08-03,174000,0.0845
2016-08-04,44000,0.0318
2016-08-05,673000,0.1633
2016-08-08,215000,0.0785
2016-08-09,606000,0.1519
2016-08-10,190000,0.0863
2016-08-11,158000,0.0622
2016-08-12,112000,0.0465
2016-08-15,68000,0.0034
2016-08-16,56000,0.0586
2016-08-17,107000,0.1043
2016-08-18,8000,0.014
2016-08-19,38000,0.036
2016-08-22,45000,0.051
2016-08-23,13000,0.0197
2016-08-24,1944000,0.1788
2016-08-25,3441000,0.2475
2016-08-26,1438000,0.1841
2016-08-29,253000,0.0844
2016-08-30,805000,0.1389
2016-08-31,260000,0.0888
2016-09-01,245000,0.0929
2016-09-02,207000,0.0554
2016-09-05,107000,0.0782
2016-09-06,569000,0.1516
2016-09-07,166000,0.1035
2016-09-08,1937000,0.1835
2016-09-09,4787000,0.2548
2016-09-12,999000,0.1797
2016-09-13,935000,0.1528
2016-09-14,968000,0.2138
2016-09-19,776000,0.1357
2016-09-20,926000,0.2285
2016-09-21,330000,0.1163
2016-09-22,183000,0.0774
2016-09-23,2621000,0.1895
2016-09-26,4501000,0.2727
2016-09-29,1013000,0.1637
2016-09-30,2823000,0.2577
2016-10-03,4006000,0.231
2016-10-04,2695000,0.2286
2016-10-05,1519000,0.1834
2016-10-06,1230000,0.1518
2016-10-07,2320000,0.2552
2016-10-11,2108000,0.1502
2016-10-12,1045000,0.1808
2016-10-13,624000,0.1482
2016-10-14,1307000,0.1707
2016-10-17,786000,0.1967
2016-10-18,502000,0.1587
2016-10-19,2704000,0.241
2016-10-20,1606000,0.2124
2016-10-21,699000,0.168
2016-10-24,436000,0.113
2016-10-25,656000,0.1505
2016-10-26,180000,0.1117
2016-10-27,551000,0.1689
2016-10-28,4378000,0.4568
2016-10-31,458000,0.1407
2016-11-01,454000,0.1788
2016-11-02,380000,0.1018
2016-11-03,491000,0.1168
2016-11-04,294000,0.1262
2016-11-07,320000,0.1509
2016-11-08,333000,0.1247
2016-11-09,966000,0.1567
2016-11-10,296000,0.0984
2016-11-11,258000,0.1224
2016-11-14,241000,0.0979
2016-11-15,191000,0.1422
2016-11-16,357000,0.1132
2016-11-17,182000,0.11
2016-11-18,378000,0.1025
2016-11-21,281000,0.0988
2016-11-22,390000,0.1075
2016-11-23,250000,0.1301
2016-11-24,228000,0.109
2016-11-25,574000,0.2043
2016-11-28,102000,0.0664
2016-11-29,92000,0.0596
2016-11-30,102000,0.086
2016-12-01,127000,0.0882
2016-12-02,91000,0.0673
2016-12-05,33000,0.024
2016-12-06,130000,0.1202
2016-12-07,265000,0.1334
2016-12-08,174000,0.1401
2016-12-09,720000,0.1763
2016-12-12,144000,0.0762
2016-12-13,72000,0.1094
2016-12-14,136000,0.0988
2016-12-15,81000,0.1103
2016-12-16,57000,0.0782
2016-12-19,805000,0.1184
2016-12-20,2244000,0.2545
2016-12-21,537000,0.1549
2016-12-22,200000,0.1028
2016-12-23,880000,0.166
2016-12-26,1180000,0.2319
2016-12-27,419000,0.1466
2016-12-28,493000,0.124
2016-12-29,1744000,0.2687
2016-12-30,273000,0.1175
2017-01-03,406000,0.1452
2017-01-04,485000,0.155
2017-01-05,4594000,0.2169
2017-01-06,2056000,0.167
2017-01-09,782000,0.1208
2017-01-10,1211000,0.1838
2017-01-11,2907000,0.2319
2017-01-12,751000,0.1727
2017-01-13,696000,0.1521
2017-01-16,309000,0.081
2017-01-17,314000,0.1333
2017-01-18,164000,0.1039
2017-01-19,1116000,0.176
2017-01-20,676000,0.1803
2017-01-23,905000,0.1598
2017-01-24,574000,0.154
2017-02-02,153000,0.0757
2017-02-03,3028000,0.2132
2017-02-06,653000,0.1457
2017-02-07,2027000,0.2436
2017-02-08,338000,0.0938
2017-02-09,293000,0.0829
2017-02-10,878000,0.1543
2017-02-13,2182000,0.1682
2017-02-14,6119000,0.2738
2017-02-15,1079000,0.1691
2017-02-16,939000,0.1443
2017-02-17,3106000,0.2135
2017-02-20,6578000,0.2215
2017-02-21,7239000,0.2708
2017-02-22,6521000,0.2375
2017-02-23,14549000,0.3283
2017-02-24,4295000,0.2875
2017-03-01,2557000,0.2478
2017-03-02,3668000,0.201
2017-03-03,2836000,0.2788
2017-03-06,1059000,0.178
2017-03-07,1794000,0.2083
2017-03-08,478000,0.1341
2017-03-09,1032000,0.2186
2017-03-10,2031000,0.2272
2017-03-13,4255000,0.2145
2017-03-14,3548000,0.258
2017-03-15,930000,0.2078
2017-03-16,1115000,0.1871
2017-03-17,950000,0.1976
2017-03-20,4371000,0.2568
2017-03-21,1046000,0.1709
2017-03-22,830000,0.1586
2017-03-23,1231000,0.174
2017-03-24,1026000,0.0897
2017-03-27,2066000,0.1703
2017-03-28,5731000,0.233
2017-03-29,2088000,0.2934
2017-03-30,293000,0.0916
2017-03-31,1040000,0.1379
2017-04-05,464000,0.1375
2017-04-06,1325000,0.1348
2017-04-07,677000,0.1506
2017-04-10,382000,0.1431
2017-04-11,1267000,0.1363
2017-04-12,2625000,0.2277
2017-04-13,1204000,0.2003
2017-04-14,914000,0.1628
2017-04-17,1210000,0.1872
2017-04-18,876000,0.1694
2017-04-19,302000,0.1323
2017-04-20,407000,0.1838
2017-04-21,237000,0.1681
2017-04-24,109000,0.1043
2017-04-25,1669000,0.2011
2017-04-26,1401000,0.2079
2017-04-27,267000,0.1248
2017-04-28,946000,0.2816
2017-05-02,520000,0.201
2017-05-03,700000,0.2712
2017-05-04,1169000,0.201
2017-05-05,1985000,0.2473
2017-05-08,3546000,0.38
2017-05-09,2280000,0.3851
2017-05-10,1357000,0.2128
2017-05-11,981000,0.2854
2017-05-12,5197000,0.3166
2017-05-15,7874000,0.4589
2017-05-16,6458000,0.4466
2017-05-17,4023000,0.394
2017-05-18,2616000,0.3446
2017-05-19,2029000,0.4066
2017-05-22,1510000,0.3504
2017-05-23,535000,0.2429
2017-05-24,848000,0.2385
2017-05-25,4410000,0.3463
2017-05-26,10083000,0.4785
2017-05-31,1264000,0.2656
2017-06-01,4293000,0.4473
2017-06-02,2377000,0.3402
2017-06-05,1339000,0.268
2017-06-06,5204000,0.4425
2017-06-07,4523000,0.3767
2017-06-08,2175000,0.3516
2017-06-09,1400000,0.3495
2017-06-12,1567000,0.2826
2017-06-13,2619000,0.4464
2017-06-14,4577000,0.3013
2017-06-15,3145000,0.4186
2017-06-16,2119000,0.4122
2017-06-19,1191000,0.2787
2017-06-20,1018000,0.3583
2017-06-21,370000,0.2034
2017-06-22,4248000,0.4254
2017-06-23,1233000,0.3355
2017-06-26,1386000,0.3585
2017-06-27,1338000,0.365
2017-06-28,1577000,0.348
2017-06-29,641000,0.2258
2017-06-30,1262000,0.3354
2017-07-03,510000,0.2493
2017-07-04,900000,0.279
2017-07-05,1232000,0.3587
2017-07-06,1196000,0.3773
2017-07-07,1903000,0.3369
2017-07-10,1039000,0.3314
2017-07-11,1375000,0.3507
2017-07-12,754000,0.3156
2017-07-13,1498000,0.3063
2017-07-14,1720000,0.3015
2017-07-17,507000,0.2165
2017-07-18,873000,0.2843
2017-07-19,1250000,0.2959
2017-07-20,6268000,0.2914
2017-07-21,19899000,0.524
2017-07-24,2700000,0.3335
2017-07-25,4546000,0.4326
2017-07-26,1873000,0.2903
2017-07-27,3261000,0.3333
2017-07-28,1426000,0.2101
2017-07-31,848000,0.2891
2017-08-01,1955000,0.2899
2017-08-02,2023000,0.2742
2017-08-03,1409000,0.2988
2017-08-04,4309000,0.3646
2017-08-07,5768000,0.336
2017-08-08,3425000,0.2458
2017-08-09,1882000,0.3527
2017-08-10,3117000,0.2567
2017-08-11,2251000,0.3084
2017-08-14,2043000,0.2778
2017-08-15,2758000,0.3368
2017-08-16,1610000,0.3642
2017-08-17,1946000,0.4115
2017-08-18,1647000,0.4092
2017-08-21,5528000,0.2722
2017-08-22,4909000,0.375
2017-08-23,12229000,0.4371
2017-08-24,7721000,0.4334
2017-08-25,3590000,0.3404
2017-08-28,3902000,0.3832
2017-08-29,1478000,0.2164
2017-08-30,3003000,0.3723
2017-08-31,1702000,0.3722
2017-09-01,2503000,0.346
2017-09-04,8253000,0.4667
2017-09-05,2744000,0.3449
2017-09-06,3089000,0.3201
2017-09-07,1993000,0.2799
2017-09-08,2661000,0.3367
2017-09-11,2513000,0.2221
2017-09-12,6004000,0.3836
2017-09-13,9499000,0.3333
2017-09-14,4928000,0.3918
2017-09-15,4057000,0.2986
2017-09-18,2476000,0.3459
