date,day_trade_volume,day_trade_ratio
2023-04-07,115000,0.1356
2023-04-10,118000,0.1381
2023-04-11,105000,0.111
2023-04-12,434000,0.2846
2023-04-13,113000,0.1292
2023-04-14,76000,0.1023
2023-04-17,80000,0.1249
2023-04-18,593000,0.3363
2023-04-19,857000,0.3083
2023-04-20,5110000,0.5405
2023-04-21,1167000,0.4172
2023-04-24,211000,0.2434
2023-04-25,314000,0.2163
2023-04-26,283000,0.2665
2023-04-27,154000,0.2436
2023-04-28,130000,0.2154
2023-05-02,202000,0.2595
2023-05-03,115000,0.2261
2023-05-04,400000,0.3408
2023-05-05,231000,0.2424
2023-05-08,168000,0.1627
2023-05-09,106000,0.2039
2023-05-10,82000,0.1657
2023-05-11,376000,0.2448
2023-05-12,169000,0.3114
2023-05-15,103000,0.274
2023-05-16,95000,0.2481
2023-05-17,52000,0.1669
2023-05-18,138000,0.2148
2023-05-19,58000,0.0957
2023-05-22,52000,0.1589
2023-05-23,72000,0.1687
2023-05-24,52000,0.1151
2023-05-25,206000,0.1909
2023-05-26,115000,0.2567
2023-05-29,240000,0.2507
2023-05-30,378000,0.3308
2023-05-31,639000,0.3612
2023-06-01,301000,0.2436
2023-06-02,196000,0.2878
2023-06-05,72000,0.1473
2023-06-06,615000,0.4122
2023-06-07,193000,0.2531
2023-06-08,95000,0.189
2023-06-09,22000,0.0863
2023-06-12,55000,0.0975
2023-06-13,60000,0.2
2023-06-14,40000,0.1667
2023-06-15,57000,0.1435
2023-06-16,72000,0.2458
2023-06-19,22000,0.0733
2023-06-20,25000,0.1404
2023-06-21,18000,0.096
2023-06-26,23000,0.085
2023-06-27,355000,0.3908
2023-06-28,1890000,0.4423
2023-06-29,2408000,0.5548
2023-06-30,718000,0.3508
2023-07-03,1870000,0.443
2023-07-04,518000,0.3134
2023-07-05,719000,0.4618
2023-07-06,645000,0.4417
2023-07-07,791000,0.4929
2023-07-10,637000,0.5418
2023-07-11,641000,0.2784
2023-07-12,265000,0.2874
2023-07-13,1551000,0.3951
2023-07-14,1625000,0.3054
2023-07-17,549000,0.1928
2023-07-18,7869000,0.4884
2023-07-19,218000,0.0949
2023-07-20,6860000,0.5099
2023-07-21,5670000,0.602
2023-07-24,4500000,0.5792
2023-07-25,5793000,0.4678
2023-07-26,4960000,0.4132
2023-07-27,3873000,0.5325
2023-07-28,1745000,0.5405
2023-07-31,1526000,0.4287
2023-08-01,3101000,0.6213
2023-08-02,1892000,0.4274
2023-08-04,624000,0.4723
2023-08-07,1026000,0.3996
2023-08-08,886000,0.4905
2023-08-09,776000,0.5459
2023-08-10,4704000,0.6283
2023-08-11,2450000,0.6568
2023-08-14,1117000,0.4367
2023-08-15,489000,0.393
2023-08-16,679000,0.5369
2023-08-17,494000,0.4757
2023-08-18,435000,0.3488
2023-08-21,172000,0.3081
2023-08-22,190000,0.2216
2023-08-23,181000,0.2568
2023-08-24,350000,0.4407
2023-08-25,150000,0.2412
2023-08-28,435000,0.515
2023-08-29,236000,0.403
2023-08-30,265000,0.3216
2023-08-31,151000,0.2628
2023-09-01,116000,0.2544
2023-09-04,94000,0.2817
2023-09-05,88000,0.2872
2023-09-06,81000,0.2581
2023-09-07,66000,0.1649
2023-09-08,35000,0.1159
2023-09-11,212000,0.416
2023-09-12,36000,0.1918
2023-09-13,39000,0.1879
2023-09-14,387000,0.3099
2023-09-15,159000,0.2347
2023-09-18,98000,0.2176
2023-09-19,74000,0.1578
2023-09-20,91000,0.1666
2023-09-21,41000,0.1847
2023-09-22,57000,0.2
2023-09-25,84000,0.2397
2023-09-26,27000,0.061
2023-09-27,801000,0.4184
