date,day_trade_volume,day_trade_ratio
2016-02-01,0,0.0
2016-02-02,0,0.0
2016-02-03,0,0.0
2016-02-15,0,0.0
2016-02-16,0,0.0
2016-02-17,0,0.0
2016-02-18,0,0.0
2016-02-19,0,0.0
2016-02-22,0,0.0
2016-02-23,0,0.0
2016-02-24,0,0.0
2016-02-25,1000,0.0625
2016-02-26,0,0.0
2016-03-01,2000,0.0435
2016-03-02,0,0.0
2016-03-03,0,0.0
2016-03-04,0,0.0
2016-03-07,0,0.0
2016-03-08,0,0.0
2016-03-09,3000,0.04
2016-03-10,14000,0.0903
2016-03-11,4000,0.0439
2016-03-14,25000,0.1327
2016-03-15,61000,0.1123
2016-03-16,26000,0.1027
2016-03-17,2000,0.022
2016-03-18,0,0.0
2016-03-21,5000,0.036
2016-03-22,1000,0.0345
2016-03-23,4000,0.0506
2016-03-24,1000,0.0303
2016-03-25,3000,0.0677
2016-03-28,0,0.0
2016-03-29,0,0.0
2016-03-30,1000,0.0095
2016-03-31,0,0.0
2016-04-01,1000,0.04
2016-04-06,0,0.0
2016-04-07,8000,0.129
2016-04-08,1000,0.05
2016-04-11,0,0.0
2016-04-12,0,0.0
2016-04-13,1000,0.0164
2016-04-14,2000,0.1429
2016-04-15,3000,0.0667
2016-04-18,0,0.0
2016-04-19,8000,0.0887
2016-04-20,1000,0.0125
2016-04-21,4000,0.058
2016-04-22,0,0.0
2016-04-25,0,0.0
2016-04-26,0,0.0
2016-04-27,0,0.0
2016-04-28,2000,0.0408
2016-04-29,10000,0.2434
2016-05-03,0,0.0
2016-05-04,1000,0.0208
2016-05-05,1000,0.0323
2016-05-06,0,0.0
2016-05-09,0,0.0
2016-05-10,0,0.0
2016-05-11,0,0.0
2016-05-12,23000,0.4035
2016-05-13,0,0.0
2016-05-16,0,0.0
2016-05-17,0,0.0
2016-05-18,0,0.0
2016-05-19,0,0.0
2016-05-20,0,0.0
2016-05-23,2000,0.04
2016-05-24,0,0.0
2016-05-25,1000,0.0238
2016-05-26,5000,0.1064
2016-05-27,0,0.0
2016-05-30,1000,0.025
2016-05-31,0,0.0
2016-06-01,2000,0.029
2016-06-02,5000,0.0781
2016-06-03,0,0.0
2016-06-06,0,0.0
2016-06-07,0,0.0
2016-06-08,0,0.0
2016-06-13,0,0.0
2016-06-14,0,0.0
2016-06-15,0,0.0
2016-06-16,0,0.0
2016-06-17,1000,0.0367
2016-06-20,0,0.0
2016-06-21,0,0.0
2016-06-22,0,0.0
2016-06-23,0,0.0
2016-06-24,1000,0.0118
2016-06-27,1000,0.041
2016-06-28,0,0.0
2016-06-29,0,0.0
2016-06-30,2000,0.0476
2016-07-01,0,0.0
2016-07-04,0,0.0
2016-07-05,0,0.0
2016-07-06,0,0.0
2016-07-07,0,0.0
2016-07-11,0,0.0
2016-07-12,0,0.0
2016-07-13,0,0.0
2016-07-14,0,0.0
2016-07-15,0,0.0
2016-07-18,0,0.0
2016-07-19,0,0.0
2016-07-20,1000,0.0156
2016-07-21,0,0.0
2016-07-22,1000,0.013
2016-07-25,1000,0.0052
2016-07-26,6000,0.0504
2016-07-27,0,0.0
2016-07-28,1000,0.0139
2016-07-29,5000,0.0581
2016-08-01,0,0.0
2016-08-02,0,0.0
2016-08-03,0,0.0
2016-08-04,0,0.0
2016-08-05,0,0.0
2016-08-08,1000,0.0237
2016-08-09,0,0.0
2016-08-10,1000,0.0147
2016-08-11,0,0.0
2016-08-12,0,0.0
2016-08-15,0,0.0
2016-08-16,1000,0.04
2016-08-17,1000,0.0131
2016-08-18,1000,0.04
2016-08-19,15000,0.0902
2016-08-22,8000,0.0899
2016-08-23,1000,0.0286
2016-08-24,0,0.0
2016-08-25,24000,0.1983
2016-08-26,0,0.0
2016-08-29,1000,0.0192
2016-08-30,0,0.0
2016-08-31,3000,0.0909
2016-09-01,0,0.0
2016-09-02,0,0.0
2016-09-05,0,0.0
2016-09-06,0,0.0
2016-09-07,3000,0.0315
2016-09-08,1000,0.038
2016-09-09,0,0.0
2016-09-12,3000,0.0348
2016-09-13,0,0.0
2016-09-14,0,0.0
2016-09-19,0,0.0
2016-09-20,1000,0.0385
2016-09-21,1000,0.0285
2016-09-22,0,0.0
2016-09-23,0,0.0
2016-09-26,0,0.0
2016-09-29,0,0.0
2016-09-30,0,0.0
