date,day_trade_volume,day_trade_ratio
2016-10-03,22000,0.0463
2016-10-04,63000,0.0793
2016-10-05,8000,0.0215
2016-10-06,0,0.0
2016-10-07,0,0.0
2016-10-11,1000,0.0039
2016-10-12,0,0.0
2016-10-13,0,0.0
2016-10-14,0,0.0
2016-10-17,0,0.0
2016-10-18,3000,0.03
2016-10-19,1000,0.0192
2016-10-20,1000,0.0065
2016-10-21,0,0.0
2016-10-24,0,0.0
2016-10-25,0,0.0
2016-10-26,15000,0.0473
2016-10-27,4000,0.026
2016-10-28,1000,0.0094
2016-10-31,0,0.0
2016-11-01,2000,0.0282
2016-11-02,0,0.0
2016-11-03,1000,0.0062
2016-11-04,0,0.0
2016-11-07,5000,0.0463
2016-11-08,0,0.0
2016-11-09,1000,0.0051
2016-11-10,1000,0.0106
2016-11-11,3000,0.0095
2016-11-14,22000,0.0521
2016-11-15,267000,0.1212
2016-11-16,613000,0.1869
2016-11-17,407000,0.171
2016-11-18,466000,0.1767
2016-11-21,189000,0.1072
2016-11-22,100000,0.0829
2016-11-23,1445000,0.2579
2016-11-24,920000,0.1941
2016-11-25,820000,0.2608
2016-11-28,233000,0.1591
2016-11-29,799000,0.2062
2016-11-30,112000,0.0686
2016-12-01,50000,0.0615
2016-12-02,129000,0.0766
2016-12-05,26000,0.0432
2016-12-06,29000,0.0383
2016-12-07,61000,0.0613
2016-12-08,102000,0.0789
2016-12-09,7000,0.0192
2016-12-12,46000,0.0751
2016-12-13,97000,0.0806
2016-12-14,39000,0.0494
2016-12-15,6000,0.0132
2016-12-16,11000,0.0322
2016-12-19,43000,0.0386
2016-12-20,23000,0.0919
2016-12-21,15000,0.0363
2016-12-22,1000,0.005
2016-12-23,8000,0.0306
2016-12-26,190000,0.3231
2016-12-27,12000,0.0741
2016-12-28,16000,0.1221
2016-12-29,1000,0.0087
2016-12-30,3000,0.0184
2017-01-03,2000,0.012
2017-01-04,8000,0.0909
2017-01-05,16000,0.1356
2017-01-06,133000,0.1111
2017-01-09,36000,0.0566
2017-01-10,6000,0.0121
2017-01-11,122000,0.0778
2017-01-12,103000,0.1153
2017-01-13,10000,0.0171
2017-01-16,12000,0.0174
2017-01-17,15000,0.0311
2017-01-18,9000,0.0464
2017-01-19,1000,0.0031
2017-01-20,120000,0.0973
2017-01-23,190000,0.1038
2017-01-24,31000,0.0315
2017-02-02,450000,0.1142
2017-02-03,527000,0.1731
2017-02-06,451000,0.1522
2017-02-07,122000,0.0887
2017-02-08,87000,0.0572
2017-02-09,19000,0.0239
2017-02-10,34000,0.0655
2017-02-13,31000,0.0387
2017-02-14,180000,0.1171
2017-02-15,175000,0.0976
2017-02-16,181000,0.0772
2017-02-17,2000,0.0037
2017-02-20,9000,0.0167
2017-02-21,8000,0.0209
2017-02-22,6000,0.0155
2017-02-23,2000,0.0039
2017-02-24,113000,0.0582
2017-03-01,15000,0.0173
2017-03-02,9000,0.0199
2017-03-03,3000,0.0075
2017-03-06,92000,0.0409
2017-03-07,165000,0.0967
2017-03-08,1673000,0.2216
2017-03-09,925000,0.2126
2017-03-10,213000,0.1061
2017-03-13,316000,0.1679
2017-03-14,97000,0.0884
2017-03-15,54000,0.0507
2017-03-16,39000,0.0367
2017-03-17,485000,0.1704
2017-03-20,43000,0.0564
2017-03-21,18000,0.0159
2017-03-22,75000,0.0698
2017-03-23,63000,0.0848
2017-03-24,25000,0.0615
2017-03-27,19000,0.0382
2017-03-28,34000,0.03
2017-03-29,1000,0.0025
2017-03-30,5000,0.0207
2017-03-31,0,0.0
2017-04-05,66000,0.0459
2017-04-06,15000,0.038
2017-04-07,10000,0.0252
2017-04-10,7000,0.0186
2017-04-11,90000,0.1007
2017-04-12,25000,0.0626
2017-04-13,2000,0.0088
2017-04-14,14000,0.0185
2017-04-17,35000,0.0716
2017-04-18,1000,0.0041
2017-04-19,54000,0.0371
2017-04-20,37000,0.0538
2017-04-21,15000,0.0383
2017-04-24,1000,0.0031
2017-04-25,5000,0.0181
2017-04-26,1000,0.0034
2017-04-27,0,0.0
2017-04-28,3000,0.0219
2017-05-02,0,0.0
2017-05-03,0,0.0
2017-05-04,3000,0.008
