date,day_trade_volume,day_trade_ratio
2016-02-01,0,0.0
2016-02-02,0,0.0
2016-02-03,4000,0.047
2016-02-15,0,0.0
2016-02-16,18000,0.1636
2016-02-17,0,0.0
2016-02-18,44000,0.1269
2016-02-19,79000,0.1561
2016-02-22,11000,0.0531
2016-02-23,1000,0.0055
2016-02-24,2000,0.02
2016-02-25,1000,0.0122
2016-02-26,5000,0.0272
2016-03-01,1000,0.0111
2016-03-02,0,0.0
2016-03-03,2000,0.0143
2016-03-04,0,0.0
2016-03-07,0,0.0
2016-03-08,1000,0.0127
2016-03-09,0,0.0
2016-03-10,0,0.0
2016-03-11,5000,0.0368
2016-03-14,7000,0.0443
2016-03-15,8000,0.1036
2016-03-16,11000,0.0738
2016-03-17,4000,0.0563
2016-03-18,14000,0.0174
2016-03-21,22000,0.0174
2016-03-22,236000,0.0883
2016-03-23,222000,0.1293
2016-03-24,249000,0.1525
2016-03-25,120000,0.1818
2016-03-28,80000,0.134
2016-03-29,305000,0.1766
2016-03-30,267000,0.1351
2016-03-31,79000,0.1008
2016-04-01,30000,0.0937
2016-04-06,19000,0.0352
2016-04-07,24000,0.0654
2016-04-08,50000,0.0602
2016-04-11,484000,0.1263
2016-04-12,97000,0.0873
2016-04-13,278000,0.1208
2016-04-14,786000,0.2165
2016-04-15,77000,0.0762
2016-04-18,74000,0.1005
2016-04-19,22000,0.0385
2016-04-20,99000,0.1882
2016-04-21,187000,0.122
2016-04-22,298000,0.0914
2016-04-25,367000,0.2089
2016-04-26,187000,0.1678
2016-04-27,46000,0.0662
2016-04-28,95000,0.1399
2016-04-29,114000,0.1307
2016-05-03,34000,0.0525
2016-05-04,34000,0.0928
2016-05-05,40000,0.1052
2016-05-06,59000,0.1431
2016-05-09,94000,0.1575
2016-05-10,32000,0.0742
2016-05-11,60000,0.0629
2016-05-12,216000,0.2168
2016-05-13,133000,0.1048
2016-05-16,148000,0.161
2016-05-17,44000,0.1267
2016-05-18,218000,0.1014
2016-05-19,677000,0.2044
2016-05-20,350000,0.214
2016-05-23,534000,0.2053
2016-05-24,429000,0.1854
2016-05-25,196000,0.1712
2016-05-26,586000,0.132
2016-05-27,291000,0.132
2016-05-30,554000,0.2147
2016-05-31,183000,0.1965
2016-06-01,327000,0.1833
2016-06-02,150000,0.1128
2016-06-03,72000,0.0774
2016-06-06,250000,0.1723
2016-06-07,93000,0.1467
2016-06-08,146000,0.1294
2016-06-13,222000,0.116
2016-06-14,125000,0.1627
2016-06-15,17000,0.0415
2016-06-16,50000,0.1005
2016-06-17,24000,0.0544
2016-06-20,58000,0.1166
2016-06-21,28000,0.0628
2016-06-22,45000,0.0534
2016-06-23,149000,0.1274
2016-06-24,77000,0.0647
2016-06-27,35000,0.0879
2016-06-28,244000,0.1603
2016-06-29,148000,0.1096
2016-06-30,32000,0.0562
2016-07-01,46000,0.0906
2016-07-04,12000,0.0563
2016-07-05,22000,0.0425
2016-07-06,12000,0.0273
2016-07-07,140000,0.1705
2016-07-11,120000,0.11
2016-07-12,49000,0.0761
2016-07-13,13000,0.0183
2016-07-14,18000,0.0334
2016-07-15,477000,0.0936
2016-07-18,402000,0.1358
2016-07-19,2124000,0.2171
2016-07-20,1357000,0.2345
2016-07-21,197000,0.1226
2016-07-22,1098000,0.2709
2016-07-25,271000,0.1657
2016-07-26,99000,0.1489
2016-07-27,129000,0.1131
2016-07-28,261000,0.187
2016-07-29,168000,0.2116
2016-08-01,54000,0.0898
2016-08-02,160000,0.1847
2016-08-03,363000,0.1838
2016-08-04,64000,0.0514
2016-08-05,92000,0.1017
2016-08-08,48000,0.0971
2016-08-09,162000,0.058
2016-08-10,65000,0.083
2016-08-11,85000,0.0597
2016-08-12,41000,0.0615
2016-08-15,39000,0.0748
2016-08-16,28000,0.0667
2016-08-17,7000,0.027
2016-08-18,35000,0.0794
2016-08-19,39000,0.0529
2016-08-22,7000,0.0304
2016-08-23,22000,0.0547
2016-08-24,17000,0.0736
2016-08-25,4000,0.0342
2016-08-26,7000,0.038
2016-08-29,18000,0.0559
2016-08-30,18000,0.0529
2016-08-31,3000,0.0224
2016-09-01,13000,0.0663
2016-09-02,7000,0.0303
2016-09-05,0,0.0
2016-09-06,3000,0.0186
2016-09-07,158000,0.1586
2016-09-08,65000,0.0832
