date,day_trade_volume,day_trade_ratio
2017-11-22,646000,0.1897
2017-11-23,45000,0.0819
2017-11-24,93000,0.1098
2017-11-27,21000,0.0715
2017-11-28,69000,0.113
2017-11-29,439000,0.1526
2017-11-30,13000,0.0195
2017-12-01,39000,0.0446
2017-12-04,13000,0.0331
2017-12-05,33000,0.065
2017-12-06,64000,0.0544
2017-12-07,6000,0.0105
2017-12-08,10000,0.0296
2017-12-11,52000,0.1142
2017-12-12,22000,0.0736
2017-12-13,2000,0.0062
2017-12-14,7000,0.0293
2017-12-15,29000,0.164
2017-12-18,7000,0.0225
2017-12-19,37000,0.1369
2017-12-20,73000,0.0797
2017-12-21,73000,0.0811
2017-12-22,59000,0.0684
2017-12-25,20000,0.0419
2017-12-26,1000,0.0032
2017-12-27,1644000,0.1504
2017-12-28,5701000,0.2828
2017-12-29,13351000,0.4328
2018-01-02,13720000,0.3768
2018-01-03,4507000,0.2987
2018-01-04,4752000,0.2952
2018-01-05,1720000,0.1936
2018-01-08,2254000,0.2773
2018-01-09,638000,0.1152
2018-01-10,16906000,0.4004
2018-01-11,6122000,0.278
2018-01-12,1992000,0.2263
2018-01-15,1801000,0.1929
2018-01-16,1044000,0.3057
2018-01-17,823000,0.1803
2018-01-18,423000,0.1407
2018-01-19,481000,0.1161
2018-01-22,1289000,0.1701
2018-01-23,1110000,0.2399
2018-01-24,959000,0.2528
2018-01-25,3519000,0.2886
2018-01-26,607000,0.1671
2018-01-29,549000,0.1974
2018-01-30,305000,0.1106
2018-01-31,2154000,0.3435
2018-02-01,1921000,0.2864
2018-02-02,272000,0.1365
2018-02-05,310000,0.1417
2018-02-06,586000,0.1231
2018-02-07,601000,0.2221
2018-02-08,138000,0.0914
2018-02-09,341000,0.1126
2018-02-12,300000,0.1756
2018-02-21,788000,0.2759
2018-02-22,1544000,0.3885
2018-02-23,786000,0.1824
2018-02-26,215000,0.1444
2018-02-27,270000,0.1793
2018-03-01,2819000,0.4302
2018-03-02,475000,0.1934
2018-03-05,88000,0.0523
2018-03-06,187000,0.1498
2018-03-07,243000,0.1636
2018-03-08,74000,0.0783
2018-03-09,115000,0.14
2018-03-12,6000,0.0078
2018-03-13,1165000,0.3657
2018-03-14,167000,0.1353
2018-03-15,41000,0.0437
2018-03-16,56000,0.0726
2018-03-19,117000,0.1469
2018-03-20,57000,0.0441
2018-03-21,61000,0.0552
2018-03-22,37000,0.0392
2018-03-23,112000,0.0835
2018-03-26,69000,0.0876
2018-03-27,264000,0.2092
2018-03-28,39000,0.0665
2018-03-29,29000,0.0542
2018-03-30,1174000,0.4201
2018-04-02,119000,0.1495
2018-04-03,47000,0.0814
2018-04-09,855000,0.3339
2018-04-10,1105000,0.3816
2018-04-11,659000,0.1757
2018-04-12,156000,0.1339
