date,day_trade_volume,day_trade_ratio
2019-01-07,684000,0.3294
2019-01-08,705000,0.3512
2019-01-09,1052000,0.3801
2019-01-10,880000,0.4194
2019-01-11,1194000,0.4756
2019-01-14,271000,0.2592
2019-01-15,228000,0.2717
2019-01-16,157000,0.2761
2019-01-17,1030000,0.4456
2019-01-18,441000,0.3436
2019-01-21,230000,0.2313
2019-01-22,201000,0.2713
2019-01-23,247000,0.3528
2019-01-24,125000,0.2983
2019-01-25,103000,0.2621
2019-01-28,49000,0.1008
2019-01-29,26000,0.0938
2019-01-30,43000,0.1239
2019-02-11,277000,0.2845
2019-02-12,443000,0.3101
2019-02-13,166000,0.181
2019-02-14,56000,0.1387
2019-02-15,42000,0.1749
2019-02-18,18000,0.0944
2019-02-19,5000,0.0362
2019-02-20,70000,0.1695
2019-02-21,132000,0.2699
2019-02-22,33000,0.0842
2019-02-25,38000,0.0736
2019-02-26,30000,0.1752
2019-02-27,33000,0.075
2019-03-04,21000,0.0729
2019-03-05,26000,0.1376
2019-03-06,10000,0.0826
2019-03-07,23000,0.123
2019-03-08,15000,0.0925
2019-03-11,5000,0.0649
2019-03-12,8000,0.0658
2019-03-13,5000,0.0424
2019-03-14,0,0.0
2019-03-15,4000,0.0563
2019-03-18,7000,0.0417
2019-03-19,11000,0.0588
2019-03-20,169000,0.2367
2019-03-21,860000,0.303
2019-03-22,298000,0.2467
2019-03-25,119000,0.1639
2019-03-26,945000,0.4502
2019-03-27,117000,0.1883
2019-03-28,207000,0.2334
2019-03-29,21000,0.0485
2019-04-01,28000,0.0427
2019-04-02,155000,0.2696
2019-04-03,49000,0.1449
2019-04-08,22000,0.1078
2019-04-09,112000,0.1692
2019-04-10,65000,0.1115
2019-04-11,22000,0.0641
2019-04-12,10000,0.073
2019-04-15,115000,0.2271
2019-04-16,71000,0.1924
2019-04-17,47000,0.1806
2019-04-18,23000,0.097
2019-04-19,35000,0.3209
2019-04-22,12000,0.0727
2019-04-23,59000,0.1227
2019-04-24,21000,0.1179
2019-04-25,15000,0.1014
2019-04-26,27000,0.1406
2019-04-29,16000,0.127
