date,day_trade_volume,day_trade_ratio
2015-07-02,75000,0.1188
2015-07-03,69000,0.1158
2015-07-06,36000,0.055
2015-07-07,50000,0.0857
2015-07-08,133000,0.1397
2015-07-09,149000,0.1599
2015-07-13,66000,0.0891
2015-07-14,260000,0.1752
2015-07-15,107000,0.185
2015-07-16,56000,0.1522
2015-07-17,46000,0.1511
2015-07-20,38000,0.1148
2015-07-21,47000,0.0925
2015-07-22,50000,0.1483
2015-07-23,30000,0.0852
2015-07-24,40000,0.0948
2015-07-27,11000,0.0356
2015-07-28,159000,0.1494
2015-07-29,203000,0.1919
2015-07-30,400000,0.273
2015-07-31,82000,0.1324
2015-08-03,21000,0.0222
2015-08-04,334000,0.2573
2015-08-05,171000,0.2415
2015-08-06,88000,0.1594
2015-08-07,84000,0.1553
2015-08-10,138000,0.2477
2015-08-11,429000,0.2227
2015-08-12,165000,0.1914
2015-08-13,185000,0.2769
2015-08-14,112000,0.2021
2015-08-17,167000,0.1464
2015-08-18,97000,0.1649
2015-08-19,51000,0.096
2015-08-20,46000,0.1038
2015-08-21,46000,0.108
2015-08-24,117000,0.1058
2015-08-25,103000,0.1421
2015-08-26,95000,0.1004
2015-08-27,132000,0.1034
2015-08-28,253000,0.1871
2015-08-31,25000,0.1309
2015-09-01,50000,0.1511
2015-09-02,21000,0.1355
2015-09-03,107000,0.2131
2015-09-04,85000,0.2285
2015-09-07,24000,0.1176
2015-09-08,32000,0.1546
2015-09-09,56000,0.1573
2015-09-10,93000,0.1571
2015-09-11,28000,0.0722
2015-09-14,29000,0.0923
2015-09-15,11000,0.0396
2015-09-16,947000,0.3175
2015-09-17,190000,0.1953
2015-09-18,600000,0.3366
2015-09-21,432000,0.2904
2015-09-22,188000,0.2341
2015-09-23,159000,0.197
2015-09-24,208000,0.2909
2015-09-25,156000,0.1987
2015-09-30,124000,0.2455
2015-10-01,231000,0.2232
2016-01-05,68000,0.0914
2016-01-06,135000,0.1142
2016-01-07,108000,0.0734
2016-01-08,170000,0.1663
2016-01-11,65000,0.1014
2016-01-12,94000,0.1652
2016-01-13,33000,0.1126
2016-01-14,186000,0.1705
2016-01-15,64000,0.1458
2016-01-18,60000,0.1327
2016-01-19,74000,0.1048
2016-01-20,49000,0.0785
2016-01-21,106000,0.1893
2016-01-22,31000,0.0752
2016-01-25,21000,0.0583
2016-01-26,22000,0.0909
2016-01-27,41000,0.1277
2016-01-28,33000,0.1068
2016-01-29,82000,0.0824
2016-02-01,289000,0.1742
2016-02-02,69000,0.1124
2016-02-03,26000,0.0573
2016-02-15,16000,0.065
2016-02-16,26000,0.0959
2016-02-17,2000,0.0106
2016-02-18,5000,0.0245
2016-02-19,217000,0.1387
2016-02-22,401000,0.1859
2016-02-23,66000,0.1187
2016-02-24,52000,0.093
2016-02-25,41000,0.0842
2016-02-26,40000,0.1351
2016-03-01,437000,0.1966
2016-03-02,1341000,0.2436
2016-03-03,914000,0.1972
2016-03-04,636000,0.1754
2016-03-07,310000,0.1406
2016-03-08,334000,0.1804
2016-03-09,590000,0.2601
2016-03-10,301000,0.1661
2016-03-11,151000,0.1152
2016-03-14,807000,0.1999
2016-03-15,267000,0.1354
2016-03-16,274000,0.1564
2016-03-17,130000,0.1001
2016-03-18,95000,0.0799
2016-03-21,113000,0.1193
2016-03-22,220000,0.143
2016-03-23,42000,0.0752
2016-03-24,77000,0.0819
2016-03-25,297000,0.1448
2016-03-28,324000,0.2211
2016-03-29,181000,0.1474
2016-03-30,77000,0.1146
2016-03-31,956000,0.191
2016-04-01,774000,0.2268
2016-04-06,196000,0.1266
2016-04-07,280000,0.1478
2016-04-08,247000,0.1208
2016-04-11,108000,0.1017
2016-04-12,192000,0.1469
2016-04-13,395000,0.1743
2016-04-14,119000,0.1292
2016-04-15,96000,0.16
2016-04-18,114000,0.1098
2016-04-19,114000,0.1781
2016-04-20,85000,0.094
2016-04-21,107000,0.1343
2016-04-22,56000,0.0731
2016-04-25,204000,0.2032
2016-04-26,72000,0.136
2016-04-27,152000,0.0885
2016-04-28,363000,0.1226
2016-04-29,636000,0.2716
2016-05-03,211000,0.103
2016-05-04,590000,0.2204
2016-05-05,389000,0.2726
2016-05-06,116000,0.1358
2016-05-09,125000,0.0901
2016-05-10,369000,0.169
2016-05-11,428000,0.1773
2016-05-12,431000,0.1396
2016-05-13,920000,0.2847
2016-05-16,295000,0.1368
2016-05-17,788000,0.243
2016-05-18,264000,0.2226
2016-05-19,365000,0.2387
2016-05-20,432000,0.3077
2016-05-23,133000,0.1011
2016-05-24,600000,0.2096
2016-05-25,814000,0.2653
2016-05-26,441000,0.2855
2016-05-27,290000,0.2307
2016-05-30,172000,0.1594
2016-05-31,154000,0.1717
2016-06-01,216000,0.2413
2016-06-02,311000,0.1932
2016-06-03,245000,0.2126
2016-06-06,346000,0.217
2016-06-07,242000,0.2359
2016-06-08,285000,0.2791
2016-06-13,122000,0.162
2016-06-14,417000,0.2241
2016-06-15,284000,0.2113
2016-06-16,103000,0.1474
2016-06-17,532000,0.2312
2016-06-20,192000,0.1875
2016-06-21,78000,0.1667
2016-06-22,345000,0.2652
2016-06-23,60000,0.1587
2016-06-24,131000,0.1305
2016-06-27,112000,0.1501
2016-06-28,205000,0.1778
2016-06-29,210000,0.1768
2016-06-30,114000,0.1733
2016-07-01,79000,0.154
2016-07-04,129000,0.222
2016-07-05,64000,0.1359
2016-07-06,279000,0.1556
2016-07-07,202000,0.2181
2016-07-11,75000,0.1384
2016-07-12,115000,0.0624
2016-07-13,1163000,0.2589
2016-07-14,471000,0.2404
