date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-09-12,TWT96U,twse,00400A,12103231,,,
2026-09-12,TWT96U,tpex,00411A,7122659,,,
2026-09-12,TWT96U,twse,00401A,2139611,,,
2026-09-12,TWT96U,tpex,006201,88180,,,
2026-09-12,TWT96U,twse,00402A,1448677,,,
2026-09-12,TWT96U,tpex,00679B,5455320,,,
2026-09-12,TWT96U,twse,00403A,69879767,,,
2026-09-12,TWT96U,tpex,00687B,4303875,,,
2026-09-12,TWT96U,twse,00404A,2866056,,,
2026-09-12,TWT96U,tpex,00694B,71434,,,
2026-09-12,TWT96U,twse,00405A,23922055,,,
2026-09-12,TWT96U,tpex,00695B,93939,,,
2026-09-12,TWT96U,twse,00406A,41810966,,,
2026-09-12,TWT96U,tpex,00696B,675225,,,
2026-09-12,TWT96U,twse,00407A,16090856,,,
2026-09-12,TWT96U,tpex,00697B,118731,,,
2026-09-12,TWT96U,twse,00408A,686123,,,
2026-09-12,TWT96U,tpex,00719B,672848,,,
2026-09-12,TWT96U,twse,00409A,13090065,,,
2026-09-12,TWT96U,tpex,00720B,1311261,,,
2026-09-12,TWT96U,twse,00410A,4393283,,,
2026-09-12,TWT96U,tpex,00722B,989982,,,
2026-09-12,TWT96U,twse,0050,26200983,,,
2026-09-12,TWT96U,tpex,00723B,52596,,,
2026-09-12,TWT96U,twse,0051,15211,,,
2026-09-12,TWT96U,tpex,00724B,1162882,,,
2026-09-12,TWT96U,twse,0052,5596098,,,
2026-09-12,TWT96U,tpex,00725B,809591,,,
2026-09-12,TWT96U,twse,0053,18444,,,
2026-09-12,TWT96U,tpex,00726B,71759,,,
2026-09-12,TWT96U,twse,0055,149987,,,
2026-09-12,TWT96U,tpex,00727B,48591,,,
2026-09-12,TWT96U,twse,0056,9707331,,,
2026-09-12,TWT96U,tpex,00734B,34256,,,
2026-09-12,TWT96U,twse,0057,7020,,,
2026-09-12,TWT96U,tpex,00740B,437938,,,
2026-09-12,TWT96U,twse,0061,52958,,,
2026-09-12,TWT96U,tpex,00741B,35045,,,
2026-09-12,TWT96U,twse,006203,4824,,,
2026-09-12,TWT96U,tpex,00746B,108993,,,
2026-09-12,TWT96U,twse,006204,7316,,,
2026-09-12,TWT96U,tpex,00749B,35363,,,
2026-09-12,TWT96U,twse,006205,82993,,,
2026-09-12,TWT96U,tpex,00750B,35723,,,
2026-09-12,TWT96U,twse,006206,13143,,,
2026-09-12,TWT96U,tpex,00751B,1366882,,,
2026-09-12,TWT96U,twse,006207,47835,,,
2026-09-12,TWT96U,tpex,00754B,37028,,,
2026-09-12,TWT96U,twse,006208,762537,,,
2026-09-12,TWT96U,tpex,00755B,37064,,,
2026-09-12,TWT96U,twse,00631L,58431060,,,
2026-09-12,TWT96U,tpex,00756B,62323,,,
2026-09-12,TWT96U,twse,00632R,50101637,,,
2026-09-12,TWT96U,tpex,00758B,30301,,,
2026-09-12,TWT96U,twse,00633L,601654,,,
2026-09-12,TWT96U,tpex,00759B,30369,,,
2026-09-12,TWT96U,twse,00634R,221790,,,
2026-09-12,TWT96U,tpex,00760B,32511,,,
2026-09-12,TWT96U,twse,00635U,1312449,,,
2026-09-12,TWT96U,tpex,00761B,88111,,,
2026-09-12,TWT96U,twse,00636,109061,,,
2026-09-12,TWT96U,tpex,00764B,1826667,,,
2026-09-12,TWT96U,twse,00637L,4969998,,,
2026-09-12,TWT96U,tpex,00768B,185228,,,
2026-09-12,TWT96U,twse,00638R,48837,,,
2026-09-12,TWT96U,tpex,00772B,540915,,,
2026-09-12,TWT96U,twse,00639,187241,,,
2026-09-12,TWT96U,tpex,00773B,313114,,,
2026-09-12,TWT96U,twse,00640L,30176,,,
2026-09-12,TWT96U,tpex,00777B,35223,,,
2026-09-12,TWT96U,twse,00641R,458925,,,
2026-09-12,TWT96U,tpex,00778B,31873,,,
2026-09-12,TWT96U,twse,00642U,781749,,,
2026-09-12,TWT96U,tpex,00779B,100619,,,
2026-09-12,TWT96U,twse,00643,777407,,,
2026-09-12,TWT96U,tpex,00780B,43367,,,
2026-09-12,TWT96U,twse,00645,45834,,,
2026-09-12,TWT96U,tpex,00781B,51219,,,
2026-09-12,TWT96U,twse,00646,910794,,,
2026-09-12,TWT96U,tpex,00782B,57725,,,
2026-09-12,TWT96U,twse,00647L,15182,,,
2026-09-12,TWT96U,tpex,00785B,24630,,,
2026-09-12,TWT96U,twse,00648R,403511,,,
2026-09-12,TWT96U,tpex,00786B,13695,,,
2026-09-12,TWT96U,twse,00650L,646623,,,
2026-09-12,TWT96U,tpex,00787B,6876,,,
2026-09-12,TWT96U,twse,00651R,73192,,,
2026-09-12,TWT96U,tpex,00788B,8667,,,
2026-09-12,TWT96U,twse,00652,73230,,,
2026-09-12,TWT96U,tpex,00789B,36762,,,
2026-09-12,TWT96U,twse,00653L,0,,,
2026-09-12,TWT96U,tpex,00791B,34004,,,
2026-09-12,TWT96U,twse,00654R,13256,,,
2026-09-12,TWT96U,tpex,00792B,44751,,,
2026-09-12,TWT96U,twse,00655L,292800,,,
2026-09-12,TWT96U,tpex,00793B,19077,,,
2026-09-12,TWT96U,twse,00656R,152739,,,
2026-09-12,TWT96U,tpex,00795B,1544772,,,
2026-09-12,TWT96U,twse,00657,31252,,,
2026-09-12,TWT96U,tpex,00799B,73497,,,
2026-09-12,TWT96U,twse,00660,7779,,,
2026-09-12,TWT96U,tpex,00834B,34116,,,
2026-09-12,TWT96U,twse,00661,24828,,,
2026-09-12,TWT96U,tpex,00836B,20491,,,
2026-09-12,TWT96U,twse,00662,938397,,,
2026-09-12,TWT96U,tpex,00840B,30142,,,
2026-09-12,TWT96U,twse,00663L,1961102,,,
2026-09-12,TWT96U,tpex,00841B,30435,,,
2026-09-12,TWT96U,twse,00664R,7588014,,,
2026-09-12,TWT96U,tpex,00842B,89257,,,
2026-09-12,TWT96U,twse,00665L,3488555,,,
2026-09-12,TWT96U,tpex,00844B,33492,,,
2026-09-12,TWT96U,twse,00666R,65331,,,
2026-09-12,TWT96U,tpex,00845B,38956,,,
2026-09-12,TWT96U,twse,00668,38779,,,
2026-09-12,TWT96U,tpex,00846B,31389,,,
2026-09-12,TWT96U,twse,00669R,243938,,,
2026-09-12,TWT96U,tpex,00847B,93579,,,
2026-09-12,TWT96U,twse,00670L,178678,,,
2026-09-12,TWT96U,tpex,00848B,85562,,,
2026-09-12,TWT96U,twse,00671R,1216836,,,
2026-09-12,TWT96U,tpex,00849B,90107,,,
2026-09-12,TWT96U,twse,00673R,7607650,,,
2026-09-12,TWT96U,tpex,00853B,315118,,,
2026-09-12,TWT96U,twse,00674R,70638,,,
2026-09-12,TWT96U,tpex,00856B,6240,,,
2026-09-12,TWT96U,twse,00675L,400232,,,
2026-09-12,TWT96U,tpex,00857B,291910,,,
2026-09-12,TWT96U,twse,00676R,2413211,,,
2026-09-12,TWT96U,tpex,00858,100622,,,
2026-09-12,TWT96U,twse,00678,126809,,,
2026-09-12,TWT96U,tpex,00859B,803259,,,
2026-09-12,TWT96U,twse,00680L,3021558,,,
2026-09-12,TWT96U,tpex,00860B,34502,,,
2026-09-12,TWT96U,twse,00681R,45668,,,
2026-09-12,TWT96U,tpex,00862B,97790,,,
2026-09-12,TWT96U,twse,00682U,868,,,
2026-09-12,TWT96U,tpex,00863B,106598,,,
2026-09-12,TWT96U,twse,00683L,24988,,,
2026-09-12,TWT96U,tpex,00864B,350096,,,
2026-09-12,TWT96U,twse,00684R,8307,,,
2026-09-12,TWT96U,tpex,00867B,12792,,,
2026-09-12,TWT96U,twse,00685L,70728382,,,
2026-09-12,TWT96U,tpex,00870B,4946,,,
2026-09-12,TWT96U,twse,00686R,3148950,,,
2026-09-12,TWT96U,tpex,00877,974394,,,
2026-09-12,TWT96U,twse,00688L,1179217,,,
2026-09-12,TWT96U,tpex,00884B,86653,,,
2026-09-12,TWT96U,twse,00689R,56940,,,
2026-09-12,TWT96U,tpex,00886,7803,,,
2026-09-12,TWT96U,twse,00690,99325,,,
2026-09-12,TWT96U,tpex,00887,1784376,,,
2026-09-12,TWT96U,twse,00692,239141,,,
2026-09-12,TWT96U,tpex,00888,2158650,,,
2026-09-12,TWT96U,twse,00693U,290919,,,
2026-09-12,TWT96U,tpex,00890B,32698,,,
2026-09-12,TWT96U,twse,00700,80516,,,
2026-09-12,TWT96U,tpex,00928,220359,,,
2026-09-12,TWT96U,twse,00701,211549,,,
2026-09-12,TWT96U,tpex,00931B,697288,,,
2026-09-12,TWT96U,twse,00702,26037,,,
2026-09-12,TWT96U,tpex,00933B,2438870,,,
2026-09-12,TWT96U,twse,00703,9712,,,
2026-09-12,TWT96U,tpex,00937B,12723672,,,
2026-09-12,TWT96U,twse,00706L,445700,,,
2026-09-12,TWT96U,tpex,00942B,323606,,,
2026-09-12,TWT96U,twse,00707R,471,,,
2026-09-12,TWT96U,tpex,00948B,1169802,,,
2026-09-12,TWT96U,twse,00708L,1720200,,,
2026-09-12,TWT96U,tpex,00950B,944133,,,
2026-09-12,TWT96U,twse,00709,26938,,,
2026-09-12,TWT96U,tpex,00955,1451254,,,
2026-09-12,TWT96U,twse,00710B,75255,,,
2026-09-12,TWT96U,tpex,00957B,80242,,,
2026-09-12,TWT96U,twse,00711B,33868,,,
2026-09-12,TWT96U,tpex,00958B,164545,,,
2026-09-12,TWT96U,twse,00712,7709607,,,
2026-09-12,TWT96U,tpex,00959B,338689,,,
2026-09-12,TWT96U,twse,00713,1457881,,,
2026-09-12,TWT96U,tpex,00966B,281688,,,
2026-09-12,TWT96U,twse,00714,52479,,,
2026-09-12,TWT96U,tpex,00967B,150613,,,
2026-09-12,TWT96U,twse,00715L,2068301,,,
2026-09-12,TWT96U,tpex,00968B,623907,,,
2026-09-12,TWT96U,twse,00717,49210,,,
2026-09-12,TWT96U,tpex,00969B,221512,,,
2026-09-12,TWT96U,twse,00728,107540,,,
2026-09-12,TWT96U,tpex,00970B,449646,,,
2026-09-12,TWT96U,twse,00730,35512,,,
2026-09-12,TWT96U,tpex,009806,19106,,,
2026-09-12,TWT96U,twse,00731,192549,,,
2026-09-12,TWT96U,tpex,009807,25342,,,
2026-09-12,TWT96U,twse,00733,151980,,,
2026-09-12,TWT96U,tpex,00980B,110567,,,
2026-09-12,TWT96U,twse,00735,786835,,,
2026-09-12,TWT96U,tpex,00980D,187395,,,
2026-09-12,TWT96U,twse,00736,33536,,,
2026-09-12,TWT96U,tpex,00980T,241916,,,
2026-09-12,TWT96U,twse,00737,43031,,,
2026-09-12,TWT96U,tpex,009814,287021,,,
2026-09-12,TWT96U,twse,00738U,1150455,,,
2026-09-12,TWT96U,tpex,009815,602142,,,
2026-09-12,TWT96U,twse,00739,15686,,,
2026-09-12,TWT96U,tpex,00981B,4006239,,,
2026-09-12,TWT96U,twse,00752,349335,,,
2026-09-12,TWT96U,tpex,00981D,1030152,,,
2026-09-12,TWT96U,twse,00753L,2733504,,,
2026-09-12,TWT96U,tpex,009822,357859,,,
2026-09-12,TWT96U,twse,00757,399812,,,
2026-09-12,TWT96U,tpex,009823,911246,,,
2026-09-12,TWT96U,twse,00762,54845,,,
2026-09-12,TWT96U,tpex,009825,800917,,,
2026-09-12,TWT96U,twse,00763U,138209,,,
2026-09-12,TWT96U,tpex,00982B,30488,,,
2026-09-12,TWT96U,twse,00770,116482,,,
2026-09-12,TWT96U,tpex,00983B,111957,,,
2026-09-12,TWT96U,twse,00771,8153,,,
2026-09-12,TWT96U,tpex,00984B,254379,,,
2026-09-12,TWT96U,twse,00775B,32084,,,
2026-09-12,TWT96U,tpex,00985D,360169,,,
2026-09-12,TWT96U,twse,00783,22183,,,
2026-09-12,TWT96U,tpex,00986B,45675,,,
2026-09-12,TWT96U,twse,00830,1955191,,,
2026-09-12,TWT96U,tpex,00986D,282789,,,
2026-09-12,TWT96U,twse,00850,225846,,,
2026-09-12,TWT96U,tpex,00987B,169321,,,
2026-09-12,TWT96U,twse,00851,8044,,,
2026-09-12,TWT96U,tpex,00987D,2084636,,,
2026-09-12,TWT96U,twse,00852L,24902,,,
