date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-09-25,TWT96U,twse,00400A,11034181,,,
2026-09-25,TWT96U,tpex,00411A,7360138,,,
2026-09-25,TWT96U,twse,00401A,1874222,,,
2026-09-25,TWT96U,tpex,006201,55170,,,
2026-09-25,TWT96U,twse,00402A,1871492,,,
2026-09-25,TWT96U,tpex,00679B,5134708,,,
2026-09-25,TWT96U,twse,00403A,69022663,,,
2026-09-25,TWT96U,tpex,00687B,3798436,,,
2026-09-25,TWT96U,twse,00404A,3827870,,,
2026-09-25,TWT96U,tpex,00694B,101335,,,
2026-09-25,TWT96U,twse,00405A,21683028,,,
2026-09-25,TWT96U,tpex,00695B,116361,,,
2026-09-25,TWT96U,twse,00406A,58886991,,,
2026-09-25,TWT96U,tpex,00696B,577400,,,
2026-09-25,TWT96U,twse,00407A,15368294,,,
2026-09-25,TWT96U,tpex,00697B,126363,,,
2026-09-25,TWT96U,twse,00408A,500061,,,
2026-09-25,TWT96U,tpex,00719B,636238,,,
2026-09-25,TWT96U,twse,00409A,12287113,,,
2026-09-25,TWT96U,tpex,00720B,1232865,,,
2026-09-25,TWT96U,twse,00410A,2187880,,,
2026-09-25,TWT96U,tpex,00722B,1006734,,,
2026-09-25,TWT96U,twse,0050,21779727,,,
2026-09-25,TWT96U,tpex,00723B,51384,,,
2026-09-25,TWT96U,twse,0051,14201,,,
2026-09-25,TWT96U,tpex,00724B,1169430,,,
2026-09-25,TWT96U,twse,0052,4324101,,,
2026-09-25,TWT96U,tpex,00725B,756636,,,
2026-09-25,TWT96U,twse,0053,28583,,,
2026-09-25,TWT96U,tpex,00726B,56259,,,
2026-09-25,TWT96U,twse,0055,203400,,,
2026-09-25,TWT96U,tpex,00727B,51442,,,
2026-09-25,TWT96U,twse,0056,7963921,,,
2026-09-25,TWT96U,tpex,00734B,38801,,,
2026-09-25,TWT96U,twse,0057,6840,,,
2026-09-25,TWT96U,tpex,00740B,482826,,,
2026-09-25,TWT96U,twse,0061,27014,,,
2026-09-25,TWT96U,tpex,00741B,36199,,,
2026-09-25,TWT96U,twse,006203,4757,,,
2026-09-25,TWT96U,tpex,00746B,126420,,,
2026-09-25,TWT96U,twse,006204,6821,,,
2026-09-25,TWT96U,tpex,00749B,36147,,,
2026-09-25,TWT96U,twse,006205,56180,,,
2026-09-25,TWT96U,tpex,00750B,34625,,,
2026-09-25,TWT96U,twse,006206,11281,,,
2026-09-25,TWT96U,tpex,00751B,1373846,,,
2026-09-25,TWT96U,twse,006207,48354,,,
2026-09-25,TWT96U,tpex,00754B,37288,,,
2026-09-25,TWT96U,twse,006208,648416,,,
2026-09-25,TWT96U,tpex,00755B,35790,,,
2026-09-25,TWT96U,twse,00631L,50450473,,,
2026-09-25,TWT96U,tpex,00756B,56722,,,
2026-09-25,TWT96U,twse,00632R,41469367,,,
2026-09-25,TWT96U,tpex,00758B,30310,,,
2026-09-25,TWT96U,twse,00633L,564094,,,
2026-09-25,TWT96U,tpex,00759B,30345,,,
2026-09-25,TWT96U,twse,00634R,139898,,,
2026-09-25,TWT96U,tpex,00760B,31950,,,
2026-09-25,TWT96U,twse,00635U,1195938,,,
2026-09-25,TWT96U,tpex,00761B,89091,,,
2026-09-25,TWT96U,twse,00636,102008,,,
2026-09-25,TWT96U,tpex,00764B,1838832,,,
2026-09-25,TWT96U,twse,00637L,4864692,,,
2026-09-25,TWT96U,tpex,00768B,151869,,,
2026-09-25,TWT96U,twse,00638R,36772,,,
2026-09-25,TWT96U,tpex,00772B,528737,,,
2026-09-25,TWT96U,twse,00639,163612,,,
2026-09-25,TWT96U,tpex,00773B,365536,,,
2026-09-25,TWT96U,twse,00640L,26219,,,
2026-09-25,TWT96U,tpex,00777B,34101,,,
2026-09-25,TWT96U,twse,00641R,383312,,,
