date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-16,TWT96U,twse,00400A,15948338,,,
2026-08-16,TWT96U,tpex,006201,119723,,,
2026-08-16,TWT96U,twse,00401A,2470039,,,
2026-08-16,TWT96U,tpex,00679B,6801422,,,
2026-08-16,TWT96U,twse,00402A,2040048,,,
2026-08-16,TWT96U,tpex,00687B,5975506,,,
2026-08-16,TWT96U,twse,00403A,106246060,,,
2026-08-16,TWT96U,tpex,00694B,60933,,,
2026-08-16,TWT96U,twse,00404A,3023670,,,
2026-08-16,TWT96U,tpex,00695B,95695,,,
2026-08-16,TWT96U,twse,00405A,33816247,,,
2026-08-16,TWT96U,tpex,00696B,742229,,,
2026-08-16,TWT96U,twse,00406A,21103731,,,
2026-08-16,TWT96U,tpex,00697B,121418,,,
2026-08-16,TWT96U,twse,00407A,25652692,,,
2026-08-16,TWT96U,tpex,00719B,944836,,,
2026-08-16,TWT96U,twse,00408A,2420334,,,
2026-08-16,TWT96U,tpex,00720B,1971739,,,
2026-08-16,TWT96U,twse,00410A,8000883,,,
2026-08-16,TWT96U,tpex,00722B,994235,,,
2026-08-16,TWT96U,twse,0050,49742801,,,
2026-08-16,TWT96U,tpex,00723B,61576,,,
2026-08-16,TWT96U,twse,0051,26650,,,
2026-08-16,TWT96U,tpex,00724B,1155405,,,
2026-08-16,TWT96U,twse,0052,8704208,,,
2026-08-16,TWT96U,tpex,00725B,1698613,,,
2026-08-16,TWT96U,twse,0053,17610,,,
2026-08-16,TWT96U,tpex,00726B,86788,,,
2026-08-16,TWT96U,twse,0055,118676,,,
2026-08-16,TWT96U,tpex,00727B,37259,,,
2026-08-16,TWT96U,twse,0056,19186136,,,
2026-08-16,TWT96U,tpex,00734B,32326,,,
2026-08-16,TWT96U,twse,0057,7790,,,
2026-08-16,TWT96U,tpex,00740B,545334,,,
2026-08-16,TWT96U,twse,0061,77496,,,
2026-08-16,TWT96U,tpex,00741B,48081,,,
2026-08-16,TWT96U,twse,006203,8355,,,
2026-08-16,TWT96U,tpex,00746B,194393,,,
2026-08-16,TWT96U,twse,006204,7245,,,
2026-08-16,TWT96U,tpex,00749B,31137,,,
2026-08-16,TWT96U,twse,006205,175679,,,
2026-08-16,TWT96U,tpex,00750B,34145,,,
2026-08-16,TWT96U,twse,006206,19721,,,
2026-08-16,TWT96U,tpex,00751B,1535238,,,
2026-08-16,TWT96U,twse,006207,97273,,,
2026-08-16,TWT96U,tpex,00754B,40780,,,
2026-08-16,TWT96U,twse,006208,1332981,,,
2026-08-16,TWT96U,tpex,00755B,38163,,,
2026-08-16,TWT96U,twse,00631L,90635981,,,
2026-08-16,TWT96U,tpex,00756B,561206,,,
2026-08-16,TWT96U,twse,00632R,59978137,,,
2026-08-16,TWT96U,tpex,00758B,31016,,,
2026-08-16,TWT96U,twse,00633L,989398,,,
2026-08-16,TWT96U,tpex,00759B,30554,,,
2026-08-16,TWT96U,twse,00634R,263650,,,
2026-08-16,TWT96U,tpex,00760B,33354,,,
2026-08-16,TWT96U,twse,00635U,1009348,,,
2026-08-16,TWT96U,tpex,00761B,137614,,,
2026-08-16,TWT96U,twse,00636,194964,,,
2026-08-16,TWT96U,tpex,00764B,1935383,,,
2026-08-16,TWT96U,twse,00637L,7671193,,,
2026-08-16,TWT96U,tpex,00768B,210843,,,
2026-08-16,TWT96U,twse,00638R,89268,,,
2026-08-16,TWT96U,tpex,00772B,695738,,,
2026-08-16,TWT96U,twse,00639,271833,,,
2026-08-16,TWT96U,tpex,00773B,259926,,,
2026-08-16,TWT96U,twse,00640L,45230,,,
2026-08-16,TWT96U,tpex,00777B,33736,,,
2026-08-16,TWT96U,twse,00641R,511948,,,
2026-08-16,TWT96U,tpex,00778B,33137,,,
2026-08-16,TWT96U,twse,00642U,1347508,,,
2026-08-16,TWT96U,tpex,00779B,122588,,,
2026-08-16,TWT96U,twse,00643,856965,,,
2026-08-16,TWT96U,tpex,00780B,428865,,,
2026-08-16,TWT96U,twse,00645,50078,,,
2026-08-16,TWT96U,tpex,00781B,56024,,,
2026-08-16,TWT96U,twse,00646,950561,,,
2026-08-16,TWT96U,tpex,00782B,61450,,,
2026-08-16,TWT96U,twse,00647L,14189,,,
2026-08-16,TWT96U,tpex,00785B,1490134,,,
2026-08-16,TWT96U,twse,00648R,496944,,,
2026-08-16,TWT96U,tpex,00786B,19280,,,
2026-08-16,TWT96U,twse,00650L,1457231,,,
2026-08-16,TWT96U,tpex,00787B,9849,,,
2026-08-16,TWT96U,twse,00651R,116433,,,
2026-08-16,TWT96U,tpex,00788B,14202,,,
2026-08-16,TWT96U,twse,00652,104244,,,
2026-08-16,TWT96U,tpex,00789B,39255,,,
2026-08-16,TWT96U,twse,00653L,0,,,
2026-08-16,TWT96U,tpex,00791B,34858,,,
2026-08-16,TWT96U,twse,00654R,22841,,,
2026-08-16,TWT96U,tpex,00792B,53787,,,
2026-08-16,TWT96U,twse,00655L,487394,,,
2026-08-16,TWT96U,tpex,00793B,9561,,,
2026-08-16,TWT96U,twse,00656R,183419,,,
2026-08-16,TWT96U,tpex,00795B,1721193,,,
2026-08-16,TWT96U,twse,00657,51986,,,
2026-08-16,TWT96U,tpex,00799B,74861,,,
2026-08-16,TWT96U,twse,00660,3799,,,
2026-08-16,TWT96U,tpex,00834B,34042,,,
2026-08-16,TWT96U,twse,00661,42489,,,
2026-08-16,TWT96U,tpex,00836B,13381,,,
2026-08-16,TWT96U,twse,00662,1159083,,,
2026-08-16,TWT96U,tpex,00840B,30689,,,
2026-08-16,TWT96U,twse,00663L,3586553,,,
2026-08-16,TWT96U,tpex,00841B,33456,,,
2026-08-16,TWT96U,twse,00664R,10151667,,,
2026-08-16,TWT96U,tpex,00842B,87719,,,
2026-08-16,TWT96U,twse,00665L,6787754,,,
2026-08-16,TWT96U,tpex,00844B,32518,,,
2026-08-16,TWT96U,twse,00666R,69283,,,
2026-08-16,TWT96U,tpex,00845B,35150,,,
2026-08-16,TWT96U,twse,00668,36720,,,
2026-08-16,TWT96U,tpex,00846B,34079,,,
2026-08-16,TWT96U,twse,00669R,333008,,,
2026-08-16,TWT96U,tpex,00847B,91820,,,
2026-08-16,TWT96U,twse,00670L,231112,,,
2026-08-16,TWT96U,tpex,00848B,86787,,,
2026-08-16,TWT96U,twse,00671R,1796631,,,
2026-08-16,TWT96U,tpex,00849B,91114,,,
2026-08-16,TWT96U,twse,00673R,5870703,,,
2026-08-16,TWT96U,tpex,00853B,313287,,,
2026-08-16,TWT96U,twse,00674R,67049,,,
2026-08-16,TWT96U,tpex,00856B,6494,,,
2026-08-16,TWT96U,twse,00675L,765283,,,
2026-08-16,TWT96U,tpex,00857B,436287,,,
2026-08-16,TWT96U,twse,00676R,3275146,,,
2026-08-16,TWT96U,tpex,00858,135240,,,
2026-08-16,TWT96U,twse,00678,132780,,,
2026-08-16,TWT96U,tpex,00859B,767787,,,
2026-08-16,TWT96U,twse,00680L,3546060,,,
2026-08-16,TWT96U,tpex,00860B,33924,,,
2026-08-16,TWT96U,twse,00681R,48359,,,
2026-08-16,TWT96U,tpex,00862B,104351,,,
2026-08-16,TWT96U,twse,00682U,1435,,,
2026-08-16,TWT96U,tpex,00863B,105549,,,
2026-08-16,TWT96U,twse,00683L,24999,,,
2026-08-16,TWT96U,tpex,00864B,406595,,,
2026-08-16,TWT96U,twse,00684R,6096,,,
2026-08-16,TWT96U,tpex,00867B,31150,,,
2026-08-16,TWT96U,twse,00685L,115222079,,,
2026-08-16,TWT96U,tpex,00870B,3298,,,
2026-08-16,TWT96U,twse,00686R,4252849,,,
2026-08-16,TWT96U,tpex,00877,1498956,,,
2026-08-16,TWT96U,twse,00688L,1245255,,,
2026-08-16,TWT96U,tpex,00884B,83315,,,
2026-08-16,TWT96U,twse,00689R,65737,,,
2026-08-16,TWT96U,tpex,00886,7915,,,
2026-08-16,TWT96U,twse,00690,169879,,,
2026-08-16,TWT96U,tpex,00887,2908046,,,
2026-08-16,TWT96U,twse,00692,437794,,,
2026-08-16,TWT96U,tpex,00888,5956422,,,
2026-08-16,TWT96U,twse,00693U,246555,,,
2026-08-16,TWT96U,tpex,00890B,33712,,,
2026-08-16,TWT96U,twse,00700,143461,,,
2026-08-16,TWT96U,tpex,00928,641931,,,
2026-08-16,TWT96U,twse,00701,215809,,,
2026-08-16,TWT96U,tpex,00931B,683145,,,
2026-08-16,TWT96U,twse,00702,26994,,,
2026-08-16,TWT96U,tpex,00933B,3053602,,,
2026-08-16,TWT96U,twse,00703,12628,,,
2026-08-16,TWT96U,tpex,00937B,15919633,,,
2026-08-16,TWT96U,twse,00706L,530519,,,
2026-08-16,TWT96U,tpex,00942B,405581,,,
2026-08-16,TWT96U,twse,00707R,721,,,
2026-08-16,TWT96U,tpex,00948B,1845490,,,
2026-08-16,TWT96U,twse,00708L,1174268,,,
2026-08-16,TWT96U,tpex,00950B,1369471,,,
2026-08-16,TWT96U,twse,00709,26553,,,
2026-08-16,TWT96U,tpex,00955,1811029,,,
