date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-22,TWT96U,twse,00400A,14690219,,,
2026-08-22,TWT96U,tpex,006201,114660,,,
2026-08-22,TWT96U,twse,00401A,2547864,,,
2026-08-22,TWT96U,tpex,00679B,6969991,,,
2026-08-22,TWT96U,twse,00402A,1947226,,,
2026-08-22,TWT96U,tpex,00687B,5920747,,,
2026-08-22,TWT96U,twse,00403A,102218517,,,
2026-08-22,TWT96U,tpex,00694B,61865,,,
2026-08-22,TWT96U,twse,00404A,2823163,,,
2026-08-22,TWT96U,tpex,00695B,104246,,,
2026-08-22,TWT96U,twse,00405A,31427741,,,
2026-08-22,TWT96U,tpex,00696B,699573,,,
2026-08-22,TWT96U,twse,00406A,28111070,,,
2026-08-22,TWT96U,tpex,00697B,127010,,,
2026-08-22,TWT96U,twse,00407A,21529975,,,
2026-08-22,TWT96U,tpex,00719B,903666,,,
2026-08-22,TWT96U,twse,00408A,2078038,,,
2026-08-22,TWT96U,tpex,00720B,1996654,,,
2026-08-22,TWT96U,twse,00410A,5830090,,,
2026-08-22,TWT96U,tpex,00722B,995384,,,
2026-08-22,TWT96U,twse,0050,48483014,,,
2026-08-22,TWT96U,tpex,00723B,54271,,,
2026-08-22,TWT96U,twse,0051,24291,,,
2026-08-22,TWT96U,tpex,00724B,1150969,,,
2026-08-22,TWT96U,twse,0052,8215499,,,
2026-08-22,TWT96U,tpex,00725B,1308583,,,
2026-08-22,TWT96U,twse,0053,18390,,,
2026-08-22,TWT96U,tpex,00726B,86055,,,
2026-08-22,TWT96U,twse,0055,114485,,,
2026-08-22,TWT96U,tpex,00727B,45427,,,
2026-08-22,TWT96U,twse,0056,17821702,,,
2026-08-22,TWT96U,tpex,00734B,31017,,,
2026-08-22,TWT96U,twse,0057,8590,,,
2026-08-22,TWT96U,tpex,00740B,506827,,,
2026-08-22,TWT96U,twse,0061,71075,,,
2026-08-22,TWT96U,tpex,00741B,45950,,,
2026-08-22,TWT96U,twse,006203,7684,,,
2026-08-22,TWT96U,tpex,00746B,164032,,,
2026-08-22,TWT96U,twse,006204,6968,,,
2026-08-22,TWT96U,tpex,00749B,33396,,,
2026-08-22,TWT96U,twse,006205,168098,,,
2026-08-22,TWT96U,tpex,00750B,34356,,,
2026-08-22,TWT96U,twse,006206,20034,,,
2026-08-22,TWT96U,tpex,00751B,1516160,,,
2026-08-22,TWT96U,twse,006207,88179,,,
2026-08-22,TWT96U,tpex,00754B,41027,,,
2026-08-22,TWT96U,twse,006208,1241784,,,
2026-08-22,TWT96U,tpex,00755B,38736,,,
2026-08-22,TWT96U,twse,00631L,85248114,,,
2026-08-22,TWT96U,tpex,00756B,565385,,,
2026-08-22,TWT96U,twse,00632R,60567807,,,
2026-08-22,TWT96U,tpex,00758B,31018,,,
2026-08-22,TWT96U,twse,00633L,962489,,,
2026-08-22,TWT96U,tpex,00759B,30643,,,
2026-08-22,TWT96U,twse,00634R,307029,,,
2026-08-22,TWT96U,tpex,00760B,33389,,,
2026-08-22,TWT96U,twse,00635U,996539,,,
2026-08-22,TWT96U,tpex,00761B,107911,,,
2026-08-22,TWT96U,twse,00636,199359,,,
2026-08-22,TWT96U,tpex,00764B,1807085,,,
2026-08-22,TWT96U,twse,00637L,7147724,,,
2026-08-22,TWT96U,tpex,00768B,212769,,,
2026-08-22,TWT96U,twse,00638R,95568,,,
2026-08-22,TWT96U,tpex,00772B,704047,,,
2026-08-22,TWT96U,twse,00639,270940,,,
2026-08-22,TWT96U,tpex,00773B,269986,,,
2026-08-22,TWT96U,twse,00640L,46695,,,
2026-08-22,TWT96U,tpex,00777B,35274,,,
2026-08-22,TWT96U,twse,00641R,502742,,,
2026-08-22,TWT96U,tpex,00778B,32825,,,
2026-08-22,TWT96U,twse,00642U,1271518,,,
2026-08-22,TWT96U,tpex,00779B,117609,,,
2026-08-22,TWT96U,twse,00643,844736,,,
2026-08-22,TWT96U,tpex,00780B,430415,,,
2026-08-22,TWT96U,twse,00645,46912,,,
2026-08-22,TWT96U,tpex,00781B,58935,,,
2026-08-22,TWT96U,twse,00646,934570,,,
2026-08-22,TWT96U,tpex,00782B,62625,,,
2026-08-22,TWT96U,twse,00647L,13978,,,
2026-08-22,TWT96U,tpex,00785B,935371,,,
2026-08-22,TWT96U,twse,00648R,509152,,,
2026-08-22,TWT96U,tpex,00786B,19075,,,
2026-08-22,TWT96U,twse,00650L,1212879,,,
2026-08-22,TWT96U,tpex,00787B,9892,,,
2026-08-22,TWT96U,twse,00651R,113875,,,
2026-08-22,TWT96U,tpex,00788B,14575,,,
2026-08-22,TWT96U,twse,00652,87210,,,
2026-08-22,TWT96U,tpex,00789B,40042,,,
2026-08-22,TWT96U,twse,00653L,0,,,
2026-08-22,TWT96U,tpex,00791B,34951,,,
2026-08-22,TWT96U,twse,00654R,19457,,,
2026-08-22,TWT96U,tpex,00792B,51805,,,
2026-08-22,TWT96U,twse,00655L,456475,,,
2026-08-22,TWT96U,tpex,00793B,7265,,,
2026-08-22,TWT96U,twse,00656R,168488,,,
2026-08-22,TWT96U,tpex,00795B,1674777,,,
2026-08-22,TWT96U,twse,00657,45961,,,
2026-08-22,TWT96U,tpex,00799B,82945,,,
2026-08-22,TWT96U,twse,00660,6356,,,
2026-08-22,TWT96U,tpex,00834B,34365,,,
2026-08-22,TWT96U,twse,00661,41811,,,
2026-08-22,TWT96U,tpex,00836B,14519,,,
2026-08-22,TWT96U,twse,00662,1167367,,,
2026-08-22,TWT96U,tpex,00840B,30643,,,
2026-08-22,TWT96U,twse,00663L,3113927,,,
2026-08-22,TWT96U,tpex,00841B,33029,,,
2026-08-22,TWT96U,twse,00664R,10604419,,,
2026-08-22,TWT96U,tpex,00842B,99389,,,
2026-08-22,TWT96U,twse,00665L,5801254,,,
2026-08-22,TWT96U,tpex,00844B,33412,,,
2026-08-22,TWT96U,twse,00666R,63372,,,
2026-08-22,TWT96U,tpex,00845B,38002,,,
2026-08-22,TWT96U,twse,00668,37284,,,
2026-08-22,TWT96U,tpex,00846B,35511,,,
2026-08-22,TWT96U,twse,00669R,322523,,,
2026-08-22,TWT96U,tpex,00847B,82305,,,
2026-08-22,TWT96U,twse,00670L,225690,,,
2026-08-22,TWT96U,tpex,00848B,78794,,,
2026-08-22,TWT96U,twse,00671R,1768744,,,
2026-08-22,TWT96U,tpex,00849B,81540,,,
2026-08-22,TWT96U,twse,00673R,5948017,,,
2026-08-22,TWT96U,tpex,00853B,315279,,,
2026-08-22,TWT96U,twse,00674R,65830,,,
2026-08-22,TWT96U,tpex,00856B,6255,,,
2026-08-22,TWT96U,twse,00675L,708281,,,
2026-08-22,TWT96U,tpex,00857B,410542,,,
2026-08-22,TWT96U,twse,00676R,3271710,,,
2026-08-22,TWT96U,tpex,00858,129775,,,
2026-08-22,TWT96U,twse,00678,122173,,,
2026-08-22,TWT96U,tpex,00859B,778404,,,
2026-08-22,TWT96U,twse,00680L,3759071,,,
