date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-09-02,TWT96U,twse,00400A,13738191,,,
2026-09-02,TWT96U,tpex,00411A,11446148,,,
2026-09-02,TWT96U,twse,00401A,2510147,,,
2026-09-02,TWT96U,tpex,006201,105651,,,
2026-09-02,TWT96U,twse,00402A,1579030,,,
2026-09-02,TWT96U,tpex,00679B,6254230,,,
2026-09-02,TWT96U,twse,00403A,85897967,,,
2026-09-02,TWT96U,tpex,00687B,5195153,,,
2026-09-02,TWT96U,twse,00404A,2273619,,,
2026-09-02,TWT96U,tpex,00694B,61245,,,
2026-09-02,TWT96U,twse,00405A,27799805,,,
2026-09-02,TWT96U,tpex,00695B,107234,,,
2026-09-02,TWT96U,twse,00406A,38490812,,,
2026-09-02,TWT96U,tpex,00696B,697539,,,
2026-09-02,TWT96U,twse,00407A,17815147,,,
2026-09-02,TWT96U,tpex,00697B,143320,,,
2026-09-02,TWT96U,twse,00408A,876113,,,
2026-09-02,TWT96U,tpex,00719B,809734,,,
2026-09-02,TWT96U,twse,00410A,5000959,,,
2026-09-02,TWT96U,tpex,00720B,1661832,,,
2026-09-02,TWT96U,twse,0050,38566225,,,
2026-09-02,TWT96U,tpex,00722B,1036122,,,
2026-09-02,TWT96U,twse,0051,19011,,,
2026-09-02,TWT96U,tpex,00723B,55587,,,
2026-09-02,TWT96U,twse,0052,6889204,,,
2026-09-02,TWT96U,tpex,00724B,1151487,,,
2026-09-02,TWT96U,twse,0053,18261,,,
2026-09-02,TWT96U,tpex,00725B,1010979,,,
2026-09-02,TWT96U,twse,0055,115059,,,
2026-09-02,TWT96U,tpex,00726B,77934,,,
2026-09-02,TWT96U,twse,0056,13549474,,,
2026-09-02,TWT96U,tpex,00727B,46948,,,
2026-09-02,TWT96U,twse,0057,6879,,,
2026-09-02,TWT96U,tpex,00734B,36792,,,
2026-09-02,TWT96U,twse,0061,65231,,,
2026-09-02,TWT96U,tpex,00740B,459451,,,
2026-09-02,TWT96U,twse,006203,6483,,,
2026-09-02,TWT96U,tpex,00741B,41600,,,
2026-09-02,TWT96U,twse,006204,8373,,,
2026-09-02,TWT96U,tpex,00746B,131760,,,
2026-09-02,TWT96U,twse,006205,99063,,,
2026-09-02,TWT96U,tpex,00749B,34756,,,
2026-09-02,TWT96U,twse,006206,14843,,,
2026-09-02,TWT96U,tpex,00750B,34496,,,
2026-09-02,TWT96U,twse,006207,57104,,,
2026-09-02,TWT96U,tpex,00751B,1453251,,,
2026-09-02,TWT96U,twse,006208,940218,,,
2026-09-02,TWT96U,tpex,00754B,40219,,,
2026-09-02,TWT96U,twse,00631L,71860777,,,
2026-09-02,TWT96U,tpex,00755B,38568,,,
2026-09-02,TWT96U,twse,00632R,58478934,,,
2026-09-02,TWT96U,tpex,00756B,368006,,,
2026-09-02,TWT96U,twse,00633L,750411,,,
2026-09-02,TWT96U,tpex,00758B,30328,,,
2026-09-02,TWT96U,twse,00634R,254064,,,
2026-09-02,TWT96U,tpex,00759B,30698,,,
2026-09-02,TWT96U,twse,00635U,1252776,,,
2026-09-02,TWT96U,tpex,00760B,33119,,,
2026-09-02,TWT96U,twse,00636,158778,,,
2026-09-02,TWT96U,tpex,00761B,92464,,,
2026-09-02,TWT96U,twse,00637L,5906608,,,
2026-09-02,TWT96U,tpex,00764B,1876518,,,
2026-09-02,TWT96U,twse,00638R,71385,,,
2026-09-02,TWT96U,tpex,00768B,191964,,,
2026-09-02,TWT96U,twse,00639,217231,,,
2026-09-02,TWT96U,tpex,00772B,615961,,,
2026-09-02,TWT96U,twse,00640L,36294,,,
2026-09-02,TWT96U,tpex,00773B,281568,,,
2026-09-02,TWT96U,twse,00641R,459865,,,
2026-09-02,TWT96U,tpex,00777B,34535,,,
2026-09-02,TWT96U,twse,00642U,1086522,,,
2026-09-02,TWT96U,tpex,00778B,31895,,,
2026-09-02,TWT96U,twse,00643,798027,,,
2026-09-02,TWT96U,tpex,00779B,106558,,,
2026-09-02,TWT96U,twse,00645,39083,,,
2026-09-02,TWT96U,tpex,00780B,48414,,,
2026-09-02,TWT96U,twse,00646,884314,,,
2026-09-02,TWT96U,tpex,00781B,55528,,,
2026-09-02,TWT96U,twse,00647L,11667,,,
2026-09-02,TWT96U,tpex,00782B,56998,,,
2026-09-02,TWT96U,twse,00648R,532248,,,
