date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-21,TWT96U,twse,00400A,14659937,,,
2026-08-21,TWT96U,tpex,006201,116172,,,
2026-08-21,TWT96U,twse,00401A,2584610,,,
2026-08-21,TWT96U,tpex,00679B,6996350,,,
2026-08-21,TWT96U,twse,00402A,1978161,,,
2026-08-21,TWT96U,tpex,00687B,6053514,,,
2026-08-21,TWT96U,twse,00403A,102851803,,,
2026-08-21,TWT96U,tpex,00694B,60219,,,
2026-08-21,TWT96U,twse,00404A,2893625,,,
2026-08-21,TWT96U,tpex,00695B,104969,,,
2026-08-21,TWT96U,twse,00405A,31562094,,,
2026-08-21,TWT96U,tpex,00696B,743473,,,
2026-08-21,TWT96U,twse,00406A,26342507,,,
2026-08-21,TWT96U,tpex,00697B,126740,,,
2026-08-21,TWT96U,twse,00407A,21859445,,,
2026-08-21,TWT96U,tpex,00719B,928263,,,
2026-08-21,TWT96U,twse,00408A,2142029,,,
2026-08-21,TWT96U,tpex,00720B,2002328,,,
2026-08-21,TWT96U,twse,00410A,6165134,,,
2026-08-21,TWT96U,tpex,00722B,1012485,,,
2026-08-21,TWT96U,twse,0050,48636112,,,
2026-08-21,TWT96U,tpex,00723B,55754,,,
2026-08-21,TWT96U,twse,0051,24693,,,
2026-08-21,TWT96U,tpex,00724B,1151496,,,
2026-08-21,TWT96U,twse,0052,8306321,,,
2026-08-21,TWT96U,tpex,00725B,1355252,,,
2026-08-21,TWT96U,twse,0053,18384,,,
2026-08-21,TWT96U,tpex,00726B,86488,,,
2026-08-21,TWT96U,twse,0055,113614,,,
2026-08-21,TWT96U,tpex,00727B,44505,,,
2026-08-21,TWT96U,twse,0056,17948986,,,
2026-08-21,TWT96U,tpex,00734B,37214,,,
2026-08-21,TWT96U,twse,0057,8484,,,
2026-08-21,TWT96U,tpex,00740B,533220,,,
2026-08-21,TWT96U,twse,0061,71638,,,
2026-08-21,TWT96U,tpex,00741B,46224,,,
2026-08-21,TWT96U,twse,006203,8041,,,
2026-08-21,TWT96U,tpex,00746B,164700,,,
2026-08-21,TWT96U,twse,006204,8192,,,
2026-08-21,TWT96U,tpex,00749B,32867,,,
2026-08-21,TWT96U,twse,006205,164710,,,
2026-08-21,TWT96U,tpex,00750B,34676,,,
2026-08-21,TWT96U,twse,006206,20035,,,
2026-08-21,TWT96U,tpex,00751B,1525346,,,
2026-08-21,TWT96U,twse,006207,89535,,,
2026-08-21,TWT96U,tpex,00754B,40911,,,
2026-08-21,TWT96U,twse,006208,1266065,,,
2026-08-21,TWT96U,tpex,00755B,38975,,,
2026-08-21,TWT96U,twse,00631L,86068305,,,
