date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-13,TWT96U,twse,00400A,16422806,,,
2026-08-13,TWT96U,tpex,006201,115681,,,
2026-08-13,TWT96U,twse,00401A,2350273,,,
2026-08-13,TWT96U,tpex,00679B,7296154,,,
2026-08-13,TWT96U,twse,00402A,2459667,,,
2026-08-13,TWT96U,tpex,00687B,7315414,,,
2026-08-13,TWT96U,twse,00403A,104766969,,,
2026-08-13,TWT96U,tpex,00694B,63362,,,
2026-08-13,TWT96U,twse,00404A,3182776,,,
2026-08-13,TWT96U,tpex,00695B,90060,,,
2026-08-13,TWT96U,twse,00405A,33764046,,,
2026-08-13,TWT96U,tpex,00696B,979551,,,
2026-08-13,TWT96U,twse,00406A,20477837,,,
2026-08-13,TWT96U,tpex,00697B,124495,,,
2026-08-13,TWT96U,twse,00407A,26149108,,,
2026-08-13,TWT96U,tpex,00719B,944728,,,
2026-08-13,TWT96U,twse,00408A,2699275,,,
2026-08-13,TWT96U,tpex,00720B,2077767,,,
2026-08-13,TWT96U,twse,00410A,10482815,,,
2026-08-13,TWT96U,tpex,00722B,1001205,,,
2026-08-13,TWT96U,twse,0050,49951719,,,
2026-08-13,TWT96U,tpex,00723B,66084,,,
2026-08-13,TWT96U,twse,0051,27110,,,
2026-08-13,TWT96U,tpex,00724B,1165534,,,
2026-08-13,TWT96U,twse,0052,8859592,,,
2026-08-13,TWT96U,tpex,00725B,1793554,,,
2026-08-13,TWT96U,twse,0053,16194,,,
2026-08-13,TWT96U,tpex,00726B,85080,,,
2026-08-13,TWT96U,twse,0055,135653,,,
2026-08-13,TWT96U,tpex,00727B,37269,,,
2026-08-13,TWT96U,twse,0056,19390023,,,
2026-08-13,TWT96U,tpex,00734B,42676,,,
2026-08-13,TWT96U,twse,0057,7988,,,
2026-08-13,TWT96U,tpex,00740B,578549,,,
2026-08-13,TWT96U,twse,0061,90132,,,
2026-08-13,TWT96U,tpex,00741B,48013,,,
2026-08-13,TWT96U,twse,006203,9292,,,
2026-08-13,TWT96U,tpex,00746B,217256,,,
2026-08-13,TWT96U,twse,006204,6559,,,
2026-08-13,TWT96U,tpex,00749B,31147,,,
2026-08-13,TWT96U,twse,006205,187129,,,
2026-08-13,TWT96U,tpex,00750B,34355,,,
2026-08-13,TWT96U,twse,006206,21825,,,
2026-08-13,TWT96U,tpex,00751B,1609686,,,
2026-08-13,TWT96U,twse,006207,110207,,,
2026-08-13,TWT96U,tpex,00754B,41107,,,
2026-08-13,TWT96U,twse,006208,1332094,,,
2026-08-13,TWT96U,tpex,00755B,37831,,,
2026-08-13,TWT96U,twse,00631L,93429115,,,
2026-08-13,TWT96U,tpex,00756B,562933,,,
2026-08-13,TWT96U,twse,00632R,60896370,,,
2026-08-13,TWT96U,tpex,00758B,30911,,,
