date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-20,TWT96U,twse,00400A,15091107,,,
2026-08-20,TWT96U,tpex,006201,117581,,,
2026-08-20,TWT96U,twse,00401A,2593368,,,
2026-08-20,TWT96U,tpex,00679B,7078393,,,
2026-08-20,TWT96U,twse,00402A,2004838,,,
2026-08-20,TWT96U,tpex,00687B,6099734,,,
2026-08-20,TWT96U,twse,00403A,104020333,,,
2026-08-20,TWT96U,tpex,00694B,59982,,,
2026-08-20,TWT96U,twse,00404A,2903987,,,
2026-08-20,TWT96U,tpex,00695B,106806,,,
2026-08-20,TWT96U,twse,00405A,31991585,,,
2026-08-20,TWT96U,tpex,00696B,750323,,,
2026-08-20,TWT96U,twse,00406A,25136828,,,
2026-08-20,TWT96U,tpex,00697B,129935,,,
2026-08-20,TWT96U,twse,00407A,22823485,,,
2026-08-20,TWT96U,tpex,00719B,937641,,,
2026-08-20,TWT96U,twse,00408A,2195535,,,
2026-08-20,TWT96U,tpex,00720B,2054855,,,
2026-08-20,TWT96U,twse,00410A,6577845,,,
2026-08-20,TWT96U,tpex,00722B,1008153,,,
2026-08-20,TWT96U,twse,0050,49167372,,,
2026-08-20,TWT96U,tpex,00723B,56283,,,
2026-08-20,TWT96U,twse,0051,25609,,,
2026-08-20,TWT96U,tpex,00724B,1170512,,,
2026-08-20,TWT96U,twse,0052,8455922,,,
2026-08-20,TWT96U,tpex,00725B,1616086,,,
2026-08-20,TWT96U,twse,0053,17231,,,
2026-08-20,TWT96U,tpex,00726B,86982,,,
2026-08-20,TWT96U,twse,0055,113680,,,
2026-08-20,TWT96U,tpex,00727B,43627,,,
2026-08-20,TWT96U,twse,0056,18261241,,,
2026-08-20,TWT96U,tpex,00734B,37225,,,
2026-08-20,TWT96U,twse,0057,7984,,,
2026-08-20,TWT96U,tpex,00740B,540753,,,
2026-08-20,TWT96U,twse,0061,71747,,,
2026-08-20,TWT96U,tpex,00741B,46674,,,
2026-08-20,TWT96U,twse,006203,8228,,,
2026-08-20,TWT96U,tpex,00746B,176216,,,
2026-08-20,TWT96U,twse,006204,8190,,,
2026-08-20,TWT96U,tpex,00749B,33227,,,
2026-08-20,TWT96U,twse,006205,169197,,,
2026-08-20,TWT96U,tpex,00750B,34666,,,
2026-08-20,TWT96U,twse,006206,20599,,,
2026-08-20,TWT96U,tpex,00751B,1590403,,,
2026-08-20,TWT96U,twse,006207,90105,,,
2026-08-20,TWT96U,tpex,00754B,40797,,,
2026-08-20,TWT96U,twse,006208,1286831,,,
2026-08-20,TWT96U,tpex,00755B,38970,,,
2026-08-20,TWT96U,twse,00631L,87047474,,,
2026-08-20,TWT96U,tpex,00756B,565195,,,
2026-08-20,TWT96U,twse,00632R,60647058,,,
2026-08-20,TWT96U,tpex,00758B,31040,,,
2026-08-20,TWT96U,twse,00633L,979237,,,
2026-08-20,TWT96U,tpex,00759B,30639,,,
2026-08-20,TWT96U,twse,00634R,295984,,,
2026-08-20,TWT96U,tpex,00760B,33391,,,
2026-08-20,TWT96U,twse,00635U,932274,,,
2026-08-20,TWT96U,tpex,00761B,120480,,,
2026-08-20,TWT96U,twse,00636,198255,,,
2026-08-20,TWT96U,tpex,00764B,1938630,,,
2026-08-20,TWT96U,twse,00637L,7406480,,,
2026-08-20,TWT96U,tpex,00768B,221892,,,
2026-08-20,TWT96U,twse,00638R,91842,,,
2026-08-20,TWT96U,tpex,00772B,708344,,,
2026-08-20,TWT96U,twse,00639,271493,,,
2026-08-20,TWT96U,tpex,00773B,274412,,,
2026-08-20,TWT96U,twse,00640L,46368,,,
2026-08-20,TWT96U,tpex,00777B,34851,,,
2026-08-20,TWT96U,twse,00641R,506174,,,
2026-08-20,TWT96U,tpex,00778B,32825,,,
2026-08-20,TWT96U,twse,00642U,1352990,,,
2026-08-20,TWT96U,tpex,00779B,121060,,,
2026-08-20,TWT96U,twse,00643,861699,,,
2026-08-20,TWT96U,tpex,00780B,433930,,,
2026-08-20,TWT96U,twse,00645,47514,,,
2026-08-20,TWT96U,tpex,00781B,59403,,,
2026-08-20,TWT96U,twse,00646,967758,,,
2026-08-20,TWT96U,tpex,00782B,62139,,,
2026-08-20,TWT96U,twse,00647L,13594,,,
2026-08-20,TWT96U,tpex,00785B,1491477,,,
2026-08-20,TWT96U,twse,00648R,505913,,,
2026-08-20,TWT96U,tpex,00786B,19353,,,
2026-08-20,TWT96U,twse,00650L,1321350,,,
2026-08-20,TWT96U,tpex,00787B,9656,,,
2026-08-20,TWT96U,twse,00651R,113537,,,
2026-08-20,TWT96U,tpex,00788B,14525,,,
2026-08-20,TWT96U,twse,00652,90785,,,
2026-08-20,TWT96U,tpex,00789B,40086,,,
2026-08-20,TWT96U,twse,00653L,0,,,
2026-08-20,TWT96U,tpex,00791B,34905,,,
2026-08-20,TWT96U,twse,00654R,20660,,,
2026-08-20,TWT96U,tpex,00792B,52493,,,
2026-08-20,TWT96U,twse,00655L,469907,,,
2026-08-20,TWT96U,tpex,00793B,7545,,,
2026-08-20,TWT96U,twse,00656R,188218,,,
2026-08-20,TWT96U,tpex,00795B,1668238,,,
2026-08-20,TWT96U,twse,00657,49258,,,
2026-08-20,TWT96U,tpex,00799B,83963,,,
2026-08-20,TWT96U,twse,00660,5070,,,
2026-08-20,TWT96U,tpex,00834B,34435,,,
2026-08-20,TWT96U,twse,00661,42937,,,
2026-08-20,TWT96U,tpex,00836B,14601,,,
2026-08-20,TWT96U,twse,00662,1183453,,,
2026-08-20,TWT96U,tpex,00840B,30653,,,
2026-08-20,TWT96U,twse,00663L,3262229,,,
2026-08-20,TWT96U,tpex,00841B,33509,,,
2026-08-20,TWT96U,twse,00664R,10743733,,,
2026-08-20,TWT96U,tpex,00842B,99662,,,
2026-08-20,TWT96U,twse,00665L,6394687,,,
2026-08-20,TWT96U,tpex,00844B,34101,,,
2026-08-20,TWT96U,twse,00666R,70281,,,
2026-08-20,TWT96U,tpex,00845B,37545,,,
2026-08-20,TWT96U,twse,00668,36338,,,
2026-08-20,TWT96U,tpex,00846B,34441,,,
2026-08-20,TWT96U,twse,00669R,329340,,,
2026-08-20,TWT96U,tpex,00847B,87231,,,
2026-08-20,TWT96U,twse,00670L,229405,,,
2026-08-20,TWT96U,tpex,00848B,82446,,,
2026-08-20,TWT96U,twse,00671R,1800244,,,
2026-08-20,TWT96U,tpex,00849B,86599,,,
2026-08-20,TWT96U,twse,00673R,5898269,,,
2026-08-20,TWT96U,tpex,00853B,315842,,,
2026-08-20,TWT96U,twse,00674R,62861,,,
2026-08-20,TWT96U,tpex,00856B,6133,,,
2026-08-20,TWT96U,twse,00675L,725238,,,
2026-08-20,TWT96U,tpex,00857B,426834,,,
2026-08-20,TWT96U,twse,00676R,3298678,,,
2026-08-20,TWT96U,tpex,00858,130160,,,
2026-08-20,TWT96U,twse,00678,127593,,,
2026-08-20,TWT96U,tpex,00859B,768240,,,
2026-08-20,TWT96U,twse,00680L,3634339,,,
2026-08-20,TWT96U,tpex,00860B,34523,,,
2026-08-20,TWT96U,twse,00681R,47940,,,
2026-08-20,TWT96U,tpex,00862B,98133,,,
2026-08-20,TWT96U,twse,00682U,1484,,,
2026-08-20,TWT96U,tpex,00863B,102633,,,
2026-08-20,TWT96U,twse,00683L,26773,,,
2026-08-20,TWT96U,tpex,00864B,409823,,,
2026-08-20,TWT96U,twse,00684R,7076,,,
2026-08-20,TWT96U,tpex,00867B,28498,,,
2026-08-20,TWT96U,twse,00685L,109151879,,,
2026-08-20,TWT96U,tpex,00870B,4311,,,
2026-08-20,TWT96U,twse,00686R,4355035,,,
2026-08-20,TWT96U,tpex,00877,1445085,,,
2026-08-20,TWT96U,twse,00688L,1338432,,,
2026-08-20,TWT96U,tpex,00884B,77765,,,
2026-08-20,TWT96U,twse,00689R,64845,,,
2026-08-20,TWT96U,tpex,00886,7818,,,
2026-08-20,TWT96U,twse,00690,169197,,,
2026-08-20,TWT96U,tpex,00887,2734977,,,
2026-08-20,TWT96U,twse,00692,432033,,,
2026-08-20,TWT96U,tpex,00888,5487259,,,
2026-08-20,TWT96U,twse,00693U,243188,,,
2026-08-20,TWT96U,tpex,00890B,34131,,,
2026-08-20,TWT96U,twse,00700,134828,,,
2026-08-20,TWT96U,tpex,00928,554937,,,
2026-08-20,TWT96U,twse,00701,222595,,,
2026-08-20,TWT96U,tpex,00931B,666053,,,
2026-08-20,TWT96U,twse,00702,25211,,,
2026-08-20,TWT96U,tpex,00933B,3342135,,,
2026-08-20,TWT96U,twse,00703,11460,,,
2026-08-20,TWT96U,tpex,00937B,17297051,,,
