date,source,market,stock_id,available_volume,susp_margin_short,susp_sbl_short,no_below_flat
2026-08-26,TWT96U,twse,00400A,14163861,,,
2026-08-26,TWT96U,tpex,00411A,0,,,
2026-08-26,TWT96U,twse,00401A,2580077,,,
2026-08-26,TWT96U,tpex,006201,112401,,,
2026-08-26,TWT96U,twse,00402A,1837925,,,
2026-08-26,TWT96U,tpex,00679B,6724642,,,
2026-08-26,TWT96U,twse,00403A,96229244,,,
2026-08-26,TWT96U,tpex,00687B,5772624,,,
2026-08-26,TWT96U,twse,00404A,2652770,,,
2026-08-26,TWT96U,tpex,00694B,63997,,,
2026-08-26,TWT96U,twse,00405A,29662174,,,
2026-08-26,TWT96U,tpex,00695B,105948,,,
2026-08-26,TWT96U,twse,00406A,31997626,,,
2026-08-26,TWT96U,tpex,00696B,687698,,,
2026-08-26,TWT96U,twse,00407A,19298691,,,
2026-08-26,TWT96U,tpex,00697B,139545,,,
2026-08-26,TWT96U,twse,00408A,1960377,,,
2026-08-26,TWT96U,tpex,00719B,873988,,,
2026-08-26,TWT96U,twse,00410A,5283607,,,
2026-08-26,TWT96U,tpex,00720B,1831721,,,
2026-08-26,TWT96U,twse,0050,46227268,,,
2026-08-26,TWT96U,tpex,00722B,1004847,,,
2026-08-26,TWT96U,twse,0051,22555,,,
2026-08-26,TWT96U,tpex,00723B,54904,,,
2026-08-26,TWT96U,twse,0052,7767615,,,
2026-08-26,TWT96U,tpex,00724B,1145132,,,
2026-08-26,TWT96U,twse,0053,18893,,,
2026-08-26,TWT96U,tpex,00725B,1181712,,,
2026-08-26,TWT96U,twse,0055,115173,,,
2026-08-26,TWT96U,tpex,00726B,82737,,,
2026-08-26,TWT96U,twse,0056,16386480,,,
2026-08-26,TWT96U,tpex,00727B,46734,,,
2026-08-26,TWT96U,twse,0057,8319,,,
2026-08-26,TWT96U,tpex,00734B,31049,,,
2026-08-26,TWT96U,twse,0061,70062,,,
2026-08-26,TWT96U,tpex,00740B,473858,,,
2026-08-26,TWT96U,twse,006203,7634,,,
2026-08-26,TWT96U,tpex,00741B,46039,,,
2026-08-26,TWT96U,twse,006204,6924,,,
2026-08-26,TWT96U,tpex,00746B,153077,,,
2026-08-26,TWT96U,twse,006205,154553,,,
2026-08-26,TWT96U,tpex,00749B,34756,,,
2026-08-26,TWT96U,twse,006206,19426,,,
2026-08-26,TWT96U,tpex,00750B,34546,,,
2026-08-26,TWT96U,twse,006207,77241,,,
2026-08-26,TWT96U,tpex,00751B,1500312,,,
2026-08-26,TWT96U,twse,006208,1135741,,,
2026-08-26,TWT96U,tpex,00754B,40009,,,
2026-08-26,TWT96U,twse,00631L,80788843,,,
2026-08-26,TWT96U,tpex,00755B,38970,,,
2026-08-26,TWT96U,twse,00632R,59468997,,,
2026-08-26,TWT96U,tpex,00756B,566043,,,
2026-08-26,TWT96U,twse,00633L,922798,,,
2026-08-26,TWT96U,tpex,00758B,31738,,,
2026-08-26,TWT96U,twse,00634R,295827,,,
2026-08-26,TWT96U,tpex,00759B,31641,,,
2026-08-26,TWT96U,twse,00635U,1127999,,,
2026-08-26,TWT96U,tpex,00760B,34308,,,
2026-08-26,TWT96U,twse,00636,185150,,,
2026-08-26,TWT96U,tpex,00761B,95063,,,
2026-08-26,TWT96U,twse,00637L,6915452,,,
2026-08-26,TWT96U,tpex,00764B,1907661,,,
2026-08-26,TWT96U,twse,00638R,86898,,,
2026-08-26,TWT96U,tpex,00768B,213175,,,
2026-08-26,TWT96U,twse,00639,262574,,,
2026-08-26,TWT96U,tpex,00772B,674984,,,
2026-08-26,TWT96U,twse,00640L,44991,,,
2026-08-26,TWT96U,tpex,00773B,287139,,,
2026-08-26,TWT96U,twse,00641R,494016,,,
2026-08-26,TWT96U,tpex,00777B,34693,,,
2026-08-26,TWT96U,twse,00642U,1148892,,,
2026-08-26,TWT96U,tpex,00778B,32335,,,
2026-08-26,TWT96U,twse,00643,827868,,,
2026-08-26,TWT96U,tpex,00779B,112742,,,
2026-08-26,TWT96U,twse,00645,42184,,,
2026-08-26,TWT96U,tpex,00780B,425262,,,
2026-08-26,TWT96U,twse,00646,895104,,,
2026-08-26,TWT96U,tpex,00781B,54502,,,
2026-08-26,TWT96U,twse,00647L,13705,,,
2026-08-26,TWT96U,tpex,00782B,59041,,,
2026-08-26,TWT96U,twse,00648R,541474,,,
2026-08-26,TWT96U,tpex,00785B,375649,,,
2026-08-26,TWT96U,twse,00650L,1100761,,,
2026-08-26,TWT96U,tpex,00786B,18911,,,
2026-08-26,TWT96U,twse,00651R,109248,,,
2026-08-26,TWT96U,tpex,00787B,9753,,,
2026-08-26,TWT96U,twse,00652,83867,,,
2026-08-26,TWT96U,tpex,00788B,15057,,,
2026-08-26,TWT96U,twse,00653L,0,,,
2026-08-26,TWT96U,tpex,00789B,39768,,,
2026-08-26,TWT96U,twse,00654R,17457,,,
2026-08-26,TWT96U,tpex,00791B,34812,,,
2026-08-26,TWT96U,twse,00655L,435012,,,
2026-08-26,TWT96U,tpex,00792B,51078,,,
2026-08-26,TWT96U,twse,00656R,190686,,,
2026-08-26,TWT96U,tpex,00793B,8099,,,
2026-08-26,TWT96U,twse,00657,34228,,,
2026-08-26,TWT96U,tpex,00795B,1689189,,,
2026-08-26,TWT96U,twse,00660,6515,,,
2026-08-26,TWT96U,tpex,00799B,77852,,,
2026-08-26,TWT96U,twse,00661,35112,,,
2026-08-26,TWT96U,tpex,00834B,34005,,,
2026-08-26,TWT96U,twse,00662,1101950,,,
2026-08-26,TWT96U,tpex,00836B,16929,,,
