date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2025-10-17,113093,106000,0.937282,0.0,0.045075
2025-10-20,102142,84001,0.822394,0.011905,0.005329
2025-10-21,24687,22385,0.906753,0.044762,0.12409
2025-10-22,57635,47000,0.815477,0.06383,0.068464
2025-10-23,132562,64000,0.482793,2.749984,0.013168
2025-10-27,299849,216424,0.721777,0.009246,0.014023
2025-10-28,82588,56000,0.678065,0.5,0.033637
2025-10-29,95755,72000,0.751919,0.06875,0.016616
2025-10-30,132672,102000,0.768813,0.0,0.004132
2025-10-31,71789,58000,0.807923,0.0,0.156794
2025-11-03,135098,64940,0.480688,0.0,0.008087
2025-11-04,60203,33750,0.560603,0.0,0.035973
2025-11-05,209617,101100,0.482308,0.037409,0.029324
2025-11-06,85544,50045,0.585021,0.159856,0.090104
2025-11-07,58405,43906,0.751751,0.182526,0.076173
2025-11-10,416481,198102,0.475657,0.050479,0.275232
2025-11-11,125168,82000,0.65512,0.02439,0.024762
2025-11-12,258070,206001,0.798237,0.0,0.006239
2025-11-13,240123,159000,0.662161,0.062893,0.021181
2025-11-14,637795,457000,0.716531,0.066864,0.006801
2025-11-17,342995,230970,0.673392,0.017184,0.022793
2025-11-18,340302,251673,0.739558,0.0,0.014921
2025-11-19,172718,103799,0.600974,0.202314,0.030303
2025-11-20,118319,100497,0.849373,0.107754,0.045056
2025-11-21,262435,228001,0.86879,0.013158,0.031123
2025-11-24,246174,89231,0.362471,0.033621,0.073836
2025-11-25,80696,77000,0.954198,0.025974,0.082754
2025-11-26,90117,57800,0.641388,0.034602,0.098918
2025-11-27,35467,33001,0.930471,0.033332,0.042307
2025-11-28,54493,37002,0.679023,0.027026,0.077249
2025-12-01,38398,30000,0.781291,2.9,0.040121
2025-12-02,145396,120535,0.829012,0.033185,0.03468
2025-12-03,92076,77888,0.84591,0.192636,0.050804
2025-12-04,84726,75676,0.893185,0.0,0.063236
2025-12-05,92861,87000,0.936884,0.0,0.053864
2025-12-08,45314,43181,0.952928,0.023158,0.0
2025-12-09,101987,72000,0.705972,0.000111,0.047132
2025-12-10,93840,67000,0.713981,0.014925,0.050161
2025-12-11,128696,81000,0.62939,0.0,0.030838
2025-12-12,78057,52000,0.66618,0.0,0.061082
2025-12-15,55653,44646,0.802221,0.099695,0.100093
2025-12-16,116533,78955,0.677533,0.063327,0.096758
2025-12-17,112011,103000,0.919553,0.048544,0.069062
2025-12-18,56245,34012,0.604712,0.029401,0.095036
2025-12-19,97952,80002,0.816747,0.048261,0.016155
2025-12-22,1096324,708001,0.645795,0.007062,0.00437
2025-12-23,405513,152672,0.376491,0.072043,0.003457
2025-12-24,176380,106379,0.603124,0.0,0.013974
2025-12-26,186098,118000,0.634075,0.093212,0.003566
2025-12-29,74328,60000,0.807233,0.016667,0.007086
2025-12-30,148892,105000,0.705209,0.0,0.01317
2025-12-31,108933,96001,0.881285,0.229154,0.004837
2026-01-02,135918,99000,0.72838,0.010101,0.008353
2026-01-05,227467,138000,0.606681,0.014493,0.020646
2026-01-06,328807,182000,0.553516,0.005489,0.0
2026-01-07,321408,170001,0.528926,0.0,0.006837
2026-01-08,349816,170000,0.48597,0.0,0.038728
2026-01-09,215881,125003,0.579037,0.095998,0.008846
2026-01-12,208004,138014,0.663516,0.014484,0.07182
2026-01-13,153409,84846,0.553071,0.165629,0.01123
2026-01-14,453320,182000,0.401482,0.0,0.005818
2026-01-15,165928,125649,0.75725,0.055711,0.003215
2026-01-16,279019,133590,0.478785,0.007486,0.001852
2026-01-19,376872,218200,0.578976,0.008103,0.010999
2026-01-20,285872,154000,0.538703,0.0,0.07491
2026-01-21,250353,123021,0.49139,0.0,0.011874
2026-01-22,180330,109001,0.604453,0.183448,0.014225
2026-01-23,70144,46000,0.655794,0.000109,0.068781
2026-01-26,307063,138003,0.449429,0.376782,0.036054
2026-01-27,352309,229044,0.650122,0.000157,0.007826
2026-01-28,469896,216101,0.459891,,0.023122
