date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-01-25,476286,131388,0.275859,0.0,0.003736
2022-01-26,248606,97664,0.392847,0.008765,0.012919
2022-02-07,144490,71914,0.497709,0.0,0.10026
2022-02-08,180532,95377,0.528311,0.045535,0.016163
2022-02-09,226117,151996,0.672201,6.6e-05,0.04603
2022-02-10,142368,60367,0.424021,0.066261,0.064292
2022-02-11,223295,102967,0.461125,0.15539,0.059176
2022-02-14,158420,78053,0.492697,0.572086,0.069508
2022-02-15,250695,169266,0.675187,0.028972,0.05289
2022-02-16,311518,210161,0.674635,0.10944,0.071066
2022-02-17,324241,249000,0.767947,0.001004,0.024177
2022-02-18,199044,162000,0.81389,0.058099,0.101952
2022-02-21,154950,95900,0.618909,0.0,0.053279
2022-02-22,206375,70650,0.342338,0.0,0.038939
2022-02-23,108913,53618,0.492301,0.335708,0.017704
2022-02-24,249768,103714,0.415241,0.0,0.046234
2022-02-25,154381,101000,0.654226,0.039604,0.03251
2022-03-01,82841,50000,0.603566,0.0,0.006959
2022-03-02,245650,201170,0.818929,0.069593,0.006594
2022-03-03,137196,98000,0.714307,0.05102,0.027866
2022-03-04,80876,40245,0.497614,0.198782,0.022156
2022-03-07,279409,62867,0.225,0.025896,0.023662
2022-03-08,270837,74292,0.274305,0.001736,0.106505
2022-03-09,59091,28027,0.474302,0.07136,0.079434
2022-03-10,84940,47417,0.558241,0.096505,0.033352
2022-03-11,97299,51592,0.530242,0.091099,0.018674
2022-03-14,92104,53000,0.575436,0.471698,0.070921
2022-03-15,135900,71549,0.526483,0.0,0.106186
2022-03-16,157454,122000,0.774829,0.008197,0.075671
2022-03-17,131319,116253,0.885272,0.016877,0.070682
2022-03-18,49091,40820,0.831517,0.003209,0.056751
2022-03-21,47533,42064,0.884943,0.023868,0.085005
2022-03-22,81682,69100,0.845964,0.0,0.012445
2022-03-23,110149,77404,0.702721,0.025838,0.045136
2022-03-24,120158,95850,0.7977,0.625978,0.023176
2022-03-25,234884,173300,0.737811,0.075655,0.014896
2022-03-28,284228,148000,0.520709,0.033784,0.011332
2022-03-29,153352,97000,0.632532,0.0,0.033342
2022-03-30,126302,116973,0.926137,0.359057,0.0
2022-03-31,169452,88000,0.519321,0.421591,0.010946
2022-04-01,170897,100000,0.585148,0.14,0.082309
2022-04-06,246518,158000,0.640927,0.0,0.045882
2022-04-07,167793,93000,0.554254,0.0,0.019632
2022-04-08,78974,67000,0.84838,0.314925,0.00669
2022-04-11,208635,158890,0.761569,0.25804,0.002435
2022-04-12,764929,296800,0.38801,0.225741,0.010521
2022-04-13,456634,194000,0.424848,0.185567,0.034911
2022-04-14,759327,230437,0.303475,0.350855,0.057911
2022-04-15,2200474,355242,0.161439,0.17237,0.032132
2022-04-18,2273103,450651,0.198254,0.281815,0.034508
2022-04-19,1429650,510100,0.356801,0.108226,0.018057
2022-04-20,1315747,520895,0.395893,0.0,0.030175
2022-04-21,2083623,630500,0.302598,0.305868,0.033855
2022-04-22,9238551,733710,0.079418,0.344823,0.01308
2022-04-25,8816607,626698,0.071082,0.553456,0.017344
2022-04-26,2558149,413000,0.161445,0.098208,0.025317
2022-04-27,2552006,498875,0.195483,0.453019,0.035426
2022-04-28,5532872,596000,0.10772,0.488906,0.025614
2022-04-29,2546971,635353,0.249454,0.013984,0.025983
2022-05-03,841934,214003,0.25418,0.943912,0.068971
2022-05-04,1547588,423143,0.273421,0.009453,0.086264
2022-05-05,596357,231000,0.387352,0.103896,0.054165
2022-05-06,557940,148439,0.266048,0.204798,0.057726
2022-05-09,1496097,810907,0.542015,0.160316,0.038918
2022-05-10,1107932,421110,0.380087,0.097362,0.084741
2022-05-11,714330,224354,0.314076,0.074325,0.065694
2022-05-12,597131,173363,0.290327,0.173047,0.063448
2022-05-13,487971,249000,0.510276,0.313655,0.047979
2022-05-16,4287473,1316669,0.307097,0.693648,0.080295
2022-05-17,7326671,727977,0.09936,0.006868,0.037806
2022-05-18,2301023,680000,0.295521,0.495587,0.136032
2022-05-19,2342574,431990,0.184408,0.231026,0.144224
2022-05-20,1050234,389380,0.370755,0.097591,0.104263
2022-05-23,1115266,432900,0.388159,0.08778,0.095683
2022-05-24,730816,307000,0.420078,0.035831,0.119032
2022-05-25,597866,327000,0.546945,0.0,0.097388
2022-05-26,337736,140000,0.414525,0.242857,0.088276
2022-05-27,397309,205500,0.51723,0.2,0.025636
2022-05-30,797675,414000,0.519008,0.268116,0.081404
2022-05-31,792901,219400,0.276705,0.004558,0.078873
2022-06-01,572081,325000,0.568101,0.203077,0.114843
2022-06-02,478912,195770,0.408781,0.0,0.077912
2022-06-06,376374,128817,0.342258,0.054209,0.047807
2022-06-07,253588,119030,0.469383,0.20163,0.090404
2022-06-08,447290,258077,0.576979,0.054247,0.106122
2022-06-09,706330,314604,0.445407,0.095358,0.142704
2022-06-10,1739480,635685,0.365445,0.320111,0.106139
2022-06-13,1939975,760200,0.391861,0.260458,0.0648
2022-06-14,2194619,652419,0.297281,0.039711,0.223085
2022-06-15,467741,206000,0.440415,0.262136,0.097573
2022-06-16,1415049,745000,0.526484,0.038926,0.198833
2022-06-17,492859,157949,0.320475,0.006331,0.073951
2022-06-20,657504,235411,0.358037,0.357851,0.134693
2022-06-21,4092696,1131845,0.276552,0.417681,0.167003
2022-06-22,5199401,676131,0.13004,0.329358,0.109489
2022-06-23,7920597,679200,0.085751,0.090577,0.170507
2022-06-24,1535283,403125,0.262574,0.245353,0.067242
2022-06-27,2312988,849802,0.367404,0.283595,0.160614
2022-06-28,3286193,926000,0.281785,0.224622,0.12254
2022-06-29,2372711,775426,0.32681,1.278876,0.172136
2022-06-30,3460081,596828,0.17249,0.14242,0.192429
2022-07-01,2038285,790996,0.388069,0.075601,0.145014
2022-07-04,1523017,403507,0.264939,0.064785,0.128229
2022-07-05,597553,157000,0.262738,0.235669,0.08762
2022-07-06,764965,499000,0.652317,0.024048,0.134698
2022-07-07,433882,161907,0.373159,0.06794,0.169598
2022-07-08,383644,166850,0.434908,0.173809,0.130412
2022-07-11,708345,391000,0.551991,0.421995,0.136816
2022-07-12,1308725,254577,0.194523,0.522435,0.072671
2022-07-13,854907,557000,0.651533,0.003591,0.26646
2022-07-14,1100743,321077,0.291691,0.003115,0.125784
2022-07-15,784696,428000,0.545434,0.03271,0.23544
2022-07-18,1605488,946000,0.589229,0.001057,0.161942
2022-07-19,1680679,1013738,0.603172,0.2548,0.135582
2022-07-20,1304941,543908,0.416807,0.016547,0.165948
2022-07-21,898396,470000,0.523155,0.0,0.191357
2022-07-22,1891330,862000,0.455764,0.216995,0.191649
2022-07-25,3572913,917585,0.256817,0.043593,0.146848
2022-07-26,1813611,850936,0.469194,0.050533,0.270493
2022-07-27,1035413,400000,0.386319,0.0475,0.197389
2022-07-28,1548299,443000,0.28612,0.076749,0.094392
2022-07-29,856258,471000,0.550068,0.061571,0.131839
2022-08-01,898004,388000,0.432069,0.195876,0.127248
2022-08-02,922153,285000,0.309059,0.153684,0.161484
2022-08-03,1651346,371040,0.224689,0.013476,0.097078
2022-08-04,849688,265900,0.312938,0.526781,0.085409
2022-08-05,581904,272000,0.467431,0.055147,0.077359
2022-08-08,417087,211000,0.50589,0.090047,0.090924
2022-08-09,469852,185000,0.393741,0.059459,0.072703
2022-08-10,312080,146970,0.470937,0.0,0.047351
2022-08-11,1698884,418533,0.246358,0.002389,0.220253
2022-08-12,418401,168065,0.401684,0.302562,0.04176
2022-08-15,1515294,440949,0.290999,0.038553,0.131574
2022-08-16,1336530,620000,0.463888,0.095161,0.178277
2022-08-17,1215284,377000,0.310216,0.615517,0.058717
2022-08-18,1324682,486000,0.366881,0.005041,0.083125
2022-08-19,2464411,656000,0.266189,0.021341,0.08577
2022-08-22,2127342,698168,0.328188,0.49988,0.140076
2022-08-23,4348126,386643,0.088922,,0.139075
