date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-06-09,167930,99000,0.589531,1.545051,0.254478
2022-06-10,1210892,255950,0.211373,0.171909,0.195578
2022-06-13,373215,130000,0.348325,0.0,0.130333
2022-06-14,390001,85028,0.21802,0.258903,0.06023
2022-06-15,553324,340688,0.615712,0.199596,0.320285
2022-06-16,363377,134000,0.368763,0.238806,0.101816
2022-06-17,491441,201000,0.409001,1.00995,0.115564
2022-06-20,746319,197468,0.264589,0.015192,0.1493
2022-06-21,311315,172000,0.552495,0.43943,0.26155
2022-06-22,434305,108590,0.250032,0.0,0.112179
2022-06-23,514855,178711,0.347109,0.039169,0.18462
2022-06-24,333267,258000,0.774154,0.22093,0.174064
2022-06-27,563256,426000,0.756317,0.021127,0.221214
2022-06-28,155580,95047,0.61092,0.09469,0.210192
2022-06-29,146992,101000,0.687112,0.029703,0.199323
2022-06-30,491564,201000,0.408899,0.791045,0.079935
2022-07-01,540093,209146,0.387241,0.052595,0.254732
2022-07-04,438308,143350,0.327053,0.069759,0.248941
2022-07-05,327978,169809,0.517745,0.000206,0.12417
2022-07-06,239121,113000,0.472564,0.053097,0.245389
2022-07-07,281745,151000,0.535946,0.046358,0.249081
2022-07-08,202309,115000,0.568437,0.208696,0.253148
2022-07-11,75555,39994,0.529336,0.350053,0.132782
2022-07-12,591136,267154,0.451933,0.074863,0.152542
2022-07-13,324216,272061,0.839135,0.08454,0.377764
2022-07-14,181284,145000,0.79985,0.041379,0.22345
2022-07-15,212441,156830,0.738228,0.013071,0.325341
2022-07-18,176651,150000,0.849132,0.0,0.205414
2022-07-19,81100,75000,0.924784,0.0,0.212235
2022-07-20,278467,186000,0.667943,0.043011,0.200931
2022-07-21,235140,181000,0.769754,0.0,0.183413
2022-07-22,131480,78000,0.593246,0.0,0.164283
2022-07-25,120255,75982,0.631841,0.329249,0.136502
2022-07-26,158254,87124,0.550533,0.206602,0.189273
2022-07-27,181740,96000,0.528227,0.0,0.329601
2022-07-28,142253,78000,0.548319,0.115385,0.061353
2022-07-29,298633,162000,0.542472,0.240741,0.129293
2022-08-01,246515,178000,0.722066,0.0,0.229869
2022-08-02,293758,97000,0.330204,0.0,0.101723
2022-08-03,144214,87000,0.60327,0.0,0.216018
2022-08-04,223552,106100,0.47461,0.197926,0.193895
2022-08-05,241098,154000,0.638744,0.194805,0.174031
2022-08-08,198750,116000,0.583648,0.0,0.165958
2022-08-09,896830,371000,0.413679,0.043127,0.166979
2022-08-10,550766,212998,0.38673,0.22065,0.148709
2022-08-11,4003053,1980000,0.494622,0.958602,0.05542
2022-08-12,9034434,1065420,0.117929,0.161533,0.050591
2022-08-15,3140278,351901,0.11206,0.190394,0.021196
2022-08-16,2831519,697092,0.24619,0.239567,0.096224
2022-08-17,1143790,321000,0.280646,0.46729,0.122269
2022-08-18,1214171,317000,0.261083,0.293375,0.041835
2022-08-19,826633,279000,0.337514,0.075269,0.057507
2022-08-22,837860,312000,0.372377,0.112179,0.129484
2022-08-23,796187,329000,0.41322,0.613982,0.080284
2022-08-24,5346798,656820,0.122844,0.136948,0.121356
2022-08-25,1773102,802998,0.452877,0.085928,0.206203
2022-08-26,906695,313000,0.34521,0.5623,0.099452
2022-08-29,2061375,671001,0.325511,0.09687,0.101594
2022-08-30,569321,225000,0.395208,0.057778,0.167071
2022-08-31,394618,232000,0.58791,0.168103,0.078352
2022-09-01,369803,193000,0.521899,0.170984,0.070076
2022-09-02,957546,389000,0.406247,0.390746,0.142361
2022-09-05,633103,172000,0.271678,0.418605,0.117786
2022-09-06,1796007,685000,0.381402,0.020438,0.064835
2022-09-07,327303,156000,0.476623,0.326923,0.149259
2022-09-08,331299,168000,0.507095,0.083333,0.126978
2022-09-12,2148741,869000,0.404423,0.005754,0.179502
2022-09-13,1933452,785001,0.40601,0.052229,0.143826
2022-09-14,1089090,395000,0.362688,0.453165,0.142008
2022-09-15,1469331,369000,0.251135,0.430669,0.088154
2022-09-16,3156924,496322,0.157217,,0.274116
2025-08-13,705699,217173,0.307742,0.064188,0.125407
2025-08-14,458291,110166,0.240384,0.044006,0.134627
2025-08-15,736099,307220,0.417362,0.16926,0.084188
2025-08-18,759105,370700,0.488338,0.188832,0.199017
2025-08-19,805442,314030,0.389885,0.066873,0.143084
2025-08-20,830033,261093,0.314557,0.471097,0.086638
2025-08-21,625504,402000,0.642682,0.119403,0.211251
2025-08-22,469749,162852,0.346679,0.908125,0.145871
2025-08-25,1547208,801979,0.518339,0.078556,0.289994
2025-08-26,611730,208640,0.341066,0.023576,0.170198
2025-08-27,815008,313325,0.384444,0.038299,0.174201
2025-08-28,860882,353474,0.410595,0.091294,0.091267
2025-08-29,472493,135379,0.286521,0.007387,0.058937
