date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-07-20,7022451,1115400,0.158833,0.240147,0.168313
2022-07-21,4911232,387600,0.078921,1.108444,0.139301
2022-07-22,5410006,670000,0.123845,1.059701,0.199112
2022-07-25,4429853,866540,0.195614,0.025388,0.28421
2022-07-26,2654208,314618,0.118536,2.41299,0.158989
2022-07-27,4700337,788552,0.167765,0.766558,0.213764
2022-07-28,5477599,273562,0.049942,1.019696,0.18691
2022-07-29,9351267,949930,0.101583,0.276863,0.244183
2022-08-01,7888362,1550223,0.19652,0.821126,0.261406
2022-08-02,5919299,642346,0.108517,0.156945,0.273182
2022-08-03,4726668,281222,0.059497,0.868193,0.183154
2022-08-04,7018547,1233516,0.175751,0.141457,0.308566
2022-08-05,5986864,1064386,0.177787,0.177576,0.079277
2022-08-08,4896259,397888,0.081264,0.688636,0.18501
2022-08-09,5537828,517884,0.093518,0.244501,0.341948
2022-08-10,2949500,566508,0.192069,0.309244,0.350221
2022-08-11,6008749,1312049,0.218356,0.272002,0.132293
2022-08-12,4862808,988992,0.203379,0.0536,0.264162
2022-08-15,7471995,1023425,0.136968,0.364844,0.231897
2022-08-16,4316250,663170,0.153645,0.25335,0.129788
2022-08-17,2794643,509711,0.182389,0.217559,0.145085
2022-08-18,6286816,1139485,0.18125,0.539635,0.079677
2022-08-19,7312558,937726,0.128235,0.019185,0.166464
2022-08-22,4237101,534576,0.126166,0.044727,0.263473
2022-08-23,3474966,536583,0.154414,0.44043,0.248218
2022-08-24,3529591,449260,0.127284,0.277151,0.266783
2022-08-25,3853670,346110,0.089813,1.921354,0.158963
2022-08-26,6596512,450672,0.06832,0.164889,0.27473
2022-08-29,4658743,929300,0.199474,0.407879,0.212044
2022-08-30,4371248,284068,0.064986,0.867092,0.234355
2022-08-31,3054472,286600,0.09383,0.44307,0.140283
2022-09-01,4727600,580679,0.122827,0.354991,0.090539
2022-09-02,6596598,1064071,0.161306,0.317925,0.108737
2022-09-05,2553122,279168,0.109344,0.197831,0.076109
2022-09-06,5608504,678085,0.120903,0.256605,0.198852
2022-09-07,5672041,740265,0.130511,0.463493,0.092427
2022-09-08,7508814,1613150,0.214834,0.300654,0.176706
2022-09-12,9393339,1606241,0.170998,0.131277,0.18818
2022-09-13,5935764,1508232,0.254092,0.16711,0.33971
2022-09-14,6027281,860879,0.14283,0.673229,0.175923
2022-09-15,8107956,997009,0.122967,0.448881,0.129701
2022-09-16,4886419,435497,0.089124,0.199657,0.221807
2022-09-19,2798200,289414,0.103429,0.424893,0.273682
2022-09-20,3203238,673718,0.210324,0.225937,0.14884
2022-09-21,3102654,769023,0.24786,0.245961,0.169082
2022-09-22,4915094,785235,0.15976,0.328564,0.160136
2022-09-23,5046573,512186,0.101492,0.370485,0.176675
2022-09-26,4988022,938049,0.18806,0.172263,0.421962
2022-09-27,7008906,646070,0.092178,0.26686,0.222063
2022-09-28,5327408,464833,0.087253,0.314784,0.197772
2022-09-29,5920359,626990,0.105904,0.082092,0.183231
2022-09-30,4991314,652099,0.130647,1.012093,0.234645
2022-10-03,5602597,552630,0.098638,0.411092,0.333348
2022-10-04,4833381,1131750,0.234153,1.043756,0.259002
2022-10-05,6764008,648158,0.095825,1.053322,0.35319
2022-10-06,9621004,2709558,0.281629,0.384671,0.26764
2022-10-07,6263402,573178,0.091512,0.446244,0.389316
2022-10-11,1437805,318408,0.221454,0.223,0.147325
2022-10-12,4380364,545280,0.124483,0.820846,0.276291
2022-10-13,15073766,1321026,0.087637,0.376217,0.194531
2022-10-14,12361642,770360,0.062319,0.150127,0.139018
2022-10-17,11454130,1368000,0.119433,0.668938,0.316261
2022-10-18,15630943,855150,0.054709,0.191904,0.182847
2022-10-19,14503276,1119610,0.077197,0.259258,0.237004
2022-10-20,14616018,1432156,0.097985,0.363787,0.291158
2022-10-21,11512266,742747,0.064518,0.258632,0.229353
2022-10-24,10772865,1194182,0.110851,0.151568,0.273013
2022-10-25,10528958,1183321,0.112387,0.433438,0.254903
2022-10-26,10954249,1186022,0.10827,0.624192,0.351649
2022-10-27,12241722,1589817,0.129869,0.098263,0.191875
2022-10-28,18634775,3993406,0.214299,,0.12791
