date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-05-16,234794,213000,0.907178,0.023474,0.132687
2022-05-17,107224,84000,0.783407,0.02381,0.12605
2022-05-18,64400,60000,0.931677,0.016667,0.162869
2022-05-19,40308,26000,0.645033,0.0,0.22659
2022-05-20,49271,34000,0.690061,0.235294,0.114831
2022-05-23,35126,32000,0.911006,0.03125,0.166083
2022-05-24,30202,24000,0.794649,0.5475,0.198397
2022-05-25,301102,139000,0.461638,0.107914,0.044386
2022-05-26,105584,60999,0.57773,0.016836,0.115519
2022-05-27,57966,41300,0.712487,0.0,0.020487
2022-05-30,112017,56976,0.508637,0.192046,0.075435
2022-05-31,58815,40831,0.694228,0.0,0.140263
2022-06-01,78408,50000,0.63769,0.0,0.12768
2022-06-02,107103,74000,0.690924,0.081081,0.074387
2022-06-06,96618,69000,0.714153,0.056812,0.190121
2022-06-07,185979,97000,0.521564,0.113402,0.098008
2022-06-08,151150,115000,0.760834,0.008696,0.026495
2022-06-09,45835,35000,0.763609,0.114286,0.039883
2022-06-10,539333,259000,0.480223,0.351347,0.093676
2022-06-13,460853,150001,0.325486,0.119999,0.092588
2022-06-14,153341,65002,0.423905,0.153841,0.052118
2022-06-15,206828,99000,0.478659,0.282828,0.067556
2022-06-16,126515,67300,0.531953,0.029718,0.071104
2022-06-17,390977,259000,0.662443,0.212355,0.095489
2022-06-20,194509,119000,0.611797,0.008403,0.107867
2022-06-21,137278,82000,0.597328,0.04878,0.051163
2022-06-22,208344,90200,0.432938,0.0,0.135254
2022-06-23,148294,61000,0.411345,0.0,0.136046
2022-06-24,147157,95000,0.645569,0.0,0.230512
2022-06-27,94013,72000,0.765852,0.097222,0.184759
2022-06-28,173436,106000,0.611176,0.415094,0.054511
2022-06-29,436975,247000,0.56525,0.222672,0.08801
2022-06-30,177241,77888,0.439447,0.143,0.107768
2022-07-01,468504,159003,0.339385,0.0,0.266035
2022-07-04,294941,81050,0.274801,0.012338,0.244289
2022-07-05,175139,66000,0.376844,0.0,0.166479
2022-07-06,167089,93000,0.55659,0.010753,0.195178
2022-07-07,154196,98001,0.635561,0.091836,0.129237
2022-07-08,89223,59000,0.661264,0.593203,0.134731
2022-07-11,224388,83004,0.369913,0.120476,0.128283
2022-07-12,78678,38000,0.482981,0.0,0.107326
2022-07-13,57368,33022,0.575617,0.0,0.114587
2022-07-14,69012,27000,0.391236,0.222222,0.162123
2022-07-15,118020,93001,0.788011,0.053741,0.254582
2022-07-18,77810,45000,0.578332,0.252867,0.107439
2022-07-19,1225793,716128,0.584216,0.84683,0.020167
2022-07-20,2384982,485000,0.203356,0.173196,0.047161
2022-07-21,671444,313394,0.466746,0.252098,0.112162
2022-07-22,1016526,375000,0.368904,0.0,0.112227
2022-07-25,292821,159000,0.542994,0.36478,0.213183
2022-07-26,349160,166000,0.475427,0.012048,0.143665
2022-07-27,286807,161753,0.563979,0.068005,0.238398
2022-07-28,369679,190000,0.513959,0.026316,0.159343
2022-07-29,211581,148978,0.704118,0.013425,0.1795
2022-08-01,231653,106000,0.457581,0.028302,0.076472
2022-08-02,232055,96000,0.413695,0.0,0.066446
2022-08-03,140564,96000,0.682963,0.177083,0.15531
2022-08-04,150478,85000,0.564867,0.023541,0.132444
2022-08-05,580497,327800,0.564689,0.015656,0.077287
2022-08-08,856828,337016,0.39333,0.032639,0.071254
2022-08-09,337512,176000,0.521463,0.011364,0.144389
2022-08-10,321082,142000,0.442255,0.507042,0.110307
2022-08-11,885286,233110,0.263316,0.094376,0.11926
2022-08-12,1850390,834000,0.450716,0.206235,0.132292
2022-08-15,882351,260800,0.295574,0.594325,0.031126
2022-08-16,490226,221000,0.450812,0.040724,0.095343
2022-08-17,329901,128996,0.391014,0.209309,0.093481
2022-08-18,447584,275000,0.61441,0.250909,0.145848
2022-08-19,279394,111099,0.397643,0.135006,0.133868
2022-08-22,334340,142999,0.427705,0.16084,0.108223
2022-08-23,3569713,1094000,0.306467,,0.044394
