date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2021-06-30,5757812,599225,0.104072,0.081939,0.043342
2021-07-01,3663096,834100,0.227704,0.292531,0.159293
2021-07-02,3624541,708740,0.195539,0.472841,0.113359
2021-07-05,3729671,475877,0.127592,0.40944,0.132956
2021-07-06,2991749,312807,0.104557,0.183238,0.08272
2021-07-07,3676605,309000,0.084045,0.544482,0.042225
2021-07-08,2367904,319617,0.134979,0.046352,0.061796
2021-07-09,1603322,204000,0.127236,0.709559,0.014127
2021-07-12,7657536,1390998,0.181651,0.474408,0.069767
2021-07-13,26291510,2357136,0.089654,0.395887,0.051663
2021-07-14,8757660,821701,0.093827,0.047523,0.105222
2021-07-15,12421662,1126950,0.090725,0.122632,0.02647
2021-07-16,11060944,1216527,0.109984,0.569571,0.019202
2021-07-19,6701303,472620,0.070527,0.529531,0.011171
2021-07-20,5952787,706500,0.118684,0.306113,0.060029
2021-07-21,3640113,286340,0.078662,0.245125,0.068457
2021-07-22,6526876,1015088,0.155524,0.590097,0.114667
2021-07-23,4456815,349631,0.078449,0.205625,0.151283
2021-07-26,2323566,322935,0.138982,0.522362,0.058801
2021-07-27,15792043,1472005,0.093212,0.587635,0.081959
2021-07-28,8703896,849204,0.097566,0.224917,0.077829
2021-07-29,5971072,1666120,0.279032,0.195874,0.037301
2021-07-30,25810442,4248666,0.16461,0.329629,0.029086
2021-08-02,27525777,2933532,0.106574,1.186336,0.051666
2021-08-03,26283543,1502190,0.057153,0.231008,0.061321
2021-08-04,23402356,1186266,0.05069,0.371527,0.029581
2021-08-05,14115029,992003,0.07028,0.661078,0.04492
2021-08-06,10405039,686769,0.066004,0.396145,0.030616
2021-08-09,10674520,1148989,0.107638,0.276504,0.068232
2021-08-10,12059573,1393050,0.115514,0.632908,0.135504
2021-08-11,11635098,833665,0.071651,0.240333,0.091506
2021-08-12,11721575,1288880,0.109958,0.222163,0.08682
2021-08-13,13377224,1065551,0.079654,0.398573,0.082112
2021-08-16,13525670,1513990,0.111935,0.954432,0.195648
2021-08-17,10687260,587028,0.054928,,0.164298
