date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2025-11-19,1080433,236210,0.218625,0.0,0.091172
2025-11-20,988527,317810,0.321499,0.524663,0.169453
2025-11-21,994982,210152,0.211212,0.333092,0.219406
2025-11-24,565996,259871,0.459139,0.500248,0.210923
2025-11-25,609101,208807,0.342812,0.457839,0.099746
2025-11-26,1500073,318339,0.212216,0.874543,0.112938
2025-11-27,1634853,137496,0.084103,0.152732,0.107782
2025-11-28,646774,168035,0.259805,0.340108,0.076324
2025-12-01,474731,93166,0.19625,0.0,0.104331
2025-12-02,487968,167389,0.343033,0.227016,0.158932
2025-12-03,422777,74009,0.175054,0.905241,0.08271
2025-12-04,2477100,1500936,0.605925,1.05361,0.068335
2025-12-05,13826143,848835,0.061393,0.124071,0.06324
2025-12-08,1837535,294992,0.160537,0.037025,0.063723
2025-12-09,836807,151731,0.181321,0.85645,0.06295
2025-12-10,1537344,202000,0.131395,0.059401,0.087783
2025-12-11,1507494,180885,0.119991,0.022113,0.025549
2025-12-12,620274,113419,0.182853,0.264506,0.035475
2025-12-15,454978,187902,0.412991,0.594459,0.143577
2025-12-16,866447,141085,0.162832,0.20555,0.101815
2025-12-17,441789,107090,0.242401,0.009805,0.075625
2025-12-18,353081,96719,0.273929,0.4084,0.122651
2025-12-19,434449,161033,0.37066,0.279446,0.078184
2025-12-22,708911,283102,0.399348,0.304837,0.132352
2025-12-23,1155368,201898,0.174748,0.257551,0.163767
2025-12-24,681982,219070,0.321225,0.004565,0.063719
2025-12-26,477046,131143,0.274906,0.174352,0.063525
2025-12-29,674803,218995,0.324532,0.144451,0.122765
2025-12-30,523979,118395,0.225954,0.4561,0.109883
2025-12-31,740082,191091,0.258202,0.392483,0.098883
2026-01-02,861361,256599,0.297899,0.412948,0.099815
2026-01-05,1555785,327275,0.21036,0.420118,0.078236
2026-01-06,6455889,301332,0.046676,0.275888,0.026396
2026-01-07,2447570,266485,0.108877,0.151104,0.030402
2026-01-08,959361,231011,0.240797,0.212111,0.048208
2026-01-09,648551,165468,0.255135,0.522494,0.035399
2026-01-12,1525499,501712,0.328884,0.348804,0.088149
2026-01-13,986634,156000,0.158113,0.507846,0.080754
2026-01-14,4831797,613001,0.126868,0.660276,0.036529
2026-01-15,2856410,430491,0.150711,0.275237,0.044123
2026-01-16,9087209,846168,0.093116,0.300945,0.017782
2026-01-19,3577461,380187,0.106273,0.123755,0.008617
2026-01-20,2050168,266478,0.129979,0.360739,0.017217
2026-01-21,4840924,474123,0.097941,0.082257,0.006396
2026-01-22,6679648,985782,0.14758,0.620743,0.038801
2026-01-23,10961470,737761,0.067305,0.379462,0.032211
2026-01-26,4596213,504287,0.109718,0.037068,0.022944
2026-01-27,2144540,420003,0.195848,0.090449,0.041715
2026-01-28,4208463,815076,0.193675,1.007318,0.069073
2026-01-29,7547833,455339,0.060327,0.113959,0.0678
2026-01-30,2287518,233458,0.102057,0.518295,0.03416
2026-02-02,2291666,449110,0.195975,0.271622,0.106681
2026-02-03,1786112,488436,0.273463,0.020474,0.078868
2026-02-04,1216364,182307,0.149879,0.368527,0.110308
2026-02-05,961002,155211,0.16151,0.038657,0.069128
2026-02-06,1390860,229416,0.164945,0.23555,0.096337
2026-02-09,1360038,434832,0.31972,0.28746,0.084237
2026-02-10,1129458,173936,0.154,0.080587,0.076824
2026-02-11,842835,218979,0.259812,0.136757,0.065463
2026-02-23,1086928,216810,0.19947,0.073802,0.102612
2026-02-24,901602,256332,0.284307,0.032809,0.116206
2026-02-25,866599,175414,0.202417,0.1788,0.045528
2026-02-26,2478662,268291,0.10824,0.30625,0.04721
2026-03-02,2437082,571376,0.234451,0.636383,0.072188
2026-03-03,1935696,296402,0.153124,0.004049,0.147827
2026-03-04,1796639,274094,0.152559,0.072949,0.044977
2026-03-05,919435,228006,0.247985,0.218955,0.038251
2026-03-06,604561,114334,0.189119,0.476604,0.139533
2026-03-09,1336975,202472,0.15144,0.620402,0.078436
2026-03-10,1821696,936237,0.513937,0.137424,0.299298
2026-03-11,1978100,236830,0.119726,,0.076062
