date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-03-28,273160,152160,0.557036,0.262881,0.04565
2022-03-29,170106,129000,0.758351,0.209302,0.053297
2022-03-30,964368,416000,0.431371,0.064904,0.130036
2022-03-31,371229,153001,0.412147,0.052287,0.030291
2022-04-01,234623,125500,0.534901,1.243028,0.094703
2022-04-06,3584136,768000,0.214278,0.158854,0.0704
2022-04-07,2483159,412000,0.165918,0.009709,0.103893
2022-04-08,787435,186999,0.237479,0.994658,0.090127
2022-04-11,1441272,263997,0.183169,0.015152,0.125666
2022-04-12,984051,381000,0.387175,0.073491,0.124626
2022-04-13,556303,271053,0.48724,0.044279,0.140831
2022-04-14,329149,154000,0.467873,0.136364,0.084637
2022-04-15,549003,336000,0.612019,0.074405,0.124999
2022-04-18,411374,142000,0.345185,0.0,0.102942
2022-04-19,714828,297000,0.415485,0.026936,0.109312
2022-04-20,2523506,507000,0.200911,1.114398,0.056952
2022-04-21,2165671,559000,0.258119,0.008945,0.198766
2022-04-22,852227,419000,0.491653,0.0,0.015777
2022-04-25,433021,243000,0.561174,0.399177,0.069936
2022-04-26,1089333,459000,0.421359,0.215686,0.137048
2022-04-27,944382,331001,0.350495,0.31722,0.100488
2022-04-28,532409,168957,0.317344,0.26634,0.056042
2022-04-29,1874982,735360,0.392196,0.261097,0.185005
2022-05-03,746243,231100,0.309685,0.350498,0.175367
2022-05-04,3139361,459000,0.146208,0.379085,0.196989
2022-05-05,3068964,942000,0.306944,0.330149,0.193054
2022-05-06,2714177,474610,0.174863,0.077986,0.138257
2022-05-09,2697067,722000,0.267698,0.317175,0.053814
2022-05-10,4275683,482000,0.112731,0.041494,0.060313
2022-05-11,1954838,370000,0.189274,0.010811,0.125386
2022-05-12,1683564,507000,0.301147,0.003945,0.063337
2022-05-13,803453,295682,0.368014,0.024175,0.082569
2022-05-16,666147,264000,0.396309,0.07197,0.038972
2022-05-17,788186,412000,0.522719,0.09466,0.156463
2022-05-18,3176684,1663900,0.523785,0.865076,0.089539
2022-05-19,4360499,1035258,0.237417,0.153836,0.119263
2022-05-20,3667270,665910,0.181582,0.971603,0.099502
2022-05-23,4498007,625007,0.138952,1.023989,0.191764
2022-05-24,3641659,558100,0.153254,0.290271,0.01337
2022-05-25,2667672,748000,0.280394,0.223262,0.224838
2022-05-26,2295106,387001,0.16862,0.488371,0.082818
2022-05-27,3377392,821103,0.243117,0.416513,0.108019
2022-05-30,4952732,582059,0.117523,0.140982,0.122794
2022-05-31,3586132,598556,0.166909,0.471134,0.061149
2022-06-01,10762419,609218,0.056606,0.543319,0.068414
2022-06-02,5453984,878000,0.160983,0.562642,0.14621
2022-06-06,8873539,535603,0.06036,0.433157,0.157662
2022-06-07,4680039,683000,0.145939,0.733529,0.195252
2022-06-08,3751460,457000,0.121819,0.218818,0.132113
2022-06-09,2281405,421400,0.184711,0.265781,0.148998
2022-06-10,1882503,297052,0.157796,0.885367,0.096044
2022-06-13,2942722,969000,0.329287,0.411765,0.244997
2022-06-14,3423272,367000,0.107207,0.06812,0.121121
2022-06-15,2128127,404000,0.189838,0.262381,0.098895
2022-06-16,4022066,385977,0.095965,0.321263,0.056012
2022-06-17,1983680,939030,0.473378,0.471817,0.189354
2022-06-20,1578630,398000,0.252117,0.253894,0.134456
2022-06-21,1685656,756000,0.44849,0.555556,0.182131
2022-06-22,1524114,344200,0.225836,0.020337,0.122322
2022-06-23,2130457,733000,0.344058,0.140518,0.103917
2022-06-24,1707712,461000,0.269952,1.022039,0.132414
2022-06-27,2614288,724434,0.277106,0.056596,0.090126
2022-06-28,1921234,736100,0.383139,0.067926,0.080336
2022-06-29,733124,288500,0.393521,0.40208,0.136414
2022-06-30,947744,347943,0.367128,0.068977,0.184153
2022-07-01,1479634,549100,0.371105,0.003642,0.110925
2022-07-04,889115,407584,0.458415,0.017174,0.105332
2022-07-05,718797,220000,0.306067,0.468182,0.086876
2022-07-06,752571,201000,0.267084,0.208955,0.110896
2022-07-07,1229590,471000,0.383055,0.220807,0.083377
2022-07-08,560244,219000,0.390901,,0.139422
