date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-02-09,1016379,392812,0.386482,0.053461,0.070216
2022-02-10,835732,493400,0.590381,0.043981,0.262297
2022-02-11,707340,257045,0.363397,0.070027,0.042728
2022-02-14,619816,281815,0.454675,0.070969,0.116765
2022-02-15,395888,129999,0.328373,0.113793,0.123774
2022-02-16,1570118,451750,0.287717,0.473868,0.049806
2022-02-17,1246616,484300,0.388492,6e-06,0.100454
2022-02-18,467369,218000,0.466441,1.678899,0.081502
2022-02-21,2185144,775000,0.354668,0.770194,0.040448
2022-02-22,1607278,587292,0.365395,0.028946,0.032672
2022-02-23,585271,219100,0.374356,0.296668,0.078153
2022-02-24,1247649,329901,0.264418,0.036196,0.028702
2022-02-25,664913,243300,0.365913,0.826141,0.086123
2022-03-01,975540,518455,0.531454,0.103384,0.112112
2022-03-02,724125,323502,0.446749,0.083462,0.076255
2022-03-03,485139,184020,0.379314,0.10325,0.051701
2022-03-04,419773,198000,0.471684,1.060606,0.075053
2022-03-07,1631126,333703,0.204584,0.032364,0.104059
2022-03-08,1568732,334007,0.212915,0.093196,0.104844
2022-03-09,790785,281000,0.355343,0.099644,0.126386
2022-03-10,488683,228726,0.468046,0.13138,0.081867
2022-03-11,374124,239352,0.639766,0.116983,0.239033
2022-03-14,609152,335799,0.551257,0.002978,0.084013
2022-03-15,573706,263995,0.460157,0.057156,0.081826
2022-03-16,572279,323000,0.56441,0.232198,0.127802
2022-03-17,854136,478000,0.55963,0.052301,0.228773
2022-03-18,1166779,690901,0.592144,0.043604,0.381111
2022-03-21,1283483,526000,0.409822,0.211027,0.157132
2022-03-22,581031,248200,0.427172,0.012087,0.109145
2022-03-23,4803042,845197,0.175971,0.17771,0.124613
2022-03-24,2443410,921800,0.37726,0.074744,0.122077
2022-03-25,1482281,417879,0.281916,0.234518,0.131922
2022-03-28,1212716,563000,0.464247,0.055062,0.128671
2022-03-29,1965303,919500,0.467867,0.052202,0.101855
2022-03-30,1422495,356183,0.250393,0.167641,0.085314
2022-03-31,1206989,591619,0.490161,0.300869,0.105933
2022-04-01,956727,335101,0.350258,0.07162,0.153424
2022-04-06,1182596,723000,0.611367,0.017981,0.191007
2022-04-07,1424060,250577,0.17596,0.160829,0.022389
2022-04-08,725097,385940,0.53226,0.080323,0.095224
2022-04-11,912612,200200,0.21937,0.526439,0.0781
2022-04-12,888884,328177,0.369201,0.0,0.160282
2022-04-13,618756,206001,0.332928,0.037621,0.135096
2022-04-14,935944,484000,0.517125,0.024793,0.148077
2022-04-15,1141468,422900,0.370488,1.300286,0.064588
2022-04-18,11073041,1139044,0.102866,0.135203,0.07698
2022-04-19,3192656,381101,0.119368,0.031488,0.13373
2022-04-20,1840849,447768,0.24324,0.350851,0.114767
2022-04-21,4407703,1014852,0.230245,0.333294,0.073782
2022-04-22,2660910,696741,0.261843,0.024399,0.075987
2022-04-25,3074652,1062250,0.345486,0.00659,0.083292
2022-04-26,1428940,521966,0.365282,0.254806,0.008402
2022-04-27,2281898,791196,0.346727,0.049183,0.156808
2022-04-28,550794,145141,0.263512,0.110238,0.035074
2022-04-29,815769,341000,0.41801,0.017595,0.216172
2022-05-03,764957,239285,0.312808,0.23821,0.159093
2022-05-04,709313,250246,0.352801,0.278726,0.186783
