date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-04-22,3721307,402000,0.108027,0.002488,0.095419
2022-04-25,2312004,673050,0.291111,0.0104,0.06182
2022-04-26,1019886,328000,0.321605,0.042683,0.108378
2022-04-27,1563421,287000,0.183572,0.864111,0.082755
2022-04-28,833206,265200,0.318289,0.226244,0.216187
2022-04-29,732007,364000,0.497263,0.068681,0.085122
2022-05-03,382398,130000,0.33996,0.223077,0.031738
2022-05-04,3313765,396000,0.119502,0.388889,0.080264
2022-05-05,1884744,217000,0.115135,0.138249,0.055589
2022-05-06,860915,182025,0.211432,0.280291,0.036219
2022-05-09,1232873,257301,0.2087,0.069957,0.1016
2022-05-10,653661,125000,0.191231,0.24,0.068564
2022-05-11,459693,176090,0.38306,0.18181,0.130615
2022-05-12,1251885,196995,0.157359,0.08122,0.082698
2022-05-13,1199168,198000,0.165114,0.171717,0.167875
2022-05-16,876745,317000,0.361565,0.063091,0.189397
2022-05-17,362294,145011,0.400258,0.124129,0.195427
2022-05-18,823276,259200,0.31484,0.07716,0.181164
2022-05-19,604013,274999,0.455287,0.145237,0.269519
2022-05-20,2004962,347000,0.173071,0.322458,0.03296
2022-05-23,1699319,218138,0.128368,0.403845,0.13027
2022-05-24,900069,310000,0.344418,0.640568,0.184671
2022-05-25,4107925,723800,0.176196,0.512849,0.091452
2022-05-26,6728010,1420595,0.211146,0.22385,0.067488
2022-05-27,7837168,818327,0.104416,0.393553,0.056587
2022-05-30,3658566,758922,0.207437,0.075511,0.028526
2022-05-31,9848693,1892189,0.192126,0.610306,0.088497
2022-06-01,6258636,615100,0.09828,0.233295,0.051171
2022-06-02,2287937,533100,0.233005,0.105046,0.131921
2022-06-06,1618900,544962,0.336625,0.048629,0.232131
2022-06-07,1154481,356970,0.309204,0.145951,0.175851
2022-06-08,3379723,327500,0.096901,0.012519,0.100206
2022-06-09,1577791,572700,0.362976,0.09846,0.24817
2022-06-10,2078875,360128,0.173232,0.324884,0.07477
2022-06-13,1601901,601000,0.375179,0.148087,0.265708
2022-06-14,1586187,337090,0.212516,0.169094,0.104448
2022-06-15,1399309,329915,0.23577,0.19408,0.136218
2022-06-16,1864402,539000,0.289101,0.077829,0.172484
2022-06-17,1610686,394891,0.245169,0.172199,0.084173
2022-06-20,1893977,566000,0.298842,0.185512,0.153658
2022-06-21,1204806,504314,0.418585,0.235964,0.248301
2022-06-22,846839,128951,0.152273,0.046715,0.090462
2022-06-23,1278812,335628,0.262453,0.060335,0.072703
2022-06-24,3428037,799693,0.23328,0.628929,0.129422
2022-06-27,4125689,760814,0.184409,0.298889,0.112946
2022-06-28,3224725,1011000,0.313515,0.218595,0.20278
2022-06-29,3761161,554060,0.147311,0.216583,0.074794
2022-06-30,3086540,338000,0.109508,0.304734,0.046274
2022-07-01,3159858,645912,0.204412,0.318929,0.09607
2022-07-04,1773452,442099,0.249287,0.106311,0.242217
2022-07-05,1498996,404330,0.269734,0.024074,0.250749
2022-07-06,1099262,216960,0.197369,0.258112,0.173705
2022-07-07,1450028,229030,0.157949,0.576125,0.107299
2022-07-08,2028390,502000,0.247487,0.105578,0.162539
2022-07-11,2642546,755334,0.285836,0.103443,0.235408
2022-07-12,1852247,486500,0.262654,0.183515,0.117677
2022-07-13,2263689,531200,0.234661,0.266915,0.146864
2022-07-14,2390150,686580,0.287254,0.083108,0.159063
2022-07-15,2256232,1009000,0.447206,0.193261,0.244409
2022-07-18,2864421,341823,0.119334,0.055584,0.13588
2022-07-19,2681007,1237000,0.461394,0.423605,0.284281
2022-07-20,2818281,383273,0.135995,0.080491,0.198935
2022-07-21,1645006,775000,0.471123,0.228129,0.166905
2022-07-22,8755674,2557567,0.292104,0.014467,0.160591
2022-07-25,13339097,1929301,0.144635,0.327632,0.044018
2022-07-26,7244640,924950,0.127674,0.00973,0.108492
2022-07-27,3536160,1146200,0.324137,0.068007,0.068283
2022-07-28,2924191,531866,0.181885,1.107066,0.095469
2022-07-29,4005533,678051,0.169279,0.157879,0.132659
2022-08-01,2370622,664750,0.280412,0.776232,0.139104
2022-08-02,4379775,1419100,0.324012,,0.143976
