date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2024-01-31,54476,49000,0.899479,0.061224,0.0
2024-02-01,27346,26000,0.950779,0.192231,0.0
2024-02-02,49119,46000,0.936501,0.086957,0.02075
2024-02-05,133780,115000,0.85962,0.043478,0.008228
2024-02-15,76070,76067,0.999961,0.144596,0.0
2024-02-16,119142,112000,0.940055,0.017857,0.004305
2024-02-19,49376,46000,0.931627,0.17513,0.0
2024-02-20,108205,98000,0.905688,0.030612,0.0
2024-02-21,32445,26372,0.812822,0.113757,0.0
2024-02-22,6111,5111,0.836361,0.0,0.0
2024-02-23,43499,33000,0.758638,0.212121,0.012347
2024-02-26,11459,11448,0.99904,0.0,0.0
2024-02-27,25605,20557,0.802851,0.243275,0.0
2024-02-29,9305,9303,0.999785,0.120176,0.0
2024-03-01,19118,14111,0.7381,0.21423,0.0
2024-03-04,34569,23000,0.665336,0.043478,0.0
2024-03-05,9918,8918,0.899173,0.0,0.0
2024-03-06,32438,31385,0.967538,0.043205,0.0
2024-03-07,8033,8031,0.999751,,0.0
2024-03-11,44319,43310,0.977233,0.0,0.046169
2024-03-12,25034,23000,0.91875,0.162478,0.0
2024-03-13,33322,33052,0.991897,0.030255,0.015126
2024-03-14,11659,11638,0.998199,0.008593,0.042959
2024-03-15,14226,14000,0.984114,0.428571,0.035147
2024-03-18,37911,34488,0.90971,0.039405,0.014363
2024-03-19,14950,12656,0.846555,0.104535,0.0392
2024-03-20,18157,15058,0.829322,0.13282,0.0
2024-03-21,18314,17251,0.941957,0.116863,2.9e-05
2024-03-22,22207,19122,0.86108,0.209183,0.0
2024-03-25,24715,24049,0.973053,0.0,0.0
2024-03-26,10689,10683,0.999439,0.017785,0.0
2024-03-27,1193,1186,0.994132,0.84317,0.0
2024-03-28,24217,23157,0.956229,0.0,0.0
2024-03-29,18793,17439,0.927952,0.057171,0.0
2024-04-01,4181,4098,0.980148,0.02367,0.0
2024-04-02,2036,2012,0.988212,0.542744,0.0
2024-04-03,45870,30008,0.654197,0.199847,0.0
2024-04-08,23765,22635,0.952451,0.226375,0.021979
2024-04-09,15480,13259,0.856525,59.205068,0.037219
2024-04-10,823118,803099,0.975679,0.001249,1e-06
2024-04-11,504065,504044,0.999958,0.001984,0.0
2024-04-12,167790,155102,0.924382,0.238727,0.00302
2024-04-15,110091,81001,0.735764,0.0,0.00549
2024-04-16,658064,508005,0.771969,0.00924,0.0
2024-04-17,173198,165800,0.957286,0.012063,0.0
2024-04-18,67631,58274,0.861646,0.120122,0.0
2024-04-19,49195,48000,0.975709,1.105167,0.0
2024-04-22,56359,56179,0.996806,0.216736,0.0
2024-04-23,118785,95903,0.807366,1.616321,0.0
2024-04-24,259265,218045,0.841012,2.3e-05,0.0
2024-04-25,38542,38534,0.999792,0.051902,0.0
2024-04-26,44336,43685,0.985317,0.009294,0.0
2024-04-29,49912,49588,0.993509,0.099742,0.0
2024-04-30,35597,27542,0.773717,0.089899,0.0
2024-05-02,20025,16002,0.799101,0.236283,0.0
2024-05-03,10203,8381,0.821425,0.0,0.0
2024-05-06,6860,6858,0.999708,0.145815,0.072886
2024-05-07,18035,15759,0.873801,0.253823,0.0
2024-05-08,7019,6000,0.854823,0.001,0.0
2024-05-09,5463,4456,0.815669,1.346948,0.0
2024-05-10,18143,18035,0.994047,0.110895,0.0
2024-05-13,17067,14063,0.823988,7.1e-05,0.0
2024-05-14,12301,10300,0.83733,0.0,0.0
2024-05-15,6793,6761,0.995289,0.295962,0.0
2024-05-16,36247,35860,0.989323,0.0,0.0
2024-05-17,7472,7300,0.976981,0.008219,0.0
2024-05-20,302464,302365,0.999673,0.000218,0.0
2024-05-21,220075,220068,0.999968,0.005512,0.0
2024-05-22,230027,29000,0.126072,0.034483,0.0
2024-05-23,206394,5394,0.026134,,0.0
