date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-02-09,31000,28000,0.903226,0.035714,0.0
2022-02-10,54000,38000,0.703704,0.131579,0.010204
2022-02-11,20000,17000,0.85,1.235294,0.0
2022-02-14,136308,63000,0.462189,0.046825,0.026953
2022-02-15,57350,37000,0.645161,0.108108,0.0
2022-02-16,52322,43000,0.821834,0.0,0.0
2022-02-17,16111,12009,0.745391,0.083271,0.0
2022-02-18,22058,21000,0.952036,0.047619,0.0
2022-02-21,33183,24000,0.723262,0.0,0.0
2022-02-22,27793,19000,0.683625,0.0,0.0
2022-02-23,33205,28000,0.843246,0.0,0.0
2022-02-24,55024,37000,0.672434,1.27027,0.0
2022-02-25,167231,103000,0.615915,0.067476,0.025945
2022-03-01,98300,59000,0.600203,0.033898,0.01084
2022-03-02,32321,22000,0.680672,1.681818,0.03298
2022-03-03,405437,228714,0.564117,0.323548,0.004043
2022-03-04,166508,63020,0.37848,0.0,0.010948
2022-03-07,125162,68000,0.543296,0.161765,0.0
2022-03-08,124040,55040,0.443728,0.054506,0.0255
2022-03-09,59000,46000,0.779661,0.0,0.037037
2022-03-10,78356,59000,0.752974,0.084746,0.03408
2022-03-11,41160,29000,0.704568,0.0,0.0
2022-03-14,14835,14000,0.943714,0.285714,0.033704
2022-03-15,56703,41000,0.723066,0.04878,0.038682
2022-03-16,37001,14000,0.378368,0.071429,0.0
2022-03-17,40240,36240,0.900596,0.524283,0.0
2022-03-18,36521,32000,0.876208,0.0,0.057936
2022-03-21,45237,45000,0.994761,0.2,0.0
2022-03-22,39138,37000,0.945373,0.0,0.0
2022-03-23,38500,31000,0.805195,0.064516,0.0
2022-03-24,118226,95000,0.803546,0.063158,0.009329
2022-03-25,73000,55000,0.753425,0.0,0.0
2022-03-28,59309,41009,0.691446,0.0,0.0
2022-03-29,54000,33000,0.611111,0.0,0.01
2022-03-30,44560,28000,0.628366,0.035643,0.025278
2022-03-31,11002,8000,0.727141,0.125,0.0
2022-04-01,41336,33000,0.798336,0.212121,0.0
2022-04-06,166699,89000,0.533896,0.0,0.0
2022-04-07,53168,34000,0.639482,0.0,0.0
2022-04-08,34831,14000,0.401941,1.0,0.020981
2022-04-11,167220,83000,0.496352,0.0,0.006613
2022-04-12,38423,26121,0.679827,0.074078,0.013361
2022-04-13,212748,140000,0.658056,0.25,0.017619
2022-04-14,78329,48000,0.6128,0.020833,0.0
2022-04-15,61105,51000,0.834629,0.078431,0.026267
2022-04-18,264388,129188,0.48863,0.087469,0.010342
2022-04-19,65959,44355,0.672463,0.225454,0.008975
2022-04-20,113150,83000,0.73354,0.0,0.014402
2022-04-21,66037,52000,0.787437,0.173077,0.0
2022-04-22,40188,37000,0.920673,0.027027,0.012759
2022-04-25,131298,64000,0.487441,0.015625,0.012831
2022-04-26,63469,44900,0.707432,0.0,0.0
2022-04-27,107050,83000,0.775339,0.0,0.005099
2022-04-28,20268,15000,0.740083,0.0,0.0
2022-04-29,47000,25000,0.531915,0.72,0.0
2022-05-03,36000,29000,0.805556,0.0,0.0
2022-05-04,16095,15000,0.931966,0.666667,0.033124
2022-05-05,360245,149000,0.413607,0.315436,0.016003
2022-05-06,153175,70001,0.457,0.099999,0.003936
2022-05-09,91275,48000,0.525883,0.0,0.006388
2022-05-10,240021,111000,0.46246,0.423423,0.008071
2022-05-11,200352,76000,0.379332,0.131579,0.009885
2022-05-12,220263,113000,0.513023,0.037168,0.005154
2022-05-13,92205,52000,0.563961,0.038462,0.013476
2022-05-16,54028,40000,0.740357,0.25,0.010411
2022-05-17,74012,54000,0.729611,0.0,0.014703
2022-05-18,74040,56000,0.756348,0.160714,0.0
2022-05-19,46195,34000,0.73601,0.058824,0.03827
2022-05-20,21215,17185,0.81004,0.174571,0.029044
2022-05-23,45381,28000,0.616998,0.0,0.0
2022-05-24,41000,25000,0.609756,,0.014706
