date,total_buy,top10_net_buy,top10_conc,next_day_reversal,foreign_net_share
2022-09-27,1673,0,0.0,,0.0
2022-09-28,15066,12060,0.800478,0.104975,0.082878
2022-09-29,11606,10571,0.910822,0.052408,0.04721
2022-09-30,4468,4324,0.967771,0.011563,0.0
2022-10-03,4108,4090,0.995618,0.249144,0.0
2022-10-04,16635,15200,0.913736,0.075658,0.063963
2022-10-05,2363,2352,0.995345,0.0,0.211685
2022-10-06,14486,13446,0.928207,0.001116,0.0
2022-10-07,30040,5020,0.167111,0.002988,0.0
2022-10-11,4035,2000,0.495663,0.0175,0.0
2022-10-12,4040,0,0.0,,0.0
2022-10-13,23190,20440,0.881414,0.048924,0.047416
2022-10-14,25136,21081,0.838678,0.098952,0.236563
2022-10-17,11942,10655,0.892229,0.0,0.0
2022-10-18,25194,14207,0.563904,0.071092,0.137257
2022-10-19,24099,22064,0.915557,0.634518,0.43002
2022-10-20,24385,20000,0.820176,0.05,0.312709
2022-10-21,15095,15000,0.993707,0.533333,0.431836
2022-10-24,21392,20339,0.950776,0.049167,0.245676
2022-10-25,5160,4000,0.775194,0.2855,0.240385
2022-10-26,13142,12000,0.913103,0.0,0.038046
2022-10-27,7323,7274,0.993309,0.0,0.409668
2022-10-28,1156,0,0.0,,0.432526
2022-10-31,5345,3000,0.561272,0.0,0.0
2022-11-01,1130,1000,0.884956,0.458,0.0
2022-11-02,4808,4782,0.994592,0.003137,0.0
2022-11-03,3015,0,0.0,,0.0
2022-11-04,10018,9992,0.997405,0.0002,0.09982
2022-11-07,16909,13000,0.768821,0.0,0.564164
2022-11-08,29240,28989,0.991416,0.000586,0.152121
2022-11-09,12679,11614,0.916003,0.086103,0.0
2022-11-10,2090,1000,0.478469,0.001,0.0
2022-11-11,8650,7630,0.882081,0.163172,0.0
2022-11-14,54413,38000,0.698363,0.078947,0.057526
2022-11-15,50996,34000,0.666719,0.0,0.112484
2022-11-16,38666,32000,0.8276,0.0,0.362488
2022-11-17,12272,12130,0.988429,0.247321,0.040743
2022-11-18,21511,20100,0.934406,0.0,0.195017
2022-11-21,10299,9238,0.89698,0.00801,0.220102
2022-11-22,15797,12720,0.805216,0.0,0.117215
2022-11-23,6399,6334,0.989842,0.173666,0.157878
2022-11-24,28873,27000,0.93513,0.0,0.277268
2022-11-25,13938,12906,0.925958,0.0,0.038727
2022-11-28,11174,11174,1.0,0.001342,0.178987
2022-11-29,9157,8500,0.928252,0.084118,0.0
2022-11-30,17222,15744,0.91418,0.0,0.349339
2022-12-01,15326,12000,0.782983,0.166667,0.066168
2022-12-02,13054,12754,0.977019,0.789713,0.028624
2022-12-05,40785,32000,0.784602,0.013594,0.109923
2022-12-06,31998,21649,0.676574,0.092383,0.124212
2022-12-07,24734,19674,0.795423,0.0,0.220502
2022-12-08,7182,4122,0.573935,0.001213,0.241429
2022-12-09,12527,11514,0.919135,8.7e-05,0.173686
2022-12-12,7907,6848,0.866068,0.146028,0.14573
2022-12-13,14061,12845,0.91352,0.109459,0.194174
2022-12-14,25373,20120,0.792969,0.298211,0.2195
2022-12-15,15783,12709,0.805233,0.078684,0.07826
2022-12-16,18005,14396,0.799556,0.069464,0.099967
2022-12-19,14050,0,0.0,,0.37037
2022-12-20,25011,20000,0.799648,0.05,0.136295
2022-12-21,9716,8705,0.895945,0.0,0.057366
2022-12-22,4021,1000,0.248694,1.9,0.0
2022-12-23,10541,10156,0.963476,0.196928,0.142301
2022-12-26,54450,36402,0.66854,0.015851,0.192097
2022-12-27,11731,6000,0.511465,0.166667,0.057958
2022-12-28,9071,9023,0.994708,0.0,0.332484
2022-12-29,3055,3015,0.986907,0.0,0.0
2022-12-30,13030,9770,0.749808,0.102354,0.04985
2023-01-03,7529,7000,0.929738,0.002857,0.13282
2023-01-04,13224,13196,0.997883,0.000758,0.075666
2023-01-05,6582,4000,0.607718,,0.0
